,PlanetIdentifier,PeriodDays,SemiMajorAxisAU
2055,Kepler-1485 b,19.9157725,0.1437930695486751
2056,11 UMi b,516.22,1.54
2057,Kepler-702 b,10.52629406,0.09399906110241203
2058,Kepler-614 b,14.03491514,0.11387097633250433
2059,Kepler-1219 b,16.10467749,0.12480764973097416
2060,TrES-1 b,3.0300722,0.0393
2061,HD 240237 b,745.7,1.9
2062,Kepler-463 b,8.98101683,0.08455841954003597
2063,70 Vir b,116.6926,0.48100000000000004
2064,Kepler-1267 b,13.031394500000001,0.10837616488274732
2065,Kepler-35 (AB) b,131.458,0.60347
2066,Kepler-1231 b,10.41725184,0.09334877559440821
2067,Kepler-345 c,9.387427,0.08709052303781949
2068,Kepler-345 b,7.415563000000001,0.07442221692280397
2069,Kepler-785 b,1.97376093,0.030794244164238555
2070,Kepler-1204 b,85.7350285,0.38052107468777524
2071,WASP-21 b,4.3225185999999995,0.0499
2072,Kepler-233 b,8.472382000000001,0.0813348873513545
2073,Kepler-233 c,60.418955000000004,0.30133898649366336
2074,Kepler-822 b,3.22296927,0.04270158151440448
2075,HD 31527 b,16.546,0.1253
2076,HD 31527 c,51.284,0.2665
2077,HD 31527 d,274.49,0.8181
2078,Kepler-1635 b,469.63111,1.1824363055515572
2079,XO-4 b,4.1250707,0.05485
2080,Gliese 436 b,2.64385,0.02872
2081,Gliese 436 c,1.3658,0.0185
2082,Kepler-661 b,6.02930132,0.06483126703944128
2083,Kepler-1262 b,8.67900242,0.08265194091686683
2084,Kepler-1377 b,0.74092842,0.016024728710690786
2085,HD 163296 b,392983.37056300807,105.0
2086,HD 163296 c,739214.0258409603,160.0
2087,Kepler-1041 b,24.7576421,0.16624402193594093
2088,Kepler-235 b,3.3402220000000002,0.04373106677868909
2089,Kepler-235 d,20.060548,0.1444890864928589
2090,Kepler-235 e,46.183669,0.25192163805667267
2091,Kepler-235 c,7.824903999999999,0.07713636970488133
2092,HD 23127 b,1214.0,2.4
2093,Kepler-1239 b,5.19104016,0.05867360544947006
2094,Kepler-1131 b,3.53232449,0.04539209685832072
2095,Kepler-619 b,5.4042722,0.06026955623465292
2096,Kepler-619 c,1.20846503,0.022203898937167715
2097,HD 21693 b,22.656,0.1484
2098,HD 21693 c,53.881,0.2644
2102,Kepler-482 b,56.35418576,0.2876673922399454
2103,Kepler-1458 b,47.9872764,0.25843852354972147
2104,Kepler-298 b,10.475464,0.09369621114505436
2105,Kepler-298 c,22.928810000000002,0.15795287212734438
2106,Kepler-298 d,77.47363299999999,0.355666093571626
2107,Kepler-474 b,5.66067294,0.06216108109172858
2108,Kepler-1205 b,1.07839035,0.020580559576809588
2110,Kepler-836 b,11.36112327,0.09890555818489954
2111,OGLE-BLG-1195L b,1033.083007313546,2.0
2112,Kepler-678 b,7.27503724,0.07347901582854095
2113,Kepler-1033 b,7.56052806,0.07538899201557107
2114,Kepler-1514 b,217.83176260000002,0.7085230562899981
2115,Kepler-443 b,177.6693,0.495
2116,WASP-63 b,4.37809,0.0574
2117,Kepler-357 d,49.499875,0.2638411826996435
2118,Kepler-357 b,6.475434,0.06799115796573865
2119,Kepler-357 c,16.85837,0.12867185770094855
2120,Kepler-249 c,7.113702,0.07238861971930555
2121,Kepler-249 b,3.306539,0.04343657930466318
2122,Kepler-249 d,15.368459,0.12097437827882862
2123,Kepler-51 b,45.153999999999996,0.2514
2124,Kepler-51 c,85.31200000000001,0.384
2125,Kepler-51 d,130.194,0.509
2126,Kepler-1078 b,3.00725242,0.040774292959350734
2127,HD 99706 b,868.0,2.14
2128,HD 86950,1270.0,2.72
2129,Kepler-1387 b,2.27952666,0.033897653351758754
2130,Kepler-1642 b,12.205751300000001,0.1037487472516015
2131,Kepler-1642 c,6.651380199999999,0.06921725398337625
2132,Kepler-37 b,13.367308,0.1003
2133,Kepler-37 c,21.301886,0.1368
2134,Kepler-37 d,39.792187,0.2076
2135,Kepler-37 e,51.196000000000005,0.2508
2136,KOI-195 b,3.21751883,0.0414
2137,Kepler-83 b,9.770469,0.08944377580294668
2138,Kepler-83 d,5.169796,0.05851341620490977
2139,Kepler-83 c,20.090227,0.1446315629892525
2140,HD 48265 b,700.0,1.51
2141,Kepler-1119 b,8.326515299999999,0.08039864076299388
2142,Kepler-926 b,52.0688601,0.27289268665487404
2143,Kepler-441 b,207.2482,0.64
2144,Kepler-97 b,2.58664,0.0368777013659547
2146,Kepler-1177 b,106.247547,0.43902150236869764
2147,Kepler-1489 b,82.294751,0.37027234277149823
2148,BD+15 2940 b,137.48,0.539
2149,Kepler-557 b,3.70598955,0.046867952077212414
2150,Kepler-190 b,2.0199990000000003,0.031273317443514734
2151,Kepler-190 c,3.7630239999999997,0.04734758609146019
2152,Kepler-989 b,7.96431535,0.07804986366000949
2153,Kepler-1388 b,12.2854603,0.10419994078608713
2154,Kepler-1388 c,5.53608151,0.06124559160983927
2155,Kepler-1388 d,20.9568158,0.14876132835639747
2156,Kepler-1388 e,37.6327084,0.21977763742428855
2157,TrES-3 b,1.30618608,0.0226
2158,Kepler-1217 b,2.03232507,0.031400408637786
2159,Kepler-56 b,10.51057,0.1028
2160,Kepler-56 c,21.40239,0.1652
2161,Kepler-56 d,1033.083007313546,2.0
2162,YBP1514 b,5.118,0.05812193145760044
2163,Kepler-1628 b,76.378033,0.35230501877765485
2164,Kepler-1235 b,4.16055856,0.05062607711547136
2165,BD+14 4559 b,268.94,0.777
2166,Kepler-105 b,5.4122,0.0603284834718407
2167,Kepler-105 c,7.125939,0.07247161127267765
2168,KOI-115.03,3.43632,0.04456585573946993
2169,Kepler-372 c,20.053763,0.14445650467359328
2170,Kepler-372 d,30.092568,0.18934158891761968
2171,Kepler-372 b,6.849692,0.07058632087406347
2172,KOI-423 b,21.087212,0.162
2173,Kepler-118 c,20.17202,0.14502385445219645
2174,Kepler-118 b,7.518496000000001,0.07510932037047004
2175,KOI-3681.01,217.83176260000002,0.7085230562899981
2176,KOI-3681.02,10.51420148,0.09392705672245898
2177,Kepler-1605 b,85.7565495,0.38058475034539585
2178,Kepler-1134 b,17.13263989,0.13006368108031635
2179,Kepler-382 b,5.262155,0.05920825675266761
2180,Kepler-382 c,12.162701,0.10350465224790734
2181,Kepler-1333 b,109.6471842,0.448337265961486
2182,Kepler-1460 b,29.963324699999998,0.18879906998135937
2183,WASP-118 b,4.0460435,0.054529999999999995
2184,HD 181433 b,9.3743,0.08
2185,HD 181433 c,962.0,1.76
2186,HD 181433 d,2172.0,3.0
2187,Kepler-1250 b,2.60754383,0.03707611851430941
2188,HAT-P-51 b,4.2180278,0.05069
2189,Kepler-1345 b,44.616955700000005,0.24619154836846305
2190,WASP-81 b,2.7164762000000002,0.039080000000000004
2191,WASP-81 c,1297.0,2.426
2192,Kepler-1480 b,22.12679948,0.15424777816611787
2193,HD 164922 b,1155.0,2.11
2194,Kepler-12 b,4.4379637,0.0556
2195,WASP-68 b,5.084298,0.062060000000000004
2196,HD 171238 b,1523.0,2.54
2197,Kepler-863 b,15.59461874,0.122158312465596
2198,Kepler-514 b,5.65179605,0.062096078054802
2199,Kepler-1493 b,15.0217983,0.11914828653405704
2200,Kepler-1157 b,4.45743164,0.05300656294408159
2201,Kepler-220 c,9.034199000000001,0.08489190617553038
2202,Kepler-220 d,28.122396999999996,0.1809845102091021
2203,Kepler-220 e,45.902733000000005,0.2508989705696834
2204,Kepler-220 b,4.159807,0.05061998022894844
2205,Kepler-770 b,18.92540274,0.1389856418645225
2206,Kepler-770 c,1.47532231,0.025362834639928236
2207,Kepler-770 d,4.15244722,0.05056025600593696
2208,Kepler-359 c,57.688019999999995,0.29218882749358316
2209,Kepler-359 b,25.563222,0.16983097829951013
2210,Kepler-359 d,77.095691,0.3545084465204385
2211,Kepler-1107 b,0.57103852,0.013470491854382205
2212,Kepler-264 b,40.806231,0.23196591407617817
2213,Kepler-264 c,140.10126100000002,0.5279197136020272
2214,Kepler-1452 b,42.913751,0.23988559424205663
2216,HAT-P-4 b,3.0565113999999998,0.0446
2217,Kepler-1276 b,12.5720095,0.10581396393205128
2218,Kepler-530 b,39.30941904,0.22625816843012153
2219,HD 215456 b,191.99,0.652
2220,HD 215456 c,2277.0,3.3939999999999997
2221,KELT-8 b,3.2440599999999997,0.04571
2222,Kepler-1311 b,11.1726994,0.09780894919683056
2223,Kepler-1311 c,2.53573424,0.036392258349466154
2224,Kepler-1622 b,10.8118737,0.09569160218531272
2225,WASP-64 b,1.5732899999999999,0.02648
2226,KOI-1612.01,2.46502,0.035712491370886376
2227,HD 13931 b,4218.0,5.15
2228,Kepler-798 b,13.71933369,0.11215755412832042
2229,Kepler-1163 b,6.11786898,0.06546461702331814
2230,HD 104985 b,199.505,0.95
2231,HD 49674 b,4.9437,0.057999999999999996
2232,Kepler-510 b,19.55659418,0.1420589715136382
2233,MOA-2009-BLG-266L b,2780.0,3.2
2234,WASP-29 b,3.9227269999999996,0.0457
2235,CoRoT-9 b,95.2738,0.40700000000000003
2236,HD 86264 b,1475.0,2.86
2237,Kepler-90 h,331.60059,1.01
2238,Kepler-90 g,210.60697000000002,0.71
2239,Kepler-90 f,124.9144,0.48
2240,Kepler-90 e,91.93913,0.42
2241,Kepler-90 d,59.73667,0.32
2242,Kepler-90 c,8.719375,0.08900000000000001
2243,Kepler-90 b,7.008151,0.07400000000000001
2244,Kepler-939 b,14.878295999999999,0.11838826247576857
2245,Kepler-325 b,4.544439,0.05369411670822547
2246,Kepler-325 c,12.762172,0.10687831031370436
2247,Kepler-325 d,38.715185,0.2239721794936897
2248,KELT-11 b,4.736529,0.06229
2249,Kepler-875 b,27.5073799,0.1783361283344517
2250,HD 206610 b,610.0,1.68
2251,XO-6 b,3.7650007000000003,0.0815
2252,Kepler-1586 b,15.6049212,0.1222121084840137
2253,Kepler-1146 b,2.3522658,0.03461498224257196
2254,HD 163607 b,75.229,0.36
2255,HD 163607 c,1314.0,2.42
2256,WASP-114 b,1.5487743,0.02851
2257,KIC 8435766 b,0.35500744,0.009812164491501033
2258,EPIC 203771098 b,20.88508,0.1542
2259,EPIC 203771098 c,42.36342,0.2471
2260,Kepler-524 b,7.97419807,0.07811441706511153
2261,Kepler-524 c,1.88897906,0.029905973629450487
2262,Kepler-913 b,10.29672521,0.09262735556539885
2263,Kepler-984 b,43.034227200000004,0.2403343548131939
2264,Kepler-1206 b,1.21699766,0.022308293297013775
2265,Kepler-930 b,71.4517775,0.33698859923954155
2266,Kepler-527 b,13.28535633,0.10977968705363969
2267,Kepler-775 b,0.97486893,0.01924142961327673
2268,Kepler-1566 b,0.53991524,0.012976480182097051
2269,Gliese 3470 b,3.3366487,0.031
2270,HD 142 A b,349.7,1.02
2271,HD 142 A c,6005.0,6.8
2272,Kepler-933 b,14.20443009,0.11478603628153458
2273,HD 75898 b,418.2,1.19
2274,MOA-2007-BLG-192-L b,195.8421318013568,0.66
2275,55 Cnc b,14.651520000000001,0.11522725
2276,55 Cnc c,44.4175,0.24137600000000003
2277,55 Cnc d,4825.0,5.502999999999999
2278,55 Cnc e,0.7365515,0.015690907
2279,55 Cnc f,262.0,0.7879999999999999
2280,Kepler-1413 b,13.182964199999999,0.10921490157721679
2281,Kepler-1181 b,4.89337519,0.05640862679089004
2282,Kepler-552 b,5.26341577,0.05921771358969101
2283,OGLE-2003-BLG-235L b,4206.738234450475,5.1
2284,Kepler-1399 b,1.63865306,0.02720181352782774
2285,Kepler-179 c,6.40013,0.06746300995476912
2286,Kepler-179 b,2.7359259999999996,0.03828330423170217
2287,omi UMa b,1630.0,3.9
2288,Kepler-275 c,16.088134,0.12472216285838593
2289,Kepler-275 b,10.300682,0.09265108372604676
2290,Kepler-275 d,35.676062,0.21209208275904662
2291,Kepler-1431 b,5.86601526,0.06365540845659681
2292,Kepler-296 c,5.841636599999999,0.0521
2293,Kepler-296 d,19.850291,0.11800000000000001
2294,Kepler-296 b,10.864384,0.079
2295,Kepler-296 f,63.33626999999999,0.255
2296,Kepler-296 e,34.142109999999995,0.16899999999999998
2297,Kepler-20 b,3.6961218999999996,0.04537
2298,Kepler-20 c,10.854092,0.09300000000000001
2299,Kepler-20 d,77.61185,0.3453
2300,Kepler-20 e,6.098493,0.06335
2301,Kepler-20 f,19.57706,0.1378
2302,HAT-P-2 b,5.633472900000001,0.0674
2303,HAT-P-38 b,4.640382,0.0523
2304,Kepler-1252 b,15.0540329,0.11931867559100186
2305,Kepler-748 b,7.40742793,0.0743677781976805
2306,Kepler-341 c,8.01041,0.07835072397965577
2307,Kepler-341 d,27.666313,0.17902239967087125
2308,Kepler-341 b,5.1955279999999995,0.058707417533197186
2309,Kepler-341 e,42.473269,0.23824125914652586
2310,Kepler-547 b,6.01038429,0.0646955899329828
2311,Kepler-14 b,6.7901229999999995,0.07017648495388405
2312,Kepler-803 b,50.28638192,0.2666286271783658
2313,WASP-113 b,4.542168745380001,0.05885
2314,Kepler-307 b,10.415999999999999,0.09334129696993518
2315,Kepler-307 c,13.084000000000001,0.10866763296905807
2316,KOI-1576.03,23.340320000000002,0.152
2318,HATS-14 b,2.766764,0.03815
2319,HATS-15 b,1.74748753,0.02712
2320,Kepler-1025 b,37.3229493,0.21856996706690807
2321,NGC 2423 3 b,714.3,2.1
2322,HAT-P-49 b,3.348122892617518,0.0438
2323,Kepler-407 b,0.6693100000000001,0.014974697546351353
2324,Kepler-407 c,3000.0,4.070871121611445
2325,Kepler-93 b,4.72673978,0.053
2328,Kepler-1461 b,29.349477500000003,0.18621161481174517
2329,Kepler-161 b,4.921355,0.05662344816513959
2330,Kepler-161 c,7.06424,0.07205268136583626
2331,Kepler-1127 b,5.12330347,0.058162076658580426
2332,Kepler-731 b,3.85560355,0.04812101338093349
2334,Kepler-1568 b,20.925392000000002,0.14861258390047397
2335,WASP-38 b,6.87188,0.0758
2336,Kepler-1601 b,2.20921951,0.033197019752413445
2337,Kepler-1160 b,7.97034958,0.07808928210387395
2338,EPIC 203826436 b,4.44117,0.0511
2339,EPIC 203826436 c,6.4290400000000005,0.0654
2340,EPIC 203826436 d,14.09189,0.1103
2341,KOI-370.02,22.95102,0.17800000000000002
2342,KOI-370.01,42.882540000000006,0.26899999999999996
2343,Kepler-269 b,5.326718,0.05969156800691619
2344,Kepler-269 c,8.127899000000001,0.07911497875307863
2345,OGLE-2015-BLG-0051L b,227.81090786233764,0.73
2346,Kepler-1576 b,6.98471973,0.07151094322804245
2347,Kepler-308 b,9.694927999999999,0.08898215286357351
2348,Kepler-308 c,15.38231,0.12104705372922557
2349,Kepler-335 b,6.5623309999999995,0.06859807652640547
2350,Kepler-335 c,67.84446899999999,0.32554883740261664
2351,Kepler-825 b,3.77360059,0.047436263302972265
2352,Kepler-825 c,8.1818246,0.07946452533553056
2353,WASP-112 b,3.0353992,0.0382
2354,Kepler-354 b,5.47666,0.06080655096431418
2355,Kepler-354 d,24.209842000000002,0.16378262233305535
2356,Kepler-354 c,16.934402,0.12905844468511649
2357,Kepler-1165 b,9.478522,0.0876530296880899
2358,Kepler-809 b,55.639340000000004,0.28522953685037944
2359,HU Aqr (AB) b,2496.9266653896666,3.602
2360,HU Aqr (AB) c,6132.647466446043,6.557
2361,HU Aqr (AB) d,16897.325392540613,12.887
2362,Kepler-1216 b,4.37034536,0.052313890875373054
2363,Kepler-53 b,18.649113,0.13762963895040187
2364,Kepler-53 d,9.751961999999999,0.0893307918726635
2365,Kepler-53 c,38.558585,0.22336780455696542
2366,Kepler-1158 b,13.5396293,0.11117599703800966
2367,Kepler-375 c,19.986326000000002,0.1441324696814486
2368,Kepler-375 b,12.125933999999999,0.10329595543232416
2369,HATS-27 b,4.6370379999999995,0.0611
2370,HATS-1 b,3.4464589999999995,0.0444
2371,Kepler-1169 b,6.11009134,0.06540912186434672
2372,Kepler-943 b,49.7701438,0.26480069093562275
2373,WASP-142 b,2.052868,0.0347
2374,Kepler-1275 b,3.65691115,0.04645325201496887
2375,HD 77338 b,5.7361,0.0611
2376,HD 126614 A b,1244.0,2.35
2377,Kepler-437 b,66.65061999999999,0.28800000000000003
2378,Kepler-287 c,44.851896,0.2470550418088985
2379,Kepler-287 b,20.342199,0.14583836360250643
2380,14 Her b,1766.0,2.864
2381,14 Her c,9886.0,9.037
2382,Kepler-1154 b,5.1856142,0.05863271240895857
2383,Kepler-1154 c,8.45808312,0.08124334873623983
2384,WASP-78 b,2.17517656,0.0415
2385,Kepler-1084 b,2.05333679,0.031616464923267584
2386,tau Gem b,305.5,1.17
2387,CoRoT-25 b,4.86069,0.0578
2388,HATS-2 b,1.354133,0.023
2389,Kepler-1352 b,1.87788275,0.029788742156750952
2390,Pr0201 b,4.4264,0.05276026340216085
2391,24 Sex b,452.8,1.3330000000000002
2392,24 Sex c,883.0,2.08
2393,Kepler-1564 b,18.054038100000003,0.13468609248748417
2394,HD 5319 b,641.0,1.6697
2395,HD 5319 c,886.0,2.0709999999999997
2396,Kepler-1587 b,9.4060467,0.08720564608609921
2397,HD 93083 b,143.58,0.47700000000000004
2398,HAT-P-30 b,2.810595,0.0419
2399,Kepler-779 b,7.09714223,0.07227623524779554
2400,Kepler-129 b,15.79186,0.13
2401,Kepler-129 c,82.20017,0.392
2402,Kepler-817 b,3.99010623,0.04923373938351318
2403,Kepler-293 b,19.254196,0.14059075911415098
2404,Kepler-293 c,54.15574300000001,0.28013639099788445
2405,Kepler-82 b,26.443794,0.1737090161169602
2406,Kepler-82 c,51.531855,0.2710131522495125
2407,Kepler-82 e,5.902206,0.06391695726691175
2408,Kepler-82 d,2.382961,0.034915463102893673
2409,Kepler-616 b,9.99761851,0.09082475273312314
2410,Kepler-616 c,90.4113556,0.3942349934566607
2411,Kepler-1080 b,77.2548396,0.35499615323811523
2412,Kepler-1123 b,4.33946454,0.052067166764425354
2413,Kepler-1348 b,27.572274199999995,0.17861650042840485
2414,Kepler-1153 b,1.75583533,0.02848365427948256
2415,WASP-66 b,4.086052,0.0546
2416,Kepler-477 b,11.11990653,0.0975005969649647
2417,Kepler-191 c,17.738506,0.1331122046418995
2418,Kepler-191 b,9.939632000000001,0.09047322137054606
2419,Kepler-191 d,5.94504102,0.06422583421894662
2420,Kepler-1258 b,0.98494017,0.019373722896492678
2421,Kepler-829 b,6.88337562,0.0708175389003751
2422,Kepler-820 b,127.8338098,0.4966346366121222
2423,HD 7924 b,5.39792,0.056639999999999996
2424,HD 7924 c,15.299000000000001,0.1134
2425,HD 7924 d,24.451,0.1551
2426,Kepler-887 b,20.42228798,0.1462208982846415
2427,Kepler-887 c,7.63846023,0.07590616755721458
2428,Kepler-1100 b,6.42200058,0.06761661267918574
2429,Kepler-378 b,16.092361,0.12474400825487357
2430,Kepler-378 c,28.906009,0.18433109627041078
2431,91 Aquarii A b,181.4,0.7
2432,Kepler-715 b,10.00652995,0.09087871619388162
2433,HAT-P-54 b,3.0511357117904714,0.04117
2434,Kepler-1384 b,15.36262753,0.12094377433955733
2435,Kepler-799 b,133.46052350000002,0.5111029641066097
2436,Kepler-1137 b,23.921079100000004,0.1624776746976953
2437,Kepler-645 b,3.27582262,0.04316715584449215
2438,HAT-P-57 b,2.4652950000000002,0.0406
2439,Kepler-329 c,18.684737,0.1378048522392995
2440,Kepler-329 b,7.416397,0.0744277968062234
2441,CoRoT-4 b,9.20205,0.09
2442,Kepler-758 b,12.1097104,0.10320379999232229
2443,Kepler-758 c,4.75793986,0.055362940539792835
2444,Kepler-758 d,20.4966197,0.14657548696518438
2445,Kepler-758 e,8.1934719,0.07953992234903488
2446,Kepler-1375 b,3.3004192000000003,0.04338296730655602
2447,HD 82943 b,442.4,1.1866
2448,HD 82943 c,219.3,0.7423
2449,Kepler-1109 b,37.6467384,0.2198322581486849
2450,Kepler-585 b,2.75235975,0.038436454107569525
2451,HD 143361 b,1057.0,2.0
2452,Kepler-1603 b,2.27163926,0.033819415245551154
2453,Qatar-3 b,2.5079203999999997,0.03783
2454,Kepler-290 c,36.770309999999995,0.21640703649709236
2455,Kepler-290 b,14.589347,0.11685045814758725
2456,CoRoT-27 b,3.5753199999999996,0.0476
2457,Kepler-1373 b,1.29123275,0.023206494311145638
2458,KOI-12 b,17.8552332,0.151
2459,Kepler-222 b,3.936981,0.048795757333312206
2460,Kepler-222 d,28.081912,0.18081077165116227
2461,Kepler-222 c,10.08881,0.09137621100666733
2462,Kepler-741 b,7.03902374,0.07188111473460111
2463,Kepler-1535 b,138.9442,0.5250090607516922
2464,Kepler-545 b,13.24934059,0.1095811935575848
2465,Kepler-1292 b,3.27646405,0.043172790623590446
2466,HIP 12961 b,57.435,0.13
2467,Kepler-1315 b,0.84338011,0.017469832994117206
2468,HAT-P-25 b,3.652836,0.0466
2469,HD 130322 b,10.72,0.08800000000000001
2470,OGLE-TR-182 b,3.9791,0.051
2471,Kepler-693 b,15.37563332,0.12101202427353434
2472,Kepler-1465 b,31.827711100000002,0.19655169277467666
2473,Kepler-1523 b,0.93875077,0.01876319193296346
2474,Kepler-932 b,1.9214374,0.030247582978477235
2475,Kepler-106 c,13.5708,0.1113465632702121
2476,Kepler-106 e,43.8445,0.24334173382977348
2477,Kepler-106 b,6.16486,0.06579940946360517
2478,Kepler-106 d,23.9802,0.1627452733808798
2479,Kepler-570 b,4.301662,0.051764342922255326
2480,KOI-1194 b,4.176,0.0446
2481,KOI-1194 c,8.708,0.0727
2482,KOI-1194.02,14.8622932,0.1038
2483,Kepler-531 b,29.88485741,0.18846931073813483
2484,2M 2140+16 b,7340.0,3.53
2485,Kepler-644 b,3.1739171,0.04226720884272493
2486,Kepler-1232 b,26.783918300000003,0.17519535656807214
2487,HD 212771 b,373.3,1.22
2488,Kepler-953 b,88.4075,0.19757
2489,Kepler-953 c,9.10967112,0.08536404428099846
2490,TrES-5 b,1.4822446000000002,0.02446
2491,WASP-39 b,4.0552589999999995,0.0486
2492,Kepler-972 b,7.03932553,0.0718831692663477
2493,Kepler-853 b,7.16892463,0.0727627648773181
2494,HD 4208 b,829.0,1.7
2495,Kepler-1281 b,3.11602791,0.04175169162908541
2496,Kepler-433 b,5.33408384,0.059000000000000004
2497,Kepler-1272 b,51.130970399999995,0.2696057851873846
2498,WASP-130 b,11.550980000000001,0.1012
2499,Kepler-983 b,60.08550820000001,0.30022925559295643
2500,Kepler-862 b,3.14866453,0.04204271735837299
2501,Kepler-670 b,2.81650485,0.03903134518953257
2502,Kepler-1439 b,8.07392849,0.07876436619491196
2503,Kepler-874 b,40.0686727,0.22916229055718715
2504,KOI-2939 b,1107.5923,2.7205
2505,HD 79498 b,1966.0,3.13
2506,HD 90156 b,49.77,0.25
2507,Kepler-886 b,6.24146367,0.06634336285717243
2508,Kepler-1019 b,1.41122985,0.024622851899198345
2509,WASP-73 b,4.087219999999999,0.05512
2510,Kepler-157 c,13.5405,0.11118076328879349
2511,Kepler-157 b,1.7323419999999998,0.02822900735045988
2512,Kepler-157 d,7.02573474,0.07179061648895245
2513,Kepler-57 b,5.729319599999999,0.06266262006892408
2514,Kepler-57 c,11.6092567,0.10034046895841653
2515,Kepler-1592 b,3.05710069,0.041223640835821876
2516,Kepler-1168 b,55.8226539,0.28585568697495617
2517,Kepler-115 c,8.990889,0.08462037408621106
2518,Kepler-115 b,2.403679,0.03511754625120933
2519,Kepler-1404 b,15.9314739,0.12391117860301241
2520,HD 20003 b,11.849,0.0974
2521,HD 20003 c,33.823,0.1961
2522,Kepler-465 b,9.94067247,0.09047953502014572
2523,HD 131496 b,883.0,2.09
2524,Kepler-41 b,1.8555582,0.031010000000000003
2525,HD 100777 b,383.7,1.03
2526,Kepler-69 b,13.722341,0.094
2527,Kepler-69 c,242.4613,0.64
2528,Kepler-688 b,3.89593684,0.04845602543857761
2529,Kepler-1363 b,2.94194094,0.040181778030078434
2530,WASP-58 b,5.017180000000001,0.0561
2531,Kepler-1636 b,425.47785,1.107110970528554
2532,HD 154345 b,3538.0,4.3
2533,Kepler-778 b,3.75574426,0.04728650235586197
2534,Kepler-280 b,2.1395419999999996,0.03249528830254775
2535,Kepler-280 c,4.807091000000001,0.05574356577287761
2536,Kepler-1453 b,47.1611696,0.2554639139259376
2537,HD 96127 b,647.3,1.4
2538,Kepler-490 b,3.26869515,0.04310451828779739
2539,Kepler-912 b,2.53475627,0.03638290068507045
2540,HD 75784 b,341.7,1.073
2541,Kepler-467 b,24.99324193,0.16729703562391546
2543,WASP-20 b,4.8996285,0.06002999999999999
2544,Kepler-1542 b,3.95116882,0.04891291821922382
2545,Kepler-1542 c,2.89223021,0.03972785242858968
2546,Kepler-1542 d,5.99273738,0.0645688940233488
2547,Kepler-1542 e,5.10115756,0.05799434869918281
2548,Kepler-751 b,17.44490636,0.13163931447567967
2549,51 Peg b,4.231,0.052000000000000005
2550,Kepler-610 b,6.99692655,0.07159423620504013
2551,Kepler-610 c,151.86392,0.5570697647762961
2552,Upsilon Andromedae A b,4.61716,0.059408
2553,Upsilon Andromedae A c,241.02,0.8315799999999999
2554,Upsilon Andromedae A d,1282.57,2.5335389999999998
2555,Upsilon Andromedae A e,3848.86,5.2456
2556,OGLE-TR-113 b,1.43247506,0.02288
2557,HD 187085 b,986.0,2.05
2558,Kepler-288 c,19.305772,0.14084171309135038
2559,Kepler-288 b,6.097326,0.06531798730862226
2560,Kepler-288 d,56.633742000000005,0.2886179619312386
2561,Kepler-502 b,4.28686431,0.05164556208192831
2562,Kepler-289 b,34.545,0.21
2563,PH3 c,66.0634,0.33
2564,Kepler-289 c,125.8518,0.51
2565,Kepler-1309 b,28.8432647,0.18406425639407137
2566,TRAPPIST-1 b,1.51087081,0.01111
2567,TRAPPIST-1 c,2.4218233,0.01521
2568,TRAPPIST-1 d,4.0496099999999995,0.02144
2569,TRAPPIST-1 e,6.099615,0.02817
2570,TRAPPIST-1 f,9.20669,0.0371
2571,TRAPPIST-1 g,12.35294,0.0451
2572,TRAPPIST-1 h,20.0,0.063
2573,Kepler-749 b,17.31716585,0.13099590747186404
2574,Kepler-807 b,117.93108781,0.4706434872257188
2575,EPIC 220504338,5.817712,0.0575
2576,Kepler-1291 b,8.63043276,0.08234329329094434
2577,Kepler-675 b,2.33743801,0.03446936251983328
2578,HD 231701 b,141.6,0.53
2579,Kepler-555 b,16.21775407,0.12539118033763963
2580,Kepler-358 c,83.48836899999999,0.37384407462786917
2581,Kepler-358 b,34.060466999999996,0.20563967828333307
2582,HD 96063 b,361.1,0.99
2583,Kepler-1279 b,23.477410100000004,0.1604624089340228
2584,Kepler-505 b,27.52197994,0.17839922617323284
2585,Kepler-330 c,15.955387,0.12403514117128371
2586,Kepler-330 b,8.259780000000001,0.07996847920483523
2587,Kepler-963 b,9.97683705,0.0906988477178679
2588,Kepler-1121 b,13.15141081,0.10904056159819735
2589,Kepler-255 c,9.946047,0.09051214456228397
2590,Kepler-255 b,5.714606,0.06255529053429583
2591,Kepler-255 d,1.04562266,0.020161515523112114
2592,HAT-P-32 b,2.150009,0.0344
2593,Kepler-1357 b,3.0091324,0.04079128452064113
2594,Kepler-917 b,2.97041437,0.04044062650713783
2595,Gliese 328 b,4100.0,4.5
2596,Kepler-740 b,3.58410122,0.04583459108099609
2597,Kepler-1469 b,21.863530100000002,0.15302182366052536
2598,YBP1194 b,6.957999999999999,0.07132845216231963
2599,Kepler-384 b,22.597053,0.15642556047817371
2600,Kepler-384 c,45.348269,0.2488744575041934
2601,Kepler-1266 b,28.474747999999998,0.18249309770487526
2602,Kepler-940 b,59.6225257,0.29868501174204726
2603,Kepler-1336 b,23.198681,0.159189851995777
2604,Kepler-1336 c,5.77721211,0.06301134146883701
2605,HD 147873 b,116.596,0.522
2606,HD 147873 c,491.54,1.36
2607,Kepler-1353 b,24.7543966,0.16622949290661643
2608,Kepler-1437 b,10.9295461,0.09638466326284259
2609,HAT-P-1 b,4.4652934,0.05535
