,PlanetIdentifier,RightAscension,DeclinationAccurate,AngleBtwEarthExoplanetInDeg
808,Kepler-1129 c,69985.0,41.309444444444445,142.0952427288292
809,BD-10 3166 b,39508.7798,-9.229614999999999,70.52015241952618
810,omi CrB b,55208.55879,29.616208,103.71039531220863
811,Kepler-390 b,69990.0,41.208333333333336,150.58956456297116
812,Kepler-390 c,69990.0,41.208333333333336,150.58956456297116
813,TAP 26 b,15532.0,17.388055555555557,116.61949133562536
814,1RXS1609 b,58170.0,-20.91722222222222,102.16301304265657
815,Kepler-1531 b,68435.0,39.37083333333334,61.75306917834973
816,Kepler-1186 b,69235.0,47.10166666666667,89.46587149251354
817,HD 984 b,850.0,-6.199166666666667,27.968422394775686
818,Kepler-1382 b,70891.0,39.04805555555556,72.07560425377353
819,Kepler-724 b,70429.0,44.79277777777778,66.00463409798112
820,HD 219134 b,83596.97632,57.16835619444444,120.5350153930884
821,HD 219134 c,83596.97632,57.16835619444444,120.5350153930884
822,HD 219134 d,83596.97632,57.16835619444444,120.5350153930884
823,HD 219134 e,83596.97632,57.16835619444444,120.5350153930884
824,HD 219134 f,83596.97632,57.16835619444444,120.5350153930884
825,HD 219134 g,83596.97632,57.16835619444444,120.5350153930884
826,KOI-523.02,68651.0,45.05305555555555,60.68385936371967
827,KOI-523.01,68651.0,45.05305555555555,60.68385936371967
828,Kepler-1270 b,68812.0,48.64527777777778,110.56057430696139
829,61 Vir b,47904.31427,-17.68880425,52.856129256889034
830,61 Vir c,47904.31427,-17.68880425,52.856129256889034
831,61 Vir d,47904.31427,-17.68880425,52.856129256889034
832,Kepler-1274 b,68302.0,46.44972222222222,73.58478913930357
833,Kepler-1415 b,68438.0,47.873333333333335,145.12846838748342
834,CoRoT-13 b,24653.0,-4.913611111111112,71.14903097800624
835,Kepler-960 b,67550.0,46.74638888888889,24.585498001298966
836,Kepler-352 c,71975.0,46.051944444444445,82.99458468550046
837,Kepler-352 b,71975.0,46.051944444444445,82.99458468550046
838,HD 205739 b,77888.0,-30.2625,46.94043990639769
839,HD 137388 b,56140.0,-79.79527777777777,54.12749584210113
840,Kepler-976 b,69569.0,46.72972222222222,124.02226276684023
841,HD 102195 b,42342.0,2.8213888888888885,32.59975860220441
842,Kepler-1383 b,71507.0,42.19194444444444,105.38824885589389
843,Kepler-201 b,70470.0,41.272777777777776,82.833411867619
844,Kepler-201 c,70470.0,41.272777777777776,82.833411867619
845,NN Ser (AB) c,57176.0,12.913055555555555,137.0289905287324
846,NN Ser (AB) d,57176.0,12.913055555555555,137.0289905287324
847,Kepler-393 b,69838.0,45.19194444444444,72.12800104240225
848,Kepler-393 c,69838.0,45.19194444444444,72.12800104240225
849,Kepler-1000 b,68805.0,47.098333333333336,68.53067088047118
850,Kepler-1369 b,68591.0,40.93611111111111,90.78666885398302
851,Kepler-911 b,71661.0,40.75055555555556,123.20469606103569
852,Kepler-535 b,71176.0,49.69638888888888,125.893400346525
853,Kepler-1007 b,71018.0,45.80916666666666,52.39920323010939
854,6 Lyn b,23447.10797,58.16263358333333,65.0950114770357
855,EPIC 211969807 b,31113.0,19.773888888888887,102.01727661170204
856,Kepler-368 b,70051.0,45.38777777777778,73.92004098375685
857,Kepler-368 c,70051.0,45.38777777777778,73.92004098375685
858,Kepler-452 b,71040.0,44.277499999999996,10.359178863990193
859,Kepler-238 e,69095.0,40.63777777777778,15.830198219737749
860,Kepler-238 d,69095.0,40.63777777777778,15.830198219737749
861,Kepler-238 c,69095.0,40.63777777777778,15.830198219737749
862,Kepler-238 b,69095.0,40.63777777777778,15.830198219737749
863,Kepler-238 f,69095.0,40.63777777777778,15.830198219737749
864,Kepler-835 b,68058.0,45.734722222222224,57.73716534579751
865,HD 217786 b,82988.205,0.4296277777777778,111.57327568553083
866,Kepler-533 b,70485.0,48.82527777777778,115.51132774967697
867,Kepler-1053 b,69940.0,39.1275,59.093677252851755
868,KIC 10525077 b,68970.737,47.77118888888889,88.36265087601367
869,KOI-5800.01,68970.737,47.77118888888889,88.36265087601367
870,Kepler-1583 b,68733.0,47.016666666666666,120.96198259346535
871,Kepler-539 b,71789.0,41.86666666666667,112.98918312839066
872,Kepler-539 c,71789.0,41.86666666666667,112.98918312839066
873,HD 23079 b,13183.0,-51.08416666666667,95.94712933633333
874,WASP-94 A b,75308.0,-33.864444444444445,92.35750535485055
875,WASP-94 B b,75308.0,-33.864444444444445,92.35750535485055
876,Kepler-366 b,71244.0,49.08416666666667,135.38831519279958
877,Kepler-366 c,71244.0,49.08416666666667,135.38831519279958
878,WASP-97 b,5905.0,-54.22805555555556,25.72512853587446
879,POTS-1 b,48866.13,-65.41888333333334,160.03659001099467
880,Kepler-871 b,70687.0,43.36805555555556,79.16630627405344
881,Kepler-32 b,71482.0,46.57416666666667,41.783156573173756
882,Kepler-32 c,71482.0,46.57416666666667,41.783156573173756
883,Kepler-32 d,71482.0,46.57416666666667,41.783156573173756
884,Kepler-32 e,71482.0,46.57416666666667,41.783156573173756
885,Kepler-32 f,71482.0,46.57416666666667,41.783156573173756
886,KOI-1873.02,70994.0,40.00833333333333,62.04518123783871
887,KOI-1873.01,70994.0,40.00833333333333,62.04518123783871
888,WASP-22 b,12676.0,-22.18027777777778,129.67144840653336
889,Kepler-1381 b,69009.0,48.72777777777778,112.72880874110551
890,HD 41004 A b,21590.0,-47.76027777777778,92.88987726406154
891,Kepler-1092 b,71454.0,47.11277777777778,141.85372685506906
892,Kepler-1350 b,69180.0,46.67972222222222,131.42744903300724
893,Kepler-1350 c,69180.0,46.67972222222222,131.42744903300724
894,HATS-30 b,1348.0,-58.9425,118.82963596540193
895,HD 62509 b,27918.0,28.02611111111111,137.9590888286886
896,Kepler-1532 b,71257.0,41.198055555555555,48.58676948223955
897,Kepler-430 b,70274.07,49.57944444444445,74.88000214619923
898,Kepler-430 c,70274.07,49.57944444444445,74.88000214619923
899,Kepler-975 b,69732.0,38.49527777777778,48.82944314082963
900,Kepler-292 f,70983.0,42.424166666666665,112.41305111738804
901,Kepler-292 d,70983.0,42.424166666666665,112.41305111738804
902,Kepler-292 e,70983.0,42.424166666666665,112.41305111738804
903,Kepler-292 c,70983.0,42.424166666666665,112.41305111738804
904,Kepler-292 b,70983.0,42.424166666666665,112.41305111738804
905,Kepler-374 c,70593.0,42.37027777777778,114.84239099797243
906,Kepler-374 d,70593.0,42.37027777777778,114.84239099797243
907,Kepler-374 b,70593.0,42.37027777777778,114.84239099797243
908,Kepler-1122 b,69187.0,46.340833333333336,102.95831585786908
909,JS 183 b,31047.0,18.976666666666667,25.84451382458742
910,Kepler-995 b,68308.0,39.13111111111111,65.30485142764158
911,Kepler-872 b,70900.0,43.605555555555554,100.52412097909857
912,WASP-41 b,45748.497,-29.360125,70.80720451494523
913,WASP-41 c,45748.497,-29.360125,70.80720451494523
914,HD 20794 b,11995.0,-42.49722222222222,67.86942328494183
915,HD 20794 c,11995.0,-42.49722222222222,67.86942328494183
916,HD 20794 d,11995.0,-42.49722222222222,67.86942328494183
917,HD 162020 b,64238.0,-39.681666666666665,90.44186750095442
918,HD 31253 b,17683.65327,12.35219813888889,49.496534706069276
919,Kepler-1317 b,69987.0,42.115833333333335,97.46131601104902
920,Kepler-910 b,71051.0,42.74305555555556,108.88897573004652
921,HD 43197 b,22416.0,-28.102777777777778,85.83608080955793
922,Kepler-1455 b,70580.0,50.50277777777778,63.99230215623443
923,Kepler-772 b,69942.0,38.21666666666667,85.30570864741158
924,2MASS J0219-3925 B,8362.1,-38.577083333333334,151.76712811202603
925,Kepler-1190 b,68399.9,49.480000000000004,86.01125562945072
926,EPIC 201384232 b,42766.142,-0.8015222222222222,76.41168747510513
927,Kepler-59 b,68889.0,46.64,58.76007627122278
928,Kepler-59 c,68889.0,46.64,58.76007627122278
929,Kepler-828 b,68853.0,42.47138888888889,109.82268491171489
930,Kepler-881 b,69358.0,46.670833333333334,56.520887626767184
931,Kepler-1247 b,70688.0,46.61833333333333,127.9218505843947
932,Kepler-342 b,70242.0,46.72666666666667,133.65750522505743
933,Kepler-342 d,70242.0,46.72666666666667,133.65750522505743
934,Kepler-342 c,70242.0,46.72666666666667,133.65750522505743
935,Kepler-342 e,70242.0,46.72666666666667,133.65750522505743
936,HD 171028 b,66735.0,6.945833333333334,44.56153147065406
937,Kepler-479 b,69845.0,37.76972222222222,60.54110683620007
938,Kepler-1372 b,69333.0,44.839444444444446,92.7635303243796
939,Kepler-1552 b,70002.0,38.875,58.90912396457939
940,HAT-P-33 b,27164.0,33.835,112.6791324754127
941,Kepler-627 b,70105.0,39.76777777777777,75.63052331370594
942,Kepler-121 b,68678.0,39.67777777777778,86.22126829294172
943,Kepler-121 c,68678.0,39.67777777777778,86.22126829294172
944,Kepler-1083 b,67959.0,45.19833333333333,77.82382698494693
945,GJ 1132 b,36891.846,-46.843202777777776,119.98070245285379
946,Kepler-651 b,68960.0,46.203611111111115,103.9612047710352
947,Kepler-258 b,70576.0,46.57916666666667,98.41707942338819
948,Kepler-258 c,70576.0,46.57916666666667,98.41707942338819
949,WASP-57 b,53716.0,-1.9425,121.06877862499753
950,Kepler-541 b,70596.0,38.458333333333336,98.88175047309834
951,Kepler-937 b,70601.0,46.71472222222223,108.40733980554815
952,Kepler-937 c,70601.0,46.71472222222223,108.40733980554815
953,WASP-52 b,83639.0,8.761388888888888,84.5150837991964
954,Kepler-615 b,67788.0,46.32138888888889,26.70365581785489
955,Kepler-1450 b,70693.0,45.081388888888895,61.754635697112775
956,Kepler-766 b,70364.0,37.969722222222224,135.26040257609515
957,Kepler-343 b,70070.0,42.43277777777777,113.85523841487584
958,Kepler-343 c,70070.0,42.43277777777777,113.85523841487584
959,HD 1605 b,1231.51872,30.97480411111111,127.9178354568503
960,HD 1605 c,1231.51872,30.97480411111111,127.9178354568503
961,HATS-16 b,86054.04,-29.987,73.98745138025244
962,HD 40307 b,21244.0,-59.97666666666667,82.04112186025755
963,HD 40307 c,21244.0,-59.97666666666667,82.04112186025755
964,HD 40307 d,21244.0,-59.97666666666667,82.04112186025755
965,HD 40307 e,21244.0,-59.97666666666667,82.04112186025755
966,HD 40307 f,21244.0,-59.97666666666667,82.04112186025755
967,HD 40307 g,21244.0,-59.97666666666667,82.04112186025755
968,HD 45184 b,23084.0,-27.220000000000002,87.59051720825404
969,CFBDSIR2149,78587.0,-3.947777777777778,91.96303522074909
970,HD 11506 b,6770.535,-18.493025,73.11970204998791
971,HD 11506 c,6770.535,-18.493025,73.11970204998791
972,OGLE-2012-BLG-0358L b,63767.0,-23.738888888888887,77.01463009185254
973,Kepler-1528 b,68977.0,46.573888888888895,59.78227700999722
974,Kepler-1580 b,68632.0,41.36361111111111,110.0400713621924
975,HATS-19 b,35378.0,-32.21861111111111,104.24648257306826
976,Kepler-1287 b,69392.0,47.06305555555555,84.40537699448335
977,WASP-141 b,17238.0,-16.115277777777777,104.47136252703892
978,Kepler-588 b,68222.0,47.68888888888888,56.1920346913758
979,PH-2 b,69543.0,51.9626,67.97091435722348
980,Kepler-1288 b,68571.0,41.60583333333334,150.49329489632044
981,Kepler-511 b,67907.0,47.575,61.72427370837362
982,Kepler-197 c,70854.335,50.55898611111111,139.12308157158478
983,Kepler-197 d,70854.335,50.55898611111111,139.12308157158478
984,Kepler-197 b,70854.335,50.55898611111111,139.12308157158478
985,Kepler-197 e,70854.335,50.55898611111111,139.12308157158478
986,Kepler-607 b,69854.0,44.6325,80.76939990061331
987,Kepler-633 b,70852.0,40.592222222222226,127.82490375140604
988,Kepler-1637 b,67737.0,48.15416666666667,95.3681097406824
989,Kepler-765 b,67964.0,47.15555555555555,27.942188528625184
990,CoRoT-6 b,67458.0,6.663333333333334,22.783326943659734
991,HD 221287 b,84680.0,-57.790277777777774,97.64601085008455
992,HATS-25 b,49897.87,-22.218833333333333,115.96144982238383
993,Kepler-1192 b,67714.0,43.89666666666667,116.64334217437579
994,tau Boo A b,49635.7434,17.45690422222222,122.29576263864776
995,WASP-53 b,61045.72503020154,27.172139354380402,48.39537607079502
996,Kepler-1075 b,69000.0,47.469166666666666,68.33356941526394
997,HIP 13044 b,10057.0,-35.8925,65.15930900184962
998,HD 45652 b,23353.0,10.93388888888889,110.197374666653
999,OGLE235-MOA53 b,65116.0,-27.105,119.47985498869198
1000,Kepler-301 b,68155.0,49.23277777777778,91.76078557718776
1001,Kepler-301 d,68155.0,49.23277777777778,91.76078557718776
1002,Kepler-301 c,68155.0,49.23277777777778,91.76078557718776
1003,HD 107148 b,44353.0,-2.680277777777778,73.65761012331048
1004,Kepler-185 c,67792.0,43.88972222222222,42.34554526957117
1005,Kepler-185 b,67792.0,43.88972222222222,42.34554526957117
1006,HD 22781 b,13250.0,31.82638888888889,131.36160083031953
1007,Kepler-694 b,69876.0,40.42055555555555,86.32015597569941
1008,Kepler-140 b,68968.0,46.768055555555556,80.40697080408376
1009,Kepler-140 c,68968.0,46.768055555555556,80.40697080408376
1010,Kepler-680 b,69989.0,50.61833333333333,81.35060765154998
1011,Kepler-1238 b,71497.0,40.16277777777778,77.96859165088205
1012,Kepler-67 b,70597.0,46.16638888888889,32.15843639523972
1013,Kepler-50 b,69144.0,50.03361111111111,100.63073039949487
1014,Kepler-50 c,69144.0,50.03361111111111,100.63073039949487
1015,HD 1502 b,1157.0,14.054722222222223,65.51969650279392
1016,HD 175541 b,68141.0,4.2652777777777775,95.14875053447967
1017,OGLE-2013-BLG-0341L B b,64327.0,-28.15388888888889,51.063461199339734
1018,42 Dra b,66359.13734,65.56348022222222,131.1276720685033
1019,Kepler-1367 b,69220.0,47.87861111111111,80.4150610521072
1020,HD 99109 b,41057.0,-0.47111111111111104,57.63661383233467
1021,Kepler-636 b,70462.0,41.09527777777778,165.9024984435827
1022,HD 136352 b,55308.0,-47.6825,92.15815936383197
1023,HD 136352 c,55308.0,-47.6825,92.15815936383197
1024,HD 136352 d,55308.0,-47.6825,92.15815936383197
1025,Kepler-1376 b,68870.0,42.54138888888889,117.00219694569384
1026,HD 86226 b,35790.0,-23.900555555555556,60.81295176821675
1027,Kepler-1234 b,69005.0,51.37583333333333,52.87364576148193
1028,GJ 3138 b,7751.0,-15.339722222222221,92.73858655925655
1029,GJ 3138 c,7751.0,-15.339722222222221,92.73858655925655
1030,GJ 3138 d,7751.0,-15.339722222222221,92.73858655925655
1031,HD 125595 b,51683.0,-39.60611111111111,110.30312423359761
1032,Kepler-492 b,70919.0,42.53777777777778,112.1546420574508
1033,Kepler-424 b,71669.0,48.577222222222225,117.51806022722464
1034,Kepler-424 c,71669.0,48.577222222222225,117.51806022722464
1035,Kepler-867 b,68948.0,51.25,38.37141189300365
1036,Kepler-236 c,68127.0,39.89805555555556,39.92442362935153
1037,Kepler-236 b,68127.0,39.89805555555556,39.92442362935153
1038,Kepler-814 b,68379.0,48.431666666666665,98.08528048641804
1039,Kepler-231 c,70553.0,50.531666666666666,141.22412942151638
1040,Kepler-231 b,70553.0,50.531666666666666,141.22412942151638
1041,Kepler-718 b,71895.0,43.50361111111111,61.73912735371637
1042,Oph 11 B,58945.0,-23.91277777777778,47.79337611364583
1043,CoRoT-14 b,24822.0,-4.463888888888889,71.79619732075238
1044,Kepler-497 b,69784.0,38.92805555555555,54.09435441972269
1045,Kepler-332 b,68799.0,47.41361111111111,63.72869994765797
1046,Kepler-332 c,68799.0,47.41361111111111,63.72869994765797
1047,Kepler-332 d,68799.0,47.41361111111111,63.72869994765797
1048,HD 39392 b,21199.0,22.072222222222223,40.27385789912499
1049,Kepler-788 b,69600.0,38.54,51.2591326490751
1050,WASP-75 b,82173.0,-9.324444444444445,140.16074819828825
1051,HD 221585 b,84774.0,63.15555555555555,47.58075190278562
1052,Gliese 163 b,14955.6635,-52.62685972222222,149.19247063012023
1053,Gliese 163 c,14955.6635,-52.62685972222222,149.19247063012023
1054,Gliese 163 d,14955.6635,-52.62685972222222,149.19247063012023
1055,Kepler-291 b,69099.0,42.43722222222222,111.9387220859374
1056,Kepler-291 c,69099.0,42.43722222222222,111.9387220859374
1057,Kepler-898 b,68780.0,46.87083333333334,56.72633198817424
1058,KELT-15 b,28179.601,-51.87956944444444,110.9300184509965
1059,Kepler-100 c,69932.0,41.99,101.52459003677897
1060,Kepler-100 b,69932.0,41.99,101.52459003677897
1061,Kepler-100 d,69932.0,41.99,101.52459003677897
1062,Kepler-406 b,70044.0,44.96805555555556,100.3902784144472
1063,Kepler-406 c,70044.0,44.96805555555556,100.3902784144472
1064,Kepler-24 c,69699.0,38.343611111111116,111.40782007456016
1065,Kepler-24 b,69699.0,38.343611111111116,111.40782007456016
1066,Kepler-24 e,69699.0,38.343611111111116,111.40782007456016
1067,Kepler-24 d,69699.0,38.343611111111116,111.40782007456016
1068,Kepler-1643 b,72103.0,44.75111111111111,63.1140139133433
1069,Kepler-1293 b,69606.0,48.33583333333333,117.40386438380828
1070,Kepler-1410 b,69722.0,38.743611111111115,71.63290529813732
1071,HD 188015 A b,71524.0,28.10027777777778,141.56095802954573
1072,Kepler-970 b,69510.0,40.70861111111111,16.676556830717697
1073,WASP-54 b,49309.0,0.12805555555555556,140.4982115851305
1074,Kepler-536 b,71457.0,49.63722222222222,144.1421347018496
1075,HD 108341 b,44851.38999,-70.57702630555555,106.9308119718096
1076,Kepler-895 b,69430.0,51.40888888888889,63.85952737733403
1077,EPIC 201613023 b,41566.089,2.2448833333333336,98.33342491427021
1078,Kepler-1510 b,71750.0,48.257777777777775,137.74402147298866
1079,Kepler-172 b,68008.0,41.82166666666667,79.95888621595958
1080,Kepler-172 c,68008.0,41.82166666666667,79.95888621595958
1081,Kepler-172 d,68008.0,41.82166666666667,79.95888621595958
1082,Kepler-172 e,68008.0,41.82166666666667,79.95888621595958
1083,OGLE-2013-BLG-1761L b,64418.0,-27.895277777777775,146.59734607681784
1084,Kepler-1321 b,70687.0,46.64083333333333,105.45626150399019
1085,Kepler-1321 c,70687.0,46.64083333333333,105.45626150399019
1086,Kepler-212 c,69028.0,43.14138888888889,94.89743106761846
1087,Kepler-212 b,69028.0,43.14138888888889,94.89743106761846
1088,Kepler-1189 b,71622.0,47.946666666666665,85.91344565565903
1089,Kepler-1476 b,68288.0,43.99,25.001321525891846
1090,HD 88133 b,36607.0,18.186666666666667,81.01447348234981
1091,WASP-46 b,76497.0,-54.12833333333333,20.772373050319015
1092,Kepler-946 b,72223.0,44.028888888888886,106.99071310031154
1093,HD 102329 b,42406.0,3.4741666666666666,107.53943689355194
1094,alf Tau b,16555.2,16.50975,69.04650015055952
1095,Kepler-1623 b,70580.0,39.55611111111111,73.98295084791704
1096,HIP 91258 b,67013.15422,61.702503444444446,95.14805398366326
1097,Kepler-356 c,70181.0,37.68277777777777,110.33390021808644
1098,Kepler-356 b,70181.0,37.68277777777777,110.33390021808644
1099,Kepler-187 c,71951.0,44.08916666666667,17.734721225990093
1100,Kepler-187 b,71951.0,44.08916666666667,17.734721225990093
1101,Kepler-1429 b,68488.0,49.044999999999995,99.53501345943575
1102,Kepler-1503 b,70495.0,42.806666666666665,116.08575175055161
1103,Kepler-1614 b,68369.0,49.77583333333333,57.934250940097336
1104,WASP-37 b,53267.0,1.065,87.06441032494119
1105,Kepler-561 b,70499.0,45.10722222222223,45.272086802773
1106,Kepler-561 c,70499.0,45.10722222222223,45.272086802773
1107,Kepler-7 b,69260.0,41.08972222222222,88.7487989963801
1108,HD 95127 b,39575.08667,43.81446730555555,86.61989457312981
1109,HAT-P-14 b,62428.0,38.242222222222225,112.24554275004746
1110,Kepler-1464 b,68937.0,38.75416666666667,81.73025111059809
1111,Kepler-1464 c,68937.0,38.75416666666667,81.73025111059809
1112,Kepler-1331 b,71298.0,41.224444444444444,151.25798245230104
1113,Kepler-340 c,71024.0,40.300555555555555,10.521430654591073
1114,Kepler-340 b,71024.0,40.300555555555555,10.521430654591073
1115,Kepler-1432 b,70926.0,49.82944444444445,63.56187868120084
1116,HD 102365 b,42391.0,-39.499722222222225,102.52703476251327
1117,Kepler-623 b,71277.0,47.4775,96.02422919413614
1118,Kepler-1602 b,70459.0,40.427499999999995,18.347105007910994
1119,HD 216770 b,82553.0,-25.34138888888889,135.99441734014968
1120,HD 106515 A b,44107.0,-6.7427777777777775,176.4566721049454
1121,EPIC 201577035 b,41309.27,1.6906361111111112,67.84106133431997
1122,Wolf 1061 b,59418.05803,-11.337410222222221,77.71918882355745
1123,Wolf 1061 c,59418.05803,-11.337410222222221,77.71918882355745
1124,Wolf 1061 d,59418.05803,-11.337410222222221,77.71918882355745
1125,EPIC 211916756 b,31047.0,18.976666666666667,25.84451382458742
1126,KOI-314 b,69691.0,43.29277777777778,124.75377293128851
1127,KOI-314 c,69691.0,43.29277777777778,124.75377293128851
1128,Kepler-138 b,69691.0,43.29277777777778,124.75377293128851
1129,HD 12648 b,8339.654,85.73617222222222,148.21772982395746
1130,Kepler-1579 b,70389.0,43.515,151.983285370014
1131,Kepler-394 b,71112.0,50.67222222222222,133.24027473261742
1132,Kepler-394 c,71112.0,50.67222222222222,133.24027473261742
1133,Kepler-495 b,68623.0,39.09805555555556,72.74789285366535
1134,Kepler-879 b,70994.0,50.90972222222222,88.64645857056264
1135,HD 134060 b,54645.0,-60.57777777777778,56.35943032881554
1136,HD 134060 c,54645.0,-60.57777777777778,56.35943032881554
1137,Kepler-1144 b,69610.0,47.25805555555556,38.79178646709299
1138,Kepler-347 b,69407.0,49.30555555555555,86.98319573054405
1139,Kepler-347 c,69407.0,49.30555555555555,86.98319573054405
1140,HD 196067 b,74504.0,-74.64916666666667,94.81564037438781
1141,HD 149143 b,59571.0,2.0847222222222226,57.100992985243806
1142,Kepler-996 b,70059.0,41.53361111111111,143.70042020902528
1143,Kepler-763 b,70115.0,47.157222222222224,109.34335779251361
1144,HD 85390 b,35402.0,-48.209722222222226,92.90974028477333
1145,Kepler-1241 b,70698.0,38.456944444444446,106.6257196709844
1146,HD 5891 b,3659.0,20.29888888888889,59.93767538313764
1147,Kepler-422 b,67831.0,46.32333333333334,62.25153310706713
1148,HD 100655 b,41704.0,20.441666666666666,68.04209212209393
1149,HD 97658 b,40473.0,25.710277777777776,43.75280141954373
1150,HIP 70849 b,52159.0,-45.53611111111111,112.1418184405949
1151,HD 37124 b,20222.0,20.730555555555554,82.2173056262354
1152,HD 37124 c,20222.0,20.730555555555554,82.2173056262354
1153,HD 37124 d,20222.0,20.730555555555554,82.2173056262354
1154,WASP-88 b,74283.0,-47.53805555555555,105.96251902571878
1155,Kepler-1328 b,68322.0,44.41777777777777,127.77370974836953
1156,EPIC 211391664 b,30357.0,11.511111111111111,91.07925452669934
1157,Kepler-506 b,68312.0,40.719722222222224,119.25989588563728
1158,Kepler-1588 b,69176.0,48.00222222222222,85.89723097176775
1159,HIP 107773 b,78600.12563,-63.28746458333333,101.73959871189146
1160,Kepler-1086 b,70860.0,45.84305555555556,55.66900854625555
1161,Kepler-1086 c,70860.0,45.84305555555556,55.66900854625555
1162,KELT-18 b,51966.0,59.44416666666666,67.1583986779073
1163,HD 93385 b,38775.0,-40.535555555555554,142.65702749114118
1164,HD 93385 c,38775.0,-40.535555555555554,142.65702749114118
1165,Kepler-789 b,71034.0,38.946666666666665,50.44923402983848
1166,HD 155233 b,61864.36474,-19.345430305555556,123.06230921618136
1167,EPIC 201295312 b,41762.791,-1.4791194444444444,117.5466600962747
1168,Kepler-873 b,71137.0,51.271388888888886,98.47383547874921
1169,Kepler-1389 b,68572.0,44.75833333333333,69.11590846688884
1170,Kepler-16 (AB) b,69378.0,51.7575,71.39946396706073
1171,Kepler-501 b,71328.0,41.73027777777778,132.64070545112446
1172,Kepler-516 b,70946.0,38.73583333333333,39.76695170884276
1173,KELT-6 b,47035.648,30.64005,140.53028766363897
1174,KELT-6 c,47035.648,30.64005,140.53028766363897
1175,HAT-P-16 b,2298.0,42.463055555555556,115.43377825573775
1176,XO-2S b,28087.479,50.21756944444444,38.54057350919144
1177,XO-2S c,28087.479,50.21756944444444,38.54057350919144
1178,XO-2N b,28087.479,50.21756944444444,38.54057350919144
1179,XO-2N c,28087.479,50.21756944444444,38.54057350919144
1180,Kepler-730 b,68533.0,45.57888888888889,68.35540743350683
1181,EPIC 210490365 b,15185.61,15.247777777777777,7.986210385278333
1182,Kepler-696 b,70439.0,41.1375,60.19088788407526
1183,Kepler-842 b,70159.0,49.65361111111111,87.27096090366184
1184,Kepler-567 b,71441.0,48.30222222222222,124.16809816542741
1185,OGLE-TR-111 b,39198.0,-60.59444444444445,79.80738167334947
1186,HD 33844 b,18756.10097,-13.048886555555557,90.65321034982965
1187,HD 33844 c,18756.10097,-13.048886555555557,90.65321034982965
1188,EPIC 201629650 b,40837.327,2.5026972222222224,107.7364569451647
1189,Kepler-1358 b,68681.0,43.00888888888889,141.33890797266528
1190,Kepler-1259 b,71482.0,46.967777777777776,46.57871124308181
1191,Kepler-1445 b,67259.9,43.915,141.1459943156772
1192,Kepler-300 c,70869.0,48.599444444444444,114.98609307559983
1193,Kepler-300 b,70869.0,48.599444444444444,114.98609307559983
1194,Kepler-1046 b,71221.0,46.998333333333335,113.48764702222695
1195,HD 11977 b,6896.0,-66.35277777777777,99.77053341629428
1196,Kepler-586 b,70334.0,45.551111111111105,66.95303146844878
1197,Kepler-319 c,69314.0,39.77055555555555,57.30973141421159
1198,Kepler-319 d,69314.0,39.77055555555555,57.30973141421159
1199,Kepler-319 b,69314.0,39.77055555555555,57.30973141421159
1200,Kepler-1598 b,69233.0,46.78361111111111,23.1998028327058
1201,Kepler-1305 b,71361.0,46.34722222222222,102.80399038614976
1202,Kepler-387 b,69071.0,45.656666666666666,63.45035716141464
1203,Kepler-387 c,69071.0,45.656666666666666,63.45035716141464
1204,HAT-P-65 b,75817.0,11.989444444444443,119.18329120861394
1205,Kepler-1509 b,68111.0,46.93111111111111,119.9403623020842
1206,Kepler-980 b,70707.0,45.06027777777778,39.183846593732824
1207,Kepler-46 b,69424.0,42.60416666666667,107.46793803106561
1208,Kepler-46 c,69424.0,42.60416666666667,107.46793803106561
1209,Kepler-46 d,69424.0,42.60416666666667,107.46793803106561
1210,Kepler-1426 b,70211.0,49.41694444444444,76.78108336645279
1211,Kepler-1159 b,70624.0,45.20444444444445,60.28779835251436
1212,Kepler-136 b,71152.158,42.59881388888889,105.33262262455739
1213,Kepler-136 c,71152.158,42.59881388888889,105.33262262455739
1214,Kepler-1260 b,70942.0,42.555277777777775,120.44483202293928
1215,Kepler-1257 b,71058.0,45.62694444444445,70.16778087621495
1216,Kepler-134 b,68337.0,49.598333333333336,84.24283294897717
1217,Kepler-134 c,68337.0,49.598333333333336,84.24283294897717
1218,Kepler-767 b,69979.0,38.03583333333333,53.884926571204645
1219,Kepler-217 b,70329.0,46.277499999999996,96.3349174485802
1220,Kepler-217 c,70329.0,46.277499999999996,96.3349174485802
1221,Kepler-217 d,70329.0,46.277499999999996,96.3349174485802
1222,HD 218566 b,83350.72771,-1.73925625,107.825873124162
1223,Kepler-712 b,70778.0,42.93527777777778,123.44862201799174
1224,Kepler-712 c,70778.0,42.93527777777778,123.44862201799174
1225,Kepler-503 b,69753.0,38.70777777777778,59.579963219759804
1226,Kepler-1023 b,69367.0,49.76972222222222,98.29508196641775
1227,Kepler-1296 b,70110.0,41.407777777777774,170.04371795086985
1228,Kepler-1021 b,70849.0,42.55972222222222,118.92120993267855
1229,Kepler-848 b,70389.0,48.81166666666666,118.82052260140907
1230,Kepler-143 c,71536.0,49.4125,72.83438667193687
1231,Kepler-143 b,71536.0,49.4125,72.83438667193687
1232,Kepler-1081 b,69467.0,41.31777777777778,78.6956389324151
1233,Kepler-647 b,68349.0,44.59166666666667,80.17032509831057
1234,Kepler-796 b,68954.0,39.14472222222222,59.832442405630196
1235,Kepler-1549 b,68653.0,39.096111111111114,59.91397930760971
