,PlanetIdentifier,RightAscension,DeclinationAccurate,AngleBtwEarthExoplanetInDeg
149,Kepler-864 b,68414.0,46.32055555555556,105.65836664847055
150,Kepler-247 c,69274.0,43.03916666666667,78.29678721045191
151,Kepler-247 d,69274.0,43.03916666666667,78.29678721045191
152,Kepler-247 b,69274.0,43.03916666666667,78.29678721045191
153,Kepler-942 b,70789.0,44.14972222222222,29.648166001947608
154,Kepler-166 b,70358.0,48.88111111111111,123.70400064988188
155,Kepler-166 c,70358.0,48.88111111111111,123.70400064988188
156,Kepler-166 d,70358.0,48.88111111111111,123.70400064988188
157,Kepler-819 b,70889.0,39.17722222222222,61.589041916180676
158,Kepler-554 b,71138.0,51.35805555555556,87.5312340267257
159,Kepler-8 b,67509.0,42.45111111111111,110.94041174706996
160,HAT-P-56 b,24203.5295,27.252282833333332,73.83658365190337
161,Kepler-266 b,70676.0,44.166666666666664,34.03438306215999
162,Kepler-266 c,70676.0,44.166666666666664,34.03438306215999
163,Kepler-920 b,68231.0,49.15861111111111,87.33087813780826
164,Kepler-920 c,68231.0,49.15861111111111,87.33087813780826
165,Kepler-890 b,69225.0,43.76361111111111,66.183443711515
166,HD 12661 b,7474.0,25.414166666666667,61.452964018133876
167,HD 12661 c,7474.0,25.414166666666667,61.452964018133876
168,Kepler-213 b,69797.0,44.64694444444444,60.829529979646416
169,Kepler-213 c,69797.0,44.64694444444444,60.829529979646416
170,HD 128311 b,52560.0,9.746388888888887,126.6735628085875
171,HD 128311 c,52560.0,9.746388888888887,126.6735628085875
172,WASP-49 b,21861.0,-15.034722222222223,156.800591291018
173,Kepler-44 b,72025.0,45.76222222222222,70.49577632057516
174,HD 72892 b,30893.0,-13.456666666666667,146.13009862513996
175,Kepler-1043 b,67599.0,47.56861111111112,65.88026380318276
176,Kepler-1306 b,70675.0,46.94583333333333,139.17579742142777
177,Kepler-821 b,68548.0,39.379444444444445,61.6311017660415
178,WASP-138 b,9993.0,0.5361111111111111,30.6094142160037
179,Kepler-242 b,68775.0,41.80833333333333,79.44050958229869
180,Kepler-242 c,68775.0,41.80833333333333,79.44050958229869
181,Kepler-518 b,68902.0,41.37388888888889,101.88476802797958
182,Kepler-1069 b,69835.0,47.98888888888889,108.99236670341097
183,Kepler-1475 b,71028.0,44.753055555555555,39.721897631378766
184,Kepler-706 b,70022.0,41.94416666666666,139.86642000037847
185,Kepler-170 b,68285.0,41.629444444444445,70.45437873744154
186,Kepler-170 c,68285.0,41.629444444444445,70.45437873744154
187,Kepler-1065 b,70683.0,38.79055555555556,62.396051713838496
188,Kepler-1065 c,70683.0,38.79055555555556,62.396051713838496
189,CVSO 30 b,19508.0,1.5733333333333333,66.7540457959879
190,CVSO 30 c,19508.0,1.5733333333333333,66.7540457959879
191,HD 175167 b,68401.0,-68.05583333333333,37.7601233801482
192,Kepler-725 b,68155.0,44.81166666666666,46.13059821298592
193,Kepler-1394 b,68029.0,45.08416666666667,59.94970145402555
194,Kepler-795 b,69845.0,38.54555555555555,52.97021438206751
195,Kepler-94 b,67487.0,47.496944444444445,47.44387585339996
196,Kepler-94 c,67487.0,47.496944444444445,47.44387585339996
197,TYC 3667-1280-1 b,3092.9649,58.426185555555556,82.39047694055078
198,Kepler-1329 b,67595.0,48.27111111111111,108.90855014852735
199,HD 202206 b,76497.0,-19.210833333333333,168.6913793494266
200,HD 202206 c,76497.0,-19.210833333333333,168.6913793494266
201,Kepler-918 b,71568.0,48.26777777777777,135.45792314137307
202,Kepler-1326 b,71093.0,39.26888888888889,66.94939521195232
203,Kepler-924 b,69760.0,40.397777777777776,62.884610769564624
204,Kepler-1255 b,70857.0,42.72638888888889,98.25197658109846
205,EPIC 211990866 b,31104.0,20.10611111111111,48.95757747718356
206,EPIC 201828749 b,42157.042,5.894322222222222,71.8433625246912
207,HD 131664 b,54006.08,-72.46466666666667,144.85997542576112
208,Kepler-728 b,69862.0,45.11555555555556,91.25855216108557
209,wasp-92 b,59206.0,51.04111111111111,106.8895581469879
210,OGLE-2015-BLG-0954L b,64844.0,-27.660833333333336,146.70546733364642
211,Kepler-968 b,68545.0,50.11194444444445,39.687501881483726
212,Kepler-968 c,68545.0,50.11194444444445,39.687501881483726
213,Kepler-1085 b,68995.0,46.14111111111111,35.99969109273033
214,Kepler-709 b,70105.0,42.38027777777778,113.4892949907938
215,Kepler-1639 b,67936.0,48.80222222222222,106.95257145396107
216,Kepler-1256 b,69954.0,44.683611111111105,57.09859357041281
217,Kepler-977 b,69964.0,42.248333333333335,114.17625478108728
218,Kepler-951 b,69057.0,38.114444444444445,125.44560032436763
219,CoRoT-21 b,24252.64,0.2991833333333333,129.8654948214497
220,KIC 6185331 b,68226.0,41.535,128.331835536364
221,Kepler-395 c,70442.0,45.13638888888889,54.72356945713039
222,Kepler-395 b,70442.0,45.13638888888889,54.72356945713039
223,HD 9174 b,5401.0,-18.604444444444447,85.5857739071073
224,Kepler-805 b,70375.0,45.05333333333333,58.96209300809052
225,EPIC 201855371 b,42799.146,6.412261111111111,119.97947271610734
226,HD 66428 b,29008.7,-0.8373055555555555,153.13968097867883
227,Kepler-626 b,69288.0,39.708333333333336,78.43331121310149
228,WASP-33 b,8811.0,37.550555555555555,33.16215503397915
229,Kepler-1037 b,71122.0,47.170833333333334,146.75340532544533
230,Gliese 3293 b,16115.72,-24.83086111111111,135.3650247307665
231,Gliese 3293 d,16115.72,-24.83086111111111,135.3650247307665
232,Gliese 3293 c,16115.72,-24.83086111111111,135.3650247307665
233,Kepler-568 b,71545.0,48.401111111111106,99.35212076963757
234,Kepler-91 b,68561.0,44.11666666666667,148.35658924600492
235,Kepler-1346 b,70042.0,45.17916666666667,60.458463557107024
236,HD 27631 b,15585.0,-40.03972222222222,145.92007027325278
237,CHXR 73 b,39989.0,-76.37416666666667,85.21849027445619
238,EPIC 201403446 b,41823.923,0.9072611111111112,48.22867301379483
239,Kepler-277 b,68779.0,39.07694444444445,62.289419979948136
240,Kepler-277 c,68779.0,39.07694444444445,62.289419979948136
241,Kepler-1273 b,68593.0,44.873333333333335,102.36401471875011
242,KMT-2015-1 b,64719.01,-27.968305555555556,173.8419442034412
243,Kepler-58 b,71126.0,39.115,69.26180781676405
244,Kepler-58 c,71126.0,39.115,69.26180781676405
245,Kepler-58 d,71126.0,39.115,69.26180781676405
246,Kepler-1166 b,69684.0,50.90277777777778,65.4641471906297
247,OGLE-2012-BLG-0950L b,65285.0,-28.73166666666667,121.96126954250676
248,Kepler-245 b,69993.0,42.43611111111111,114.18679628200127
249,Kepler-245 d,69993.0,42.43611111111111,114.18679628200127
250,Kepler-245 c,69993.0,42.43611111111111,114.18679628200127
251,Kepler-245 e,69993.0,42.43611111111111,114.18679628200127
252,Kepler-1073 b,70597.0,38.23305555555556,125.90352130085112
253,Kepler-1073 c,70597.0,38.23305555555556,125.90352130085112
254,Kepler-559 b,71193.0,43.80277777777778,135.324745615035
255,Kepler-782 b,69328.0,47.75944444444445,62.02513201372216
256,Kepler-1629 b,67250.0,43.774166666666666,70.17322363346769
257,Kepler-1016 b,70707.0,45.984722222222224,91.33035276225371
258,Kepler-1016 c,70707.0,45.984722222222224,91.33035276225371
259,NY Virginis (AB) b,49128.0,-1.9697222222222224,95.93771206926134
260,HD 219077 b,83647.0,-61.3,69.1205725799245
261,HW Vir (AB) b,45860.23731,-7.328657277777777,141.78260397595795
262,WASP-13 b,33625.0,33.8825,77.82796580009764
263,HD 215152 b,81801.0,-5.599166666666666,90.60898576131058
264,HD 215152 c,81801.0,-5.599166666666666,90.60898576131058
265,18 Del b,75505.93397,10.839285805555557,115.5906859816901
266,Kepler-210 c,70200.0,43.08305555555556,126.6368343426827
267,Kepler-210 b,70200.0,43.08305555555556,126.6368343426827
268,HD 210702 b,79911.33086,16.040552861111113,159.70238844471757
269,Kepler-1110 b,70034.0,38.62277777777778,37.826501749101865
270,HD 165155 b,65157.0,-28.91722222222222,66.97222410624619
271,HD 210277 b,79769.0,-6.457777777777778,106.42483887746837
272,WASP-135 b,64148.4,29.879166666666666,112.4040438199966
273,HIP 67537 b,49819.0,-38.90083333333333,129.60345306942932
274,Kepler-532 b,71679.0,48.60638888888889,112.21121652140154
275,Kepler-1390 b,71679.0,48.24888888888889,106.91877208340136
276,Gliese 15 A b,1102.88532,44.022952277777776,68.28557062451179
277,HD 330075 b,56977.0,-48.03666666666666,87.48592768465768
278,Kepler-891 b,69860.0,40.35527777777778,87.74215449020052
279,Kepler-1402 b,70043.0,48.96805555555556,121.3415708112947
280,Kepler-1182 b,71114.0,43.82138888888889,76.78011015969064
281,HAT-P-55 b,63425.52,25.731194444444444,45.85596130481285
282,Kepler-45 b,70290.0,41.064166666666665,66.33500438029522
283,Kepler-1490 b,70966.0,42.60944444444445,112.42635751692495
284,WASP-121 b,25824.058,-38.902625,119.97032619154184
285,Kepler-25 b,68793.0,38.343611111111116,111.60367690249316
286,Kepler-25 c,68793.0,38.343611111111116,111.60367690249316
287,Kepler-25 d,68793.0,38.343611111111116,111.60367690249316
288,WASP-70 A b,75714.0,-12.566666666666666,37.73032941546436
289,HD 102956 b,42683.0,57.64083333333333,50.644457484766235
290,WTS-1 b,70556.41,36.29632222222222,104.09392058607898
291,BD+49 828 b,10953.7362,49.72999277777778,53.79040377012219
292,HD 66141 b,28936.0,2.3344444444444448,109.70326806337728
293,CoRoT-2 b,70027.0,1.383888888888889,63.95637540857195
294,HD 176051 b,68222.0,32.90138888888889,71.7194538709584
295,Kepler-894 b,69296.0,46.93944444444444,19.02797443686748
296,Kepler-295 b,68483.0,45.367777777777775,57.240923094505284
297,Kepler-295 c,68483.0,45.367777777777775,57.240923094505284
298,Kepler-295 d,68483.0,45.367777777777775,57.240923094505284
299,XO-5 b,28012.0,39.094722222222224,58.70698231879377
300,EPIC 201367065 b,41360.388,-0.5452138888888889,137.15502814931472
301,EPIC 201367065 c,41360.388,-0.5452138888888889,137.15502814931472
302,EPIC 201367065 d,41360.388,-0.5452138888888889,137.15502814931472
303,Kepler-1093 b,68395.0,41.42027777777778,158.57815762202608
304,Kepler-1093 c,68395.0,41.42027777777778,158.57815762202608
305,Kepler-1632 b,70679.0,43.91361111111111,149.10440284048576
306,Kepler-1407 b,68146.0,41.47166666666667,63.844807026531285
307,2MASS 0122-2439 B,4970.938,-23.335930555555557,71.91036461301329
308,Kepler-229 c,68879.0,48.37555555555556,127.99311347340435
309,Kepler-229 d,68879.0,48.37555555555556,127.99311347340435
310,Kepler-229 b,68879.0,48.37555555555556,127.99311347340435
311,HD 9446 b,5600.0,29.26527777777778,141.0279522936017
312,HD 9446 c,5600.0,29.26527777777778,141.0279522936017
313,Kepler-997 b,69416.0,49.93888888888888,160.3729348097998
314,HD 125612 b,51654.0,-16.518611111111113,48.16149337443947
315,HD 125612 c,51654.0,-16.518611111111113,48.16149337443947
316,HD 125612 d,51654.0,-16.518611111111113,48.16149337443947
317,Kepler-362 c,70025.0,47.52972222222222,46.771506854734135
318,Kepler-362 b,70025.0,47.52972222222222,46.771506854734135
319,Kepler-241 b,70299.0,41.06083333333333,147.27265250705787
320,Kepler-241 c,70299.0,41.06083333333333,147.27265250705787
321,Qatar-2 b,49837.0,-5.196111111111112,93.92213766792322
322,Kepler-1214 b,68434.0,49.800555555555555,105.21914693435032
323,Kepler-102 e,67555.0,47.20777777777778,53.643098795291706
324,Kepler-102 d,67555.0,47.20777777777778,53.643098795291706
325,Kepler-102 f,67555.0,47.20777777777778,53.643098795291706
326,Kepler-102 c,67555.0,47.20777777777778,53.643098795291706
327,Kepler-102 b,67555.0,47.20777777777778,53.643098795291706
328,HAT-P-37 b,68231.0,51.26916666666666,36.071779511408515
329,EPIC 218916923 b,69376.0,-16.910555555555558,75.77599533101966
330,WASP-8 b,86376.0,-34.96861111111111,102.99641676726974
331,HR 810 b,9751.0,-49.19666666666667,92.71651395445521
332,HAT-P-29 b,7951.0,51.778888888888886,64.22721207928953
333,HD 4732 b,2953.0,-23.863333333333333,78.26843316979243
334,HD 4732 c,2953.0,-23.863333333333333,78.26843316979243
335,WASP-140 b,14493.0,-19.45111111111111,114.24809610977304
336,HD 1666 b,1252.33959,-18.06877547222222,22.99739209864984
337,Kepler-677 b,69624.0,50.32166666666667,117.66595627246242
338,Kepler-1362 b,69249.0,40.87722222222222,157.6339772012475
339,Kepler-1609 b,69635.0,39.66583333333333,48.408967537739905
340,Kepler-434 b,70460.729,42.76224444444444,102.41842661588943
341,Kepler-1534 b,70175.0,43.869166666666665,127.36517487469536
342,Kepler-1484 b,70244.0,38.12638888888889,105.875559309949
343,Kepler-1584 b,69063.0,43.27444444444444,138.59614653129915
344,Kepler-203 b,71301.0,41.38777777777778,58.75449404935163
345,Kepler-203 c,71301.0,41.38777777777778,58.75449404935163
346,Kepler-203 d,71301.0,41.38777777777778,58.75449404935163
347,Kepler-847 b,68041.0,49.45111111111111,114.08062473382944
348,HAT-P-22 b,37364.0,50.12833333333333,117.10044515250148
349,HD 10442 b,6113.142,2.704380555555556,30.935278935398742
350,Kepler-1028 b,69502.0,49.78111111111111,98.82549035948799
351,Kepler-261 b,69927.0,37.60916666666667,49.282161082584395
352,Kepler-261 c,69927.0,37.60916666666667,49.282161082584395
353,HATS-10 b,70633.8,-21.795527777777778,55.597054366732344
354,HD 68402 b,29124.0,-73.41055555555556,85.52717297477471
355,KIC 8012732 b,68335.0,43.86416666666667,163.26526507338437
356,KIC 8540376 b,67770.607,44.69458888888889,91.2570482441023
357,KIC 8540376 c,67770.607,44.69458888888889,91.2570482441023
358,Kepler-833 b,69715.0,45.600833333333334,68.59590806999596
359,HATS-5 b,16133.489,-20.518083333333333,108.93009124969504
360,Kepler-38 (AB) b,68839.0,42.27916666666667,111.69636199830494
361,Kepler-52 c,68817.0,49.97555555555556,87.94239051019626
362,Kepler-52 b,68817.0,49.97555555555556,87.94239051019626
363,Kepler-52 d,68817.0,49.97555555555556,87.94239051019626
364,KOI-206 b,71422.476,40.977269444444445,141.4585332194872
365,Kepler-753 b,70057.0,37.90222222222222,136.28995578078903
366,WASP-98 b,14023.0,-33.67194444444444,73.95943172165936
367,TrES-4 A b,64393.0,37.211666666666666,66.25021929264877
368,HN Peg b,78271.0,14.771944444444445,93.8500070096309
369,CFBDS 1458 b,53909.0,10.22861111111111,70.46407103566682
370,MOA-2007-BLG-400-L b,65382.0,-28.775833333333335,10.092529480125917
371,HD 17156 b,10184.0,71.75333333333333,6.375927355538762
372,HD 1461 b,1122.0,-7.946944444444445,113.69411756128405
373,HD 1461 c,1122.0,-7.946944444444445,113.69411756128405
374,WASP-31 b,40665.0,-18.945277777777775,110.94791336370037
375,BD-08 2823 b,36047.72035,-8.483323888888888,125.37673861131954
376,BD-08 2823 c,36047.72035,-8.483323888888888,125.37673861131954
377,Kepler-903 b,69305.0,40.66416666666667,129.15657535209473
378,Kepler-903 c,69305.0,40.66416666666667,129.15657535209473
379,WASP-23 b,24271.0,-41.238055555555555,2.3569777561403376
380,Gliese 876 b,82393.0,-13.74638888888889,93.80195063225771
381,Gliese 876 c,82393.0,-13.74638888888889,93.80195063225771
382,Gliese 876 d,82393.0,-13.74638888888889,93.80195063225771
383,Gliese 876 e,82393.0,-13.74638888888889,93.80195063225771
384,Kepler-595 b,70697.0,50.67305555555555,128.18457609590183
385,Kepler-1319 b,69829.0,49.36638888888889,116.25263446815684
386,CoRoT-26 b,67140.13,6.969919444444445,97.81608760783442
387,WASP-87 b,44477.92,-51.159166666666664,149.95106959946548
388,Kepler-838 b,68505.0,45.976111111111116,45.357717074560135
389,Kepler-488 b,67912.0,48.345,119.24514995335869
390,HD 117618 b,48745.0,-46.72888888888889,73.70304148043226
391,HD 117618.02,48745.0,-46.72888888888889,73.70304148043226
392,EPIC 201338508 c,40632.84,-0.12202499999999997,149.52525660460992
393,EPIC 201338508 b,40632.84,-0.12202499999999997,149.52525660460992
394,Kepler-591 b,68646.0,48.431666666666665,128.15701022015134
395,GJ 682 b,63423.66242,-43.680786194444444,51.80296890955434
396,GJ 682 c,63423.66242,-43.680786194444444,51.80296890955434
397,Kepler-682 b,69387.0,51.737500000000004,61.6292149241006
398,HD 154857 b,61875.0,-55.31944444444445,80.81869177213152
399,HD 154857 c,61875.0,-55.31944444444445,80.81869177213152
400,HD 6718 b,4069.0,-7.766388888888889,113.29289162561938
401,Kepler-1215 b,71391.0,48.18138888888889,133.32633452786237
402,Kepler-470 b,71282.0,50.37222222222222,147.55460057891105
403,HATS-31 b,46009.0,-23.427500000000002,68.67408649272122
404,Kepler-54 b,70745.0,43.05611111111111,79.59963934642624
405,Kepler-54 c,70745.0,43.05611111111111,79.59963934642624
406,Kepler-54 d,70745.0,43.05611111111111,79.59963934642624
407,Kepler-880 b,67673.0,43.672777777777775,66.67449856166455
408,Mercury,61045.72503020154,27.172139354380402,48.39537607079502
409,Venus,61045.72503020154,27.172139354380402,48.39537607079502
410,Earth,61045.72503020154,27.172139354380402,48.39537607079502
411,Mars,61045.72503020154,27.172139354380402,48.39537607079502
412,Jupiter,61045.72503020154,27.172139354380402,48.39537607079502
413,Saturn,61045.72503020154,27.172139354380402,48.39537607079502
414,Uranus,61045.72503020154,27.172139354380402,48.39537607079502
415,Neptune,61045.72503020154,27.172139354380402,48.39537607079502
416,Pluto,61045.72503020154,27.172139354380402,48.39537607079502
417,Kepler-370 c,70121.0,40.91611111111111,95.38877710260313
418,Kepler-370 b,70121.0,40.91611111111111,95.38877710260313
419,VHS 1256-1257 b,46561.922,-11.043336111111111,66.3642311617823
420,WASP-35 b,18260.0,-5.770277777777777,55.67422426648086
421,HR 8799 b,83248.71507,21.13425147222222,100.73729401348301
422,HR 8799 c,83248.71507,21.13425147222222,100.73729401348301
423,HR 8799 d,83248.71507,21.13425147222222,100.73729401348301
424,HR 8799 e,83248.71507,21.13425147222222,100.73729401348301
425,Kapteyn b,18700.58112,-44.98158613888889,81.92732464732602
426,Kapteyn c,18700.58112,-44.98158613888889,81.92732464732602
427,Kepler-519 b,71837.0,41.38472222222222,138.21562355701266
428,Kepler-714 b,67848.0,43.272777777777776,63.76310049660913
