PlanetIdentifier,PeriodDays,SemiMajorAxisAU,DistFromEarthParsec,ListsPlanetIsOn
Kepler-238 f,50.444109999999995,0.26718587370107416,1659.85,0
HD 217786 b,1319.0,2.38,54.9,2
HD 23079 b,626.0,1.5,34.8,0
WASP-94 A b,3.9501907,0.055,180.0,2
WASP-94 B b,2.0083900000000003,0.0335,180.0,2
Kepler-366 b,3.2819589999999996,0.04322104713046322,1268.38,0
Kepler-366 c,12.516160000000001,0.1055003550313134,1268.38,0
POTS-1 b,3.1606296,0.03734,1200.0,0
Kepler-32 b,5.901263,0.06391014904460614,399.0,0
Kepler-32 c,8.752212,0.08311608326049363,399.0,0
Kepler-32 d,22.780815,0.15727246307349713,399.0,0
Kepler-32 e,2.896027,0.039762613453547015,399.0,0
Kepler-32 f,0.74295,0.01605386383053386,399.0,0
KOI-1873.02,34.921,0.20908889368865105,1680.75,0
KOI-1873.01,71.312,0.33654896664983136,1680.75,0
WASP-22 b,3.5327312999999996,0.04698,300.0,0
HD 41004 A b,963.0,1.7,43.03,2
HATS-30 b,3.1743516,0.043539999999999995,339.0,0
HD 62509 b,589.64,1.69,10.34,0
Kepler-292 f,20.834236999999998,0.14818068009769217,1216.22,0
Kepler-292 d,7.055679,0.07199445687534012,1216.22,0
Kepler-292 e,11.97901,0.10245987032799578,1216.22,0
Kepler-292 c,3.715335,0.046946710749132925,1216.22,0
Kepler-292 b,2.580827,0.036822430061286035,1216.22,0
Kepler-374 c,3.282807,0.04322849184459087,950.89,0
Kepler-374 d,5.028219,0.0574402039735482,950.89,0
Kepler-374 b,1.897806,0.02999906556369661,950.89,0
WASP-41 b,3.052404,0.04,180.0,0
WASP-41 c,421.0,1.07,180.0,0
HD 20794 b,18.315,0.1207,6.06,0
HD 20794 c,40.114000000000004,0.2036,6.06,0
HD 20794 d,90.309,0.3499,6.06,0
HD 162020 b,8.428198,0.07400000000000001,31.26,0
HD 31253 b,466.0,1.26,50.3,0
HD 43197 b,327.8,0.92,54.9,0
EPIC 201384232 b,30.941909999999996,0.1898,343.0,2
Kepler-59 b,11.8681707,0.10182686498140696,811.89,0
Kepler-59 c,17.980123499999998,0.1343182311472152,811.89,0
Kepler-342 b,15.170318,0.11993233982062783,807.28,0
Kepler-342 d,39.459357000000004,0.2268331478119794,807.28,0
Kepler-342 c,26.234138,0.17278964648159822,807.28,0
Kepler-342 e,1.64422461,0.027263437517881517,807.28,0
HD 171028 b,550.0,1.32,90.0,0
HAT-P-33 b,3.474474,0.0503,387.0,2
Kepler-121 b,3.177422,0.04229831973479135,583.6,0
Kepler-121 c,41.008010999999996,0.23272997372781912,583.6,0
GJ 1132 b,1.62893,0.02709410428777496,12.04,0
Kepler-258 b,13.197220000000002,0.10929362263451498,836.13,0
Kepler-258 c,33.653079,0.20399665846980614,836.13,0
WASP-57 b,2.838971,0.0386,455.0,0
WASP-52 b,1.7497798,0.02841812690494483,140.0,0
Kepler-343 b,8.96855,0.0844801493024895,1091.93,0
Kepler-343 c,23.22182,0.15929568795315519,1091.93,0
HD 1605 b,577.9,1.48,84.6,0
HD 1605 c,2111.0,3.52,84.6,0
HATS-16 b,2.686502,0.03744,774.0,0
HD 40307 b,4.3123,0.0468,12.8,0
HD 40307 c,9.6184,0.0799,12.8,0
HD 40307 d,20.432000000000002,0.1321,12.8,0
HD 40307 e,34.62,0.1886,12.8,0
HD 40307 f,51.76,0.247,12.8,0
HD 40307 g,197.8,0.6,12.8,0
HD 45184 b,5.8872,0.0638,21.9,0
HD 11506 b,1627.5,2.708,51.7,0
HD 11506 c,223.6,0.721,51.7,0
OGLE-2012-BLG-0358L b,296.39379232524,0.87,1760.0,0
HATS-19 b,4.569673000000001,0.0589,780.0,0
WASP-141 b,3.310651,0.0469,570.0,0
PH-2 b,282.5255,0.828,369.8,0
Kepler-197 c,10.349695,0.08900000000000001,313.87,0
Kepler-197 d,15.677563000000001,0.11699999999999999,313.87,0
Kepler-197 b,5.599308000000001,0.059000000000000004,313.87,0
Kepler-197 e,25.209715,0.16,313.87,0
HD 221287 b,456.1,1.25,52.9,0
HATS-25 b,4.2986432,0.051629999999999995,466.0,0
tau Boo A b,3.3124568,0.049,15.62,2
HIP 13044 b,16.2,0.11599999999999999,701.0,1
HD 45652 b,43.6,0.23,36.0,0
OGLE235-MOA53 b,4206.738234450475,5.1,5200.0,0
Kepler-301 b,2.508553,0.03613172568194043,734.49,0
Kepler-301 d,13.751242999999999,0.1123313956257152,734.49,0
Kepler-301 c,5.419026000000001,0.06037919799509627,734.49,0
HD 107148 b,48.056000000000004,0.26899999999999996,51.3,0
Kepler-185 c,20.729042,0.14768146931233753,575.07,0
Kepler-185 b,1.6329,0.027138108613420458,575.07,0
HD 22781 b,528.07,1.167,31.79,0
Kepler-140 b,3.25427,0.042977607833462085,638.17,0
Kepler-140 c,91.353282,0.3969684150738583,638.17,0
Kepler-67 b,15.7259,0.1171,1107.0,7
Kepler-50 b,7.812539999999999,0.077,269.79,0
Kepler-50 c,9.37647,0.087,269.79,0
HD 1502 b,431.8,1.31,159.0,0
HD 175541 b,297.3,1.03,128.0,0
OGLE-2013-BLG-0341L B b,214.83047703255588,0.7020000000000001,911.0,2
42 Dra b,479.1,1.19,96.5,0
HD 99109 b,439.3,1.105,60.5,0
HD 136352 b,11.577,0.0933,14.8,0
HD 136352 c,27.581999999999997,0.1665,14.8,0
HD 136352 d,106.72,0.41100000000000003,14.8,0
HD 86226 b,1695.0,2.84,42.48,0
HD 125595 b,9.6737,0.0809,27.4,0
Kepler-424 b,3.3118644,0.044000000000000004,661.72,0
Kepler-424 c,223.3,0.73,661.72,0
Kepler-236 c,23.968127,0.16269064529632649,293.01,0
Kepler-236 b,8.295611,0.08019958164014605,293.01,0
Kepler-231 c,19.271566,0.14067530153293306,280.31,0
Kepler-231 b,10.065275,0.09123404847759006,280.31,0
CoRoT-14 b,1.51214,0.027000000000000003,1340.0,0
Kepler-332 b,7.626324,0.0758257448197227,379.55,0
Kepler-332 c,15.995622000000001,0.12424357479895792,379.55,0
Kepler-332 d,34.21154,0.2062472973278419,379.55,0
WASP-75 b,2.484193,0.0375,260.0,0
Gliese 163 b,8.63182,0.0607,15.0,0
Gliese 163 c,25.63058,0.1254,15.0,0
Gliese 163 d,382.03134689818586,1.0304,15.0,0
Kepler-291 b,3.546511,0.045513551378042715,1899.9,0
Kepler-291 c,5.700786,0.06245439551290216,1899.9,0
KELT-15 b,3.3294410000000005,0.046130000000000004,291.0,0
Kepler-100 c,12.8159,0.11,296.6,0
Kepler-100 b,6.88705,0.0727,296.6,0
Kepler-100 d,35.3331,0.21600000000000003,296.6,0
Kepler-406 b,2.4262900000000003,0.03533743227045171,353.6,0
Kepler-406 c,4.62332,0.054313670448301585,353.6,0
Kepler-24 c,12.33336,0.10447060806621561,1462.04,0
Kepler-24 b,8.145207000000001,0.07922725348537635,1462.04,0
Kepler-24 e,18.998355,0.13934258059236698,1462.04,0
Kepler-24 d,4.244383999999999,0.05130381128404751,1462.04,0
HD 188015 A b,456.46,1.19,52.6,2
WASP-54 b,3.6936411,0.04987,200.0,0
HD 108341 b,1129.0,2.0,49.4,0
EPIC 201613023 b,8.282119999999999,0.0802,294.0,0
Kepler-172 b,2.940309,0.04016691702138178,901.77,0
Kepler-172 c,6.388996,0.06738474580425308,901.77,0
Kepler-172 d,14.627119,0.1170520560753184,901.77,0
Kepler-172 e,35.118736,0.20987744463497537,901.77,0
OGLE-2013-BLG-1761L b,882.0617350843421,1.8,6900.0,0
Kepler-212 c,31.805173999999997,0.1964588967395367,726.97,0
Kepler-212 b,16.257582,0.1255963887475981,726.97,0
HD 88133 b,3.4160000000000004,0.047,74.5,0
HD 102329 b,778.1,2.01,158.0,0
alf Tau b,628.96,1.46,20.43,3
HIP 91258 b,5.0505,0.057,44.9,0
Kepler-356 c,13.121632,0.10887589866575552,672.47,0
Kepler-356 b,4.612696,0.05423043305545588,672.47,0
Kepler-187 c,10.640263000000001,0.0946763323273348,1106.61,0
Kepler-187 b,4.938864,0.05675767041479526,1106.61,0
WASP-37 b,3.577471,0.04339,338.0,0
HD 95127 b,482.0,1.28,327.0,0
HAT-P-14 b,4.627657,0.0594,205.0,2
Kepler-340 c,22.824669,0.15747423565110202,806.0,0
Kepler-340 b,14.844387,0.11820831561385803,806.0,0
HD 102365 b,122.1,0.46,9.24,0
HD 216770 b,118.45,0.46,38.0,0
HD 106515 A b,3630.0,4.59,35.2,0
EPIC 201577035 b,19.3044,0.14083504022967294,271.0,0
Wolf 1061 b,4.8876,0.035509,4.2922,0
Wolf 1061 c,17.867,0.08427,4.2922,0
Wolf 1061 d,67.27,0.2039,4.2922,0
KOI-314 b,13.7813,0.091,114.07,0
KOI-314 c,23.0881,0.128,114.07,0
Kepler-138 b,10.3126,0.075,114.07,0
HD 12648 b,133.6,0.54,158.4,0
Kepler-394 b,8.005013,0.07831552758272166,1422.08,0
Kepler-394 c,12.130686,0.10332294058801546,1422.08,0
HD 134060 b,3.27,0.0444,24.2,0
HD 134060 c,1160.9,2.2263,24.2,0
Kepler-347 b,12.79836,0.10708025539188916,1004.99,0
Kepler-347 c,27.320871,0.17752909700947803,1004.99,0
HD 196067 b,3638.0,5.02,44.3,0
HD 149143 b,4.088,0.052000000000000005,63.0,0
HD 85390 b,788.0,1.52,33.96,0
HD 5891 b,177.11,0.76,251.0,0
Kepler-422 b,7.8914482999999995,0.08199999999999999,651.31,0
HD 100655 b,157.57,0.76,122.0,0
HD 97658 b,9.4903,0.08,21.11,0
HIP 70849 b,10000.0,10.0,24.0,2
HD 37124 b,154.378,0.53364,33.0,0
HD 37124 c,885.5,1.71,33.0,0
HD 37124 d,1862.0,2.807,33.0,0
EPIC 211391664 b,10.13675,0.0943,435.0,0
HIP 107773 b,144.3,0.72,104.0,0
KELT-18 b,2.8717517999999997,0.0455,311.0,0
HD 93385 b,13.186,0.1116,42.2,0
HD 93385 c,46.025,0.257,42.2,0
HD 155233 b,885.0,2.07,75.1,0
EPIC 201295312 b,5.65639,0.06212972253922284,331.0,0
Kepler-16 (AB) b,228.77599999999998,0.7048,60.0,4
KELT-6 b,7.845582,0.08,222.0,0
KELT-6 c,1276.0,2.39,222.0,0
HAT-P-16 b,2.7759712000000003,0.0413,235.0,2
XO-2S b,18.157,0.1344,148.0,2
XO-2S c,120.8,0.4756,148.0,2
XO-2N b,2.61585922,0.03673,148.0,2
EPIC 210490365 b,3.484552,0.044981902186311526,45.7,7
OGLE-TR-111 b,4.01451,0.047,1500.0,0
HD 33844 b,547.9,1.59,100.9,0
HD 33844 c,924.3,2.25,100.9,0
EPIC 201629650 b,39.91488,0.2114,290.0,2
Kepler-300 c,40.714954999999996,0.23161987506154447,753.63,0
Kepler-300 b,10.446347,0.09352250886450941,753.63,0
HD 11977 b,621.6,1.89,66.5,0
Kepler-319 c,6.941357000000001,0.07121466532866573,542.69,0
Kepler-319 d,31.781925,0.19636314650033207,542.69,0
Kepler-319 b,4.362705,0.05225290202481024,542.69,0
Kepler-387 b,6.7916360000000005,0.07018690922052355,738.47,0
Kepler-387 c,11.837549000000001,0.10165163695916696,738.47,0
HAT-P-65 b,2.6054552,0.03951,841.0,0
Kepler-46 b,33.601528,0.1968,855.0,0
Kepler-46 c,57.011,0.2799,855.0,0
Kepler-46 d,6.766589,0.067,855.0,0
Kepler-136 b,11.5789,0.10016547443334292,539.57,0
Kepler-136 c,16.399235,0.12632488449488619,539.57,0
Kepler-134 b,5.317429,0.05962215237377218,414.47,0
Kepler-134 c,10.105785000000001,0.09147867942032406,414.47,0
Kepler-217 b,5.374943,0.06005130167230931,1054.36,0
Kepler-217 c,8.586003999999999,0.08206045258940715,1054.36,0
Kepler-217 d,3.88689525,0.048381026078847145,1054.36,0
HD 218566 b,225.7,0.6873,28.55,0
Kepler-143 c,27.082511,0.17649502539245013,890.59,0
Kepler-143 b,16.007583,0.124305503921525,890.59,0
Kepler-311 b,9.176092,0.085778482001445,803.71,0
Kepler-311 c,19.738286,0.14293748681442917,803.71,0
WASP-1 b,2.5199464,0.03889,380.0,2
HD 13908 b,19.382,0.154,71.3,0
HD 13908 c,931.0,2.03,71.3,0
KIC 9632895 b,240.503,0.7877,500.0,4
SAND364 b,121.71,0.48064455329260414,750.0,7
WASP-76 b,1.809886,0.033,120.0,0
Kepler-315 b,96.101141,0.41060624114548366,1363.58,0
Kepler-315 c,265.469335,0.8083809890814312,1363.58,0
HAT-P-26 b,4.234516,0.0479,134.0,0
HD 72659 b,3658.0,4.74,49.8,0
Kepler-243 b,5.7154419999999995,0.06256139126960283,808.4,0
Kepler-243 c,20.026218,0.14432419481274958,808.4,0
Kepler-286 b,1.796302,0.028919631351365833,1188.84,0
Kepler-286 c,3.468095,0.044840162093599596,1188.84,0
Kepler-286 d,5.914323,0.06400440671839534,1188.84,0
Kepler-286 e,29.221289000000002,0.1856690134987605,1188.84,0
HIP 67851 b,88.9,0.46,66.0,0
HIP 67851 c,2131.8,3.82,66.0,0
Kepler-446 b,1.565409,0.067,120.0,0
Kepler-446 c,3.036179,0.10400000000000001,120.0,0
Kepler-446 d,5.148921,0.147,120.0,0
HD 24064 b,536.6,1.29,264.4,0
Kepler-321 c,13.093921,0.1087225578334203,461.82,0
Kepler-321 b,4.915379,0.05657760032499172,461.82,0
GJ 27.1 b,15.819,0.10099999999999999,24.0,1
Kepler-119 b,2.422082,0.035296562484141335,623.74,0
Kepler-119 c,4.125103,0.05033804927733724,623.74,0
Kepler-251 c,16.514043,0.12691378340868095,1016.85,0
Kepler-251 d,30.133001,0.18951115315700853,1016.85,0
Kepler-251 b,4.790936,0.055618605589414595,1016.85,0
Kepler-251 e,99.64016099999999,0.4206260160779861,1016.85,0
eps Eridani b,2651.0,3.51,3.2161,1
WASP-3 b,1.8468372,0.0313,220.0,2
HD 102272 b,127.58,0.614,360.0,0
HD 102272 c,520.0,1.57,360.0,0
HD 81688 b,184.02,0.81,85.8,0
HAT-P-24 b,3.3552400000000002,0.0465,396.0,2
Kepler-107 e,14.749049,0.124,512.66,0
Kepler-107 c,4.901425,0.0597,512.66,0
Kepler-107 b,3.179997,0.0448,512.66,0
Kepler-107 d,7.958203,0.0825,512.66,0
HD 5583 b,139.35,0.53,221.0,0
Kepler-377 c,27.014976,0.17620148907126768,865.2,0
Kepler-377 b,12.509528999999999,0.10546308936088031,865.2,0
Kepler-303 b,1.937055,0.030411264955693174,192.34,0
Kepler-303 c,7.061149,0.0720316617814733,192.34,0
HD 98649 b,4951.0,5.6,40.3,0
HD 10180 b,1.17766,0.0222,39.4,0
HD 10180 c,5.75973,0.0641,39.4,0
HD 10180 i,9.655,0.0904,39.4,1
HD 10180 d,16.354,0.1284,39.4,0
HD 10180 e,49.75,0.27,39.4,0
HD 10180 j,67.55,0.33,39.4,1
HD 10180 f,122.88,0.494,39.4,0
HD 10180 g,596.0,1.415,39.4,0
HD 10180 h,2300.0,3.49,39.4,0
Kepler-336 d,20.678772,0.14744261114941445,794.61,0
Kepler-336 c,9.600000999999999,0.08840036043802998,794.61,0
Kepler-336 b,2.024823,0.03132308727036637,794.61,0
HD 152581 b,689.0,1.48,186.0,0
Kepler-144 b,5.885273000000001,0.06379465000215512,385.13,0
Kepler-144 c,10.104664999999999,0.09147192038652716,385.13,0
HD 20868 b,380.85,0.9470000000000001,46.2,0
CoRoT-7 b,0.853585,0.0172,150.0,0
CoRoT-7 c,3.698,0.046,150.0,0
2M 2206-20 b,8686.0,4.48,26.67,0
HD 73267 b,1260.0,2.198,54.2,0
Kepler-181 c,4.302149,0.051768249747006966,628.45,0
Kepler-181 b,3.137873,0.04194659940030163,628.45,0
HAT-P-13 b,2.916243,0.0426,214.0,0
HAT-P-13 c,448.2,1.186,214.0,0
Kepler-326 c,4.580358,0.053976675562981156,386.07,0
Kepler-326 b,2.248329,0.03358766078522832,386.07,0
Kepler-326 d,6.766888000000001,0.07001630307693155,386.07,0
HIP 8541 b,1560.0,2.8,169.0,0
HATS-34 b,2.1061607,0.03166,532.0,0
Kepler-168 c,13.193242000000001,0.1092716588231628,1230.24,0
Kepler-168 b,4.425391,0.05275224527931122,1230.24,0
Kepler-124 c,13.821375,0.11271300205876886,358.8,0
Kepler-124 d,30.950851,0.19292488347857278,358.8,0
Kepler-124 b,3.410493,0.044342273730305304,358.8,0
HD 118203 b,6.1335,0.07,88.6,0
KELT-3 b,2.70339,0.041260000000000005,178.0,0
MOA-2009-BLG-319 b,1033.083007313546,2.0,6100.0,0
HD 3167 b,0.959627,0.01904034541550054,45.8,0
HD 3167 c,29.8452,0.1883025404648166,45.8,0
HIP 97233 b,1058.8,2.55,106.0,0
Kepler-263 b,16.568087,0.1271905253647419,879.65,0
Kepler-263 c,47.332772999999996,0.25608323604961225,879.65,0
OGLE-2014-BLG-0676L,3371.0813997885016,4.4,2220.0,0
HD 92788 b,325.81,0.97,32.82,0
Pr0211 b,2.14609,0.03184,177.0,7
Pr0211 c,5300.0,5.8,177.0,7
HATS-35 b,1.8209933,0.03199,557.0,0
HD 139357 b,1125.7,2.36,118.2,0
Kepler-385 c,15.163160999999999,0.11989461601188198,1677.42,0
Kepler-385 b,10.043686,0.09110354323972386,1677.42,0
HD 285507 b,6.0881,0.0652520812784369,41.339,7
K2-33 b,5.42513,0.0409,145.0,0
Kepler-62 b,5.714932,0.0553,368.0,0
Kepler-62 c,12.4417,0.0929,368.0,0
Kepler-62 d,18.16406,0.12,368.0,0
Kepler-62 e,122.3874,0.42700000000000005,368.0,0
Kepler-62 f,267.291,0.718,368.0,0
mu Leo b,357.8,1.1,38.05,0
Gliese 179 b,2288.0,2.41,12.29,0
KELT-17 b,3.0801716,0.04881,210.0,0
Kepler-410 A b,17.833648,0.1226,132.0,2
HD 110014 b,882.6,2.31,90.0,0
HD 110014 c,130.0,0.64,90.0,0
alf Ari b,380.8,1.2,20.18,0
Kepler-391 b,7.416755,0.0744301919438169,1174.48,0
Kepler-391 c,20.485435,0.14652215940812544,1174.48,0
HIP 11915 b,3830.0,4.8,57.3,1
KOI-192 b,10.290994,0.091,1100.0,0
OGLE-05-071L b,3600.0,3.6,3300.0,0
HD 74156 b,51.6385,0.2916,64.4,0
HD 74156 c,2448.9,3.82,64.4,0
Kepler-350 c,17.848568,0.13366225046447505,1130.55,0
Kepler-350 d,26.13591,0.17235806147655763,1130.55,0
Kepler-350 b,11.189561999999999,0.09790733774972177,1130.55,0
HD 70573 b,851.8,1.76,45.7,1
HAT-P-39 b,3.5438699999999996,0.0509,642.0,0
HD 179949 b,3.0925,0.045,27.0,0
Kepler-316 c,6.8277660000000004,0.07043560825433685,344.01,0
Kepler-316 b,2.240508,0.03350972390303909,344.01,0
Kepler-108 b,49.183921000000005,0.25,860.98,0
Kepler-108 c,190.32349399999998,0.62,860.98,0
HD 142022 A b,1928.0,3.03,35.87,2
HD 50554 b,1293.0,2.41,31.03,0
OGLE-2008-BLG-092L b,17120.058843721887,13.0,7000.0,2
HD 33564 b,388.0,1.1,20.98,0
HD 41248 b,18.357,0.13699999999999998,52.38,1
HD 41248 c,25.648000000000003,0.172,52.38,1
HD 38529 A b,14.3104,0.131,39.28,2
HD 38529 A c,2134.76,3.695,39.28,2
CoRoT-23 b,3.6314,0.0477,600.0,0
HD 16175 b,990.0,2.1,59.8,0
MOA-2011-BLG-293L b,421.3851749735627,1.1,7700.0,0
Kepler-160 c,13.699086999999999,0.11204718053996857,859.11,0
Kepler-160 b,4.3094269999999995,0.05182661796725314,859.11,0
30 Ari B b,345.4,1.01,41.8,2
Kepler-271 b,5.217738,0.058874608050126315,434.75,0
Kepler-271 c,7.410935,0.07439124945115039,434.75,0
Kepler-271 d,5.24972541,0.05911498389109885,434.75,0
beta Cancri b,605.2,1.7,93.0,0
WASP-6 b,3.3610059999999997,0.0421,307.0,0
Kepler-265 c,17.028937,0.1295383048227182,1511.13,0
Kepler-265 b,6.846261999999999,0.07056275472526122,1511.13,0
Kepler-265 e,67.831024,0.32550582580305576,1511.13,0
Kepler-265 d,43.130617,0.24069309470554157,1511.13,0
HD 104067 b,55.806000000000004,0.2643,20.8,0
Kepler-186 c,7.267301,0.052000000000000005,151.0,0
Kepler-186 d,13.342996,0.0781,151.0,0
Kepler-186 b,3.8867906999999997,0.0343,151.0,0
Kepler-186 e,22.407704000000003,0.11,151.0,0
Kepler-186 f,77.58275929222937,0.35600000000000004,151.0,0
HD 28185 b,383.0,1.03,39.4,0
HD 108147 b,10.8985,0.102,38.57,0
HD 111232 b,1143.0,1.97,29.0,0
Kepler-183 c,11.637071,0.10050067368255908,1092.31,0
Kepler-183 b,5.687945,0.062360574734551144,1092.31,0
HD 38283 b,363.2,1.02,37.7,0
Kepler-371 b,34.763278,0.20845884695867054,637.54,0
Kepler-371 c,67.96801500000001,0.32594393774667213,637.54,0
Kepler-246 b,4.60182,0.0541451550585492,768.87,0
Kepler-246 c,11.187161,0.09789333160568467,768.87,0
BD+20 1790 b,7.78287,0.066,25.4,0
WASP-19 b,0.78884,0.01655,250.0,0
HD 39091 b,2049.0,3.28,18.32,0
Kepler-159 b,10.139623,0.09168276916760901,457.7,0
Kepler-159 c,43.595791999999996,0.24242062402456793,457.7,0
Kepler-75 b,8.884911599999999,0.0818,1140.0,0
CoRoT-28 b,5.2085099999999995,0.059000000000000004,560.0,0
Kepler-310 c,56.47541999999999,0.28807981525951587,713.11,0
Kepler-310 d,92.876125,0.40136784361380834,713.11,0
Kepler-310 b,13.930698000000001,0.11330657234663775,713.11,0
HD 141399 b,94.35,0.4225,36.17,0
HD 141399 c,202.08,0.7023,36.17,0
HD 141399 d,1070.35,2.1348,36.17,0
HD 141399 e,3717.35,4.8968,36.17,0
K2-26 b,14.5665,0.0962,93.0,0
Kepler-279 c,35.740844,0.21234875522962662,1287.1,0
Kepler-279 b,12.309681,0.10433684880015416,1287.1,0
Kepler-279 d,54.399606000000006,0.28097672948596564,1287.1,0
HAT-P-9 b,3.922814,0.053,480.0,0
WASP-83 b,4.971252,0.059000000000000004,300.0,0
HATS-22 b,4.7228124000000005,0.05025,207.9,0
Kepler-205 b,2.75564,0.03846698697377934,172.98,0
Kepler-205 c,20.306546,0.14566791021112596,172.98,0
HD 208527 b,875.5,2.1,320.2,0
HD 11755 b,433.7,1.08,231.5,0
HD 192263 b,24.3587,0.15312,19.9,0
HD 19994 A b,535.7,1.42,22.38,2
EPIC 201637175 b,0.381071,0.0088,225.0,2
HAT-P-17 b,10.338523,0.0882,90.0,0
HAT-P-17 c,1798.0,2.75,90.0,0
HATS-24 b,1.3484954,0.02547,510.0,0
Kepler-147 c,33.416422999999995,0.2030391672148324,1106.65,0
Kepler-147 b,12.610584,0.10603029828335907,1106.65,0
Kepler-313 b,14.970417999999999,0.11887644292123131,1159.02,0
Kepler-313 c,32.273272999999996,0.198381814426012,1159.02,0
HD 169830 b,229.9,0.82,36.32,0
HD 169830 c,2102.0,3.6,36.32,0
BD-17 63 b,655.6,1.34,35.7,0
Kepler-11 b,10.3039,0.091,613.20279,0
Kepler-11 c,13.0241,0.107,613.20279,0
Kepler-11 d,22.6845,0.155,613.20279,0
Kepler-11 e,31.9996,0.195,613.20279,0
Kepler-11 f,46.6888,0.25,613.20279,0
Kepler-11 g,118.3807,0.466,613.20279,0
HD 42618 b,149.61,0.5539999999999999,23.5,0
Kepler-200 b,8.594805000000001,0.0821165198601526,643.59,0
Kepler-200 c,10.222157000000001,0.09217961322345843,643.59,0
Kepler-444 b,3.6001053,0.04178,35.7,2
Kepler-444 c,4.545884099999999,0.04881,35.7,2
Kepler-444 d,6.189392,0.06,35.7,2
Kepler-444 e,7.743492999999999,0.0696,35.7,2
Kepler-444 f,9.740486,0.0811,35.7,2
WASP-119 b,2.49979,0.0363,333.0,0
HD 168443 b,58.112469999999995,0.2931,37.38,0
HD 168443 c,1749.83,2.8373,37.38,0
Kepler-285 b,2.633867,0.03732522298531281,864.99,0
Kepler-285 c,6.186676,0.06595455054901041,864.99,0
Kepler-48 b,4.7779803,0.05551829072746921,313.14,0
Kepler-48 c,9.673928300000002,0.08885361322955762,313.14,0
Kepler-48 d,42.8961,0.2398198109621268,313.14,0
Kepler-48 e,982.0,1.93351483596462,313.14,0
HAT-P-53 b,1.9616241,0.03159,719.0,0
EPIC 201208431 b,10.00329,0.0777,218.0,2
Kepler-218 c,44.699576,0.24649538124692605,675.18,0
Kepler-218 b,3.6193370000000002,0.046134505010680324,675.18,0
Kepler-218 d,124.52446470000001,0.4880260141116596,675.18,0
Kepler-262 c,21.853722,0.15297605594965896,717.13,0
Kepler-262 b,13.060855,0.10853944309498677,717.13,0
HD 290327 b,2443.0,3.43,54.9,0
Psi-1 Draconis B b,3117.0,4.43,22.93,2
EPIC 206318379 b,2.26041,0.0216,53.0,0
Kepler-204 b,14.400974,0.11584245722952596,854.31,0
Kepler-204 c,25.660593,0.17026196549024972,854.31,0
HD 87883 b,2754.0,3.6,18.1,0
HD 164604 b,606.4,1.13,38.0,0
HD 103774 b,5.8881,0.07,55.0,0
Kepler-77 b,3.5787087,0.04501,570.0,0
GJ 422 b,26.160999999999998,0.11900000000000001,12.67,1
HD 133131 A b,649.0,1.44,47.0,2
HD 133131 A c,3407.0,4.36,47.0,2
HD 133131 B b,6119.0,6.547268513877955,47.0,2
Kepler-63 b,9.434150500000001,0.08,200.0,0
PTFO 8-8695 b,0.448413,0.008,330.0,1
HATS-4 b,2.516729,0.0362,420.0,0
HD 132406 b,974.0,1.98,71.0,0
Kepler-104 b,11.427548,0.09929069555422974,491.0,0
Kepler-104 c,23.668205,0.16133059359720067,491.0,0
Kepler-104 d,51.755394,0.2717963350489754,491.0,0
OGLE-2011-BLG-0265L b,1033.083007313546,2.0,3500.0,0
HATS-17 b,16.254610999999997,0.1308,339.0,0
HD 38858 b,407.15,1.0376,15.2,9
HD 100546 b,140930.1872641646,53.0,97.0,0
HD 100546 c,18117.191603169005,13.5,97.0,1
HD 3651 b,62.23,0.284,11.0,0
HD 3651.02,31.08,0.18600000000000003,11.0,1
OGLE-2011-BLG-0251 b,1638.4891907754536,2.72,2570.0,0
HATS-3 b,3.547849,0.0497,556.0,0
HD 4308 b,15.609000000000002,0.11800000000000001,21.9,0
HAT-P-45 b,3.1289919999999998,0.0452,305.0,0
Kepler-339 b,4.977656,0.05705448243788755,691.82,0
Kepler-339 d,10.558345,0.09418977282034655,691.82,0
Kepler-339 c,6.988055,0.07153370618634794,691.82,0
PSR J1719-1438 b,0.09070629300000001,0.00442,1200.0,0
Kepler-60 b,7.132000000000001,0.07497000000000001,664.24,0
Kepler-60 c,8.9177,0.08701,664.24,0
Kepler-60 d,11.902999999999999,0.10547999999999999,664.24,0
Kepler-253 c,10.281951,0.09253873039916286,919.62,0
Kepler-253 d,18.119869,0.13501330006247034,919.62,0
Kepler-253 b,3.783986,0.047523257026444325,919.62,0
Kepler-355 c,25.762294,0.17071153666090483,1432.65,0
Kepler-355 b,11.031889999999999,0.09698542325864695,1432.65,0
Kepler-137 c,18.735753,0.13805557584808922,288.7,0
Kepler-137 b,8.436387,0.08110435586533837,288.7,0
HD 81040 b,1001.7,1.94,32.56,0
Kepler-320 c,17.934936999999998,0.13409309677265602,767.15,0
Kepler-320 b,8.371554,0.0806883012460585,767.15,0
WASP-10 b,3.0927616,0.0371,90.0,0
HD 215497 b,3.93404,0.047,44.0,0
HD 215497 c,567.94,1.2819999999999998,44.0,0
WTS-2 b,1.0187068000000001,0.01855,1000.0,0
Kepler-282 d,24.805787,0.16645947621662055,1052.2,0
Kepler-282 e,44.346937,0.2451972544060751,1052.2,0
Kepler-282 b,9.220524000000001,0.08605516044595951,1052.2,0
Kepler-282 c,13.638723,0.1117177866668883,1052.2,0
Kepler-135 b,6.00253,0.06463921542777445,561.29,0
