,PlanetIdentifier,TypeFlag,RightAscension,DeclinationAccurate,RightAscensionInDegrees,AngleBtwEarthExoplanetInDeg,DistFromEarthParsec
1890,Kepler-151 c,0,70119.0,41.02305555555555,292.16250023373,39.13195272894758,751.12
1891,HD 156411 b,0,62391.0,-47.45055555555556,259.96250020797,4.909454993920649,55.1
1892,Kepler-969 b,0,69209.0,47.933611111111105,288.37083356402997,78.47251430191434,
1893,Kepler-969 c,0,69209.0,47.933611111111105,288.37083356402997,78.47251430191434,
1894,Kepler-1447 b,0,69514.0,50.727222222222224,289.64166689838,50.101755553059824,
1895,Kepler-1536 b,0,69980.0,45.715833333333336,291.58333356659995,63.19240046274452,
1896,Kepler-1299 b,0,68676.0,37.41138888888889,286.15000022891996,86.19816732951743,
1897,Kepler-923 b,0,70601.0,40.055277777777775,294.17083356867,94.94432510508685,
1898,PSR B1620-26 b,1,59018.2218,-25.468397500000002,245.9092576967274,113.70810086738585,1800.0
1899,Kepler-1512 b,0,69426.0,44.47027777777778,289.27500023142,48.107142218888896,
1900,XO-1 b,0,57732.0,28.169722222222223,240.55000019243997,150.71111418129053,200.0
1901,WASP-74 b,0,73089.32,-0.9242777777777778,304.5388335769644,95.15962331796304,120.0
1902,HD 190647 b,0,72440.0,-34.46138888888889,301.83333357479995,122.37374807281458,54.2
1903,WASP-44 b,0,937.0,-10.061944444444444,3.9041666697899995,86.01363337977061,
1904,SWEEPS-11,0,64743.0,-28.801666666666666,269.76250021580995,99.63146053808713,8500.0
1905,Kepler-944 b,0,70464.0,42.37972222222222,293.60000023488,112.01693322253782,
1906,Kepler-1164 b,0,69007.0,38.894444444444446,287.52916689668996,87.87305366733679,
1907,Kepler-1124 b,0,68783.0,37.89138888888889,286.59583356261,65.34569672727665,
1908,WASP-28 b,0,84868.0,-0.41750000000000004,353.61666694955994,78.77593470739458,410.0
1909,WASP-132 b,0,52226.0,-45.159166666666664,217.60833350741999,120.37829824826674,120.0
1910,HIP 116454 b,0,84949.281,0.44551666666666667,353.9553377831643,78.62425511325698,55.2
1911,Kepler-386 c,0,69566.0,48.69361111111111,289.85833356522,113.0513867034086,927.61
1912,Kepler-386 b,0,69566.0,48.69361111111111,289.85833356522,113.0513867034086,927.61
1913,HAT-P-28 b,0,3120.0,34.72833333333333,13.000000010399999,103.40815491846065,395.0
1914,Kepler-916 b,0,69836.0,45.973333333333336,290.98333356612,48.34392365529458,
1915,Kepler-687 b,0,69436.0,39.15333333333333,289.31666689812,67.47432095959512,
1916,Gliese 667 C b,2,62337.0,-33.01027777777778,259.73750020779,114.19205232699962,6.97
1917,Gliese 667 C h,2,62337.0,-33.01027777777778,259.73750020779,114.19205232699962,6.97
1918,Gliese 667 C c,2,62337.0,-33.01027777777778,259.73750020779,114.19205232699962,6.97
1919,Gliese 667 C f,2,62337.0,-33.01027777777778,259.73750020779,114.19205232699962,6.97
1920,Gliese 667 C e,2,62337.0,-33.01027777777778,259.73750020779,114.19205232699962,6.97
1921,Gliese 667 C d,2,62337.0,-33.01027777777778,259.73750020779,114.19205232699962,6.97
1922,Gliese 667 C g,2,62337.0,-33.01027777777778,259.73750020779,114.19205232699962,6.97
1923,Kepler-571 b,0,68772.0,49.41861111111111,286.55000022923997,74.2917914473331,
1924,Kepler-707 b,0,69602.0,42.11638888888889,290.00833356533997,121.27639938111251,
1925,Kepler-80 b,0,71067.0,39.978611111111114,296.11250023688996,56.02826537966463,418.17
1926,Kepler-80 c,0,71067.0,39.978611111111114,296.11250023688996,56.02826537966463,418.17
1927,Kepler-80 d,0,71067.0,39.978611111111114,296.11250023688996,56.02826537966463,418.17
1928,Kepler-80 e,0,71067.0,39.978611111111114,296.11250023688996,56.02826537966463,418.17
1929,Kepler-80 f,0,71067.0,39.978611111111114,296.11250023688996,56.02826537966463,418.17
1930,Kepler-578 b,0,69301.0,39.56361111111111,288.75416689766996,67.50875297126576,
1931,HIP 79431 b,0,58362.0,-17.124444444444443,243.17500019454,66.72974071972179,14.4
1932,WASP-99 b,0,9575.0,-49.99194444444444,39.89583336525,134.7907211042378,
1933,Kepler-1606 b,0,68731.0,43.07333333333334,286.37916689576997,149.38485539437957,
1934,HD 50499 b,0,24722.0,-32.08444444444444,103.00833341574,113.8752142191616,47.26
1935,Kepler-496 b,0,69994.0,41.24111111111111,291.64166689997995,49.07849305580195,
1936,HD 150433 b,0,60068.0,-1.1427777777777777,250.28333353355998,107.07952900323185,29.6
1937,WASP-96 b,0,251.0,-46.63944444444444,1.04583333417,62.650425572821234,
1938,Kepler-361 c,0,71232.0,46.74111111111111,296.80000023744,27.353369701822075,894.44
1939,Kepler-361 b,0,71232.0,46.74111111111111,296.80000023744,27.353369701822075,894.44
1940,HD 128356 b,0,52624.89,-24.198277777777776,219.27037517541626,54.365868981373204,26.03
1941,YBP401 b,0,31879.0,11.671111111111111,132.82916677293,131.82278442922706,843.0
1942,Kepler-1212 b,0,71245.0,50.03722222222222,296.85416690414996,127.54097490205596,
1943,WASP-131 b,0,50446.0,-29.58361111111111,210.19166683481998,55.93716675267158,250.0
1944,Gliese 832 b,0,77614.0,-48.99111111111111,323.39166692538,73.87428462499375,4.94
1945,Gliese 832 c,0,77614.0,-48.99111111111111,323.39166692538,73.87428462499375,4.94
1946,Kepler-281 c,0,70585.0,44.77055555555555,294.10416690194995,102.93234285122547,1419.23
1947,Kepler-281 b,0,70585.0,44.77055555555555,294.10416690194995,102.93234285122547,1419.23
1948,Kepler-868 b,0,67767.0,46.67527777777777,282.36250022588996,117.83311507604645,
1949,Kepler-764 b,0,71374.0,47.164722222222224,297.39166690457995,113.27568701967378,
1950,Kepler-804 b,0,70409.0,44.785,293.37083356803,103.87837792677274,
1951,Kepler-804 c,0,70409.0,44.785,293.37083356803,103.87837792677274,
1952,HD 20782 b,2,12003.57791,-27.14592636111111,50.01490799834526,133.79730317317325,35.49
1953,HD 20781 b,2,12003.57791,-27.14592636111111,50.01490799834526,133.79730317317325,35.49
1954,HD 20781 c,2,12003.57791,-27.14592636111111,50.01490799834526,133.79730317317325,35.49
1955,Kepler-146 b,0,70586.0,38.71,294.10833356861997,67.14878637234025,844.99
1956,Kepler-146 c,0,70586.0,38.71,294.10833356861997,67.14878637234025,844.99
1957,WASP-55 b,0,48901.95,-16.496444444444446,203.75812516300647,47.35759928228461,330.0
1958,HD 109749 A b,2,45436.0,-39.18805555555556,189.31666681811998,108.45835784416596,59.0
1959,Kepler-401 b,0,69619.0,50.86333333333334,290.07916689872997,43.52603652904709,774.02
1960,Kepler-401 c,0,69619.0,50.86333333333334,290.07916689872997,43.52603652904709,774.02
1961,Kepler-401 d,0,69619.0,50.86333333333334,290.07916689872997,43.52603652904709,774.02
1962,Kepler-1599 b,0,68693.0,41.15138888888889,286.22083356230996,41.12828934770922,
1963,EPIC 201565013 b,0,42478.126,1.51025,176.99219180826037,67.17974589931482,506.0
1964,Kepler-468 b,0,69337.0,49.370555555555555,288.90416689779,74.56197330305552,
1965,WASP-16 b,0,51524.0,-19.724444444444444,214.68333350508,74.52814762249345,
1966,MOA-2008-BLG-310-L b,0,64454.0,-33.221944444444446,268.55833354818,119.01557071234389,6000.0
1967,HAT-P-50 b,0,28335.2,12.139416666666666,118.06333342778399,129.135278013163,497.0
1968,Kepler-13 A b,2,68873.1072,46.86832027777778,286.971280229577,114.25516156866122,530.0
1969,HD 103197 b,0,42773.0,-49.70722222222222,178.22083347590998,60.863801149057586,49.3
1970,GJ 229 b,2,22234.61533,-20.13535786111111,92.64423061578205,126.27952846924582,5.75
1971,Proxima Centauri b,2,52776.204,-59.16438055555555,219.90085017592065,101.02439566941709,1.295
1972,Alpha Centauri B b,2,52776.204,-59.16438055555555,219.90085017592065,101.02439566941709,1.295
1973,Alpha Centauri B c,2,52776.204,-59.16438055555555,219.90085017592065,101.02439566941709,1.295
1974,Kepler-1619 b,0,68569.0,44.42194444444444,285.70416689522995,79.56182206224477,
1975,WASP-15 b,0,50143.0,-31.84027777777778,208.92916683380997,74.28400488169217,308.0
1976,Kepler-1061 b,0,71095.0,50.275277777777774,296.22916690364997,80.48358174649849,
1977,Kepler-860 b,0,70939.0,46.25472222222222,295.57916690313,105.35369777999631,
1978,Kepler-831 b,0,70797.0,42.72777777777778,294.98750023598996,122.75293462948268,
1979,HAT-P-8 b,2,82330.0,35.447222222222216,343.04166694109995,137.44123680847497,230.0
1980,Kepler-1525 b,0,69734.0,49.94305555555555,290.55833356577995,72.2735118487365,
1981,Kepler-846 b,0,68894.0,49.04611111111111,287.05833356297995,133.00653443263047,
1982,Kepler-755 b,0,71247.0,41.09722222222222,296.86250023749,166.68309803215283,
1983,Kepler-755 c,0,71247.0,41.09722222222222,296.86250023749,166.68309803215283,
1984,Kepler-704 b,0,67996.0,41.83722222222222,283.31666689331996,82.03694328047858,
1985,Kepler-573 b,0,69485.0,51.23722222222222,289.52083356494995,100.3295393747851,
1986,Lalande 21185 b,0,39800.0,35.97,165.833333466,122.06528001054403,2.55
1987,Kepler-839 b,0,69858.0,45.2425,291.07500023285996,52.80026305830669,
1988,Kepler-1263 b,0,68756.0,46.7525,286.48333356252,5.222514746213416,
1989,Kepler-625 b,0,70116.0,39.6375,292.15000023372,87.508204460744,
1990,Kepler-625 c,0,70116.0,39.6375,292.15000023372,87.508204460744,
1991,Kepler-1397 b,0,71922.0,47.075833333333335,299.67500023974,40.581882900186294,
1992,HAT-P-20 b,0,26860.0,24.336388888888887,111.91666675619999,151.61613079902966,70.0
1993,HD 233604 b,0,32988.8205,53.56822861111112,137.4534188599627,165.80296515428458,
1994,HATS-13 b,0,76070.88,-25.903333333333336,316.9620002535696,114.92413520519405,476.0
1995,HAT-P-46 b,0,64907.0,-1.0291666666666666,270.44583354968995,84.8777633834299,296.0
1996,HAT-P-46 c,0,64907.0,-1.0291666666666666,270.44583354968995,84.8777633834299,296.0
1997,Kepler-1089 b,0,69862.0,49.19,291.09166689954,140.23696855030457,
1998,16 Cygni B b,2,70908.95343,50.52505980555556,295.4539728613631,57.35502894930609,21.146
1999,Kepler-1339 b,0,68099.0,48.373333333333335,283.74583356032997,130.43510593074953,
2000,Kepler-889 b,0,69952.0,50.75944444444445,291.46666689984,44.1310098004092,
2001,Kepler-239 b,0,70608.0,40.663333333333334,294.20000023536,79.5928457584288,684.6
2002,Kepler-239 c,0,70608.0,40.663333333333334,294.20000023536,79.5928457584288,684.6
2003,Kepler-927 b,0,69452.0,41.39277777777778,289.38333356484,91.58752137821406,
2004,HD 82886 b,0,34545.1827,34.7807425,143.9382613651506,77.1580844032582,125.0
2005,Kepler-1540 b,0,68003.0,41.20166666666667,283.34583356000996,74.26608119635618,
2006,8 Ursae Minoris b,0,53808.352,74.90092777777778,224.20146684602784,170.9097884996931,159.1
2007,Kepler-845 b,0,69830.0,49.20388888888889,290.95833356609995,140.03908300292886,
2008,Kepler-461 b,0,70139.8,46.165,292.249166900466,71.92103351671939,
2009,DH Tau B,0,16182.0,26.549444444444447,67.42500005394,59.96115938945662,140.01
2010,Kepler-165 b,0,67365.0,47.80972222222222,280.68750022455,137.33372451971076,644.43
2011,Kepler-165 c,0,67365.0,47.80972222222222,280.68750022455,137.33372451971076,644.43
2012,HD 141937 b,0,57137.0,-17.564166666666665,238.07083352379,72.13104861156229,33.46
2013,Kepler-684 b,0,69809.0,38.27361111111111,290.87083356603,34.5278080772013,
2014,Kepler-631 b,0,71253.0,40.22833333333333,296.88750023751,116.36559423356775,
2015,Kepler-95 b,0,68276.0,44.397777777777776,284.48333356091996,39.579571803563226,456.3
2016,Kepler-1340 b,0,71096.0,42.47277777777778,296.23333357032,109.85932148695719,
2017,Kepler-529 b,0,68613.0,47.88027777777778,285.88750022871,107.01021004813052,
2018,Kepler-529 c,0,68613.0,47.88027777777778,285.88750022871,107.01021004813052,
2019,Kepler-299 c,0,67969.0,48.58027777777778,283.20416689322997,112.54852752417386,1107.98
2020,Kepler-299 d,0,67969.0,48.58027777777778,283.20416689322997,112.54852752417386,1107.98
2021,Kepler-299 b,0,67969.0,48.58027777777778,283.20416689322997,112.54852752417386,1107.98
2022,Kepler-299 e,0,67969.0,48.58027777777778,283.20416689322997,112.54852752417386,1107.98
2023,Kepler-10 b,0,68563.0,50.24138888888889,285.67916689520996,74.78566782903292,173.0
2024,Kepler-10 c,0,68563.0,50.24138888888889,285.67916689520996,74.78566782903292,173.0
2025,Kepler-442 b,0,68487.98,39.28008333333333,285.36658356162656,67.2594656842533,342.0
2026,HD 45350 b,0,23325.0,38.96277777777778,97.18750007774999,50.46347975527179,49.0
2027,Kepler-832 b,0,71022.0,45.38388888888889,295.92500023673995,61.96428252582169,
2028,Kepler-1067 b,0,68493.0,45.049166666666665,285.38750022831,84.34728593712249,
2029,HD 168746 b,0,66109.0,-10.0775,275.45416688703,81.1521280885484,43.12
2030,Kepler-127 d,0,68445.0,46.02777777777778,285.18750022815,93.9445898339703,338.98
2031,Kepler-127 c,0,68445.0,46.02777777777778,285.18750022815,93.9445898339703,338.98
2032,Kepler-127 b,0,68445.0,46.02777777777778,285.18750022815,93.9445898339703,338.98
2033,Kepler-1194 b,0,70008.0,38.14527777777778,291.70000023335996,72.07799930171903,
2034,Kepler-1546 b,0,71420.0,41.54111111111111,297.5833335714,63.248074495550334,
2035,HATS-8 b,0,70786.08,-24.251694444444443,294.94200023595357,98.25867702497298,829.0
2036,K2-99 b,0,50106.0,-4.4425,208.77500016701998,65.38036148498801,604.0
2037,Kepler-304 b,0,70666.0,40.5575,294.44166690222,6.883927436059871,482.29
2038,Kepler-304 d,0,70666.0,40.5575,294.44166690222,6.883927436059871,482.29
2039,Kepler-304 c,0,70666.0,40.5575,294.44166690222,6.883927436059871,482.29
2040,Kepler-304 e,0,70666.0,40.5575,294.44166690222,6.883927436059871,482.29
2041,KIC 10905746 b,0,68071.0,48.39111111111111,283.62916689356996,95.72661522208243,
2042,Kepler-612 b,0,69925.0,45.74777777777778,291.35416689975,56.802468639930204,
2043,Kepler-979 b,0,72089.0,46.40833333333333,300.37083357362997,115.47744506167558,
2044,HD 120084 b,0,49359.0,78.06416666666667,205.66250016452997,37.12943040113563,98.0
2045,Kepler-945 b,0,69905.0,42.096111111111114,291.27083356634995,99.24320893408347,
2046,Kepler-1574 b,0,70118.0,49.63777777777778,292.15833356705997,112.7671469910346,
2047,Kepler-270 b,0,67728.0,44.42222222222222,282.20000022576,31.714353065686726,1098.1
2048,Kepler-270 c,0,67728.0,44.42222222222222,282.20000022576,31.714353065686726,1098.1
2049,WASP-34 b,0,39696.0,-22.139444444444443,165.40000013231997,17.512040569440174,120.0
2050,CoRoT-29 b,0,66936.5,6.479719444444444,278.90208355645495,26.075165157063818,765.0
2051,WASP-4 b,0,84855.0,-41.938611111111115,353.56250028284995,69.56766482724868,300.0
2052,Kepler-28 b,0,70112.0,42.42916666666667,292.13333356704,113.58498006919184,772.8
2053,Kepler-28 c,0,70112.0,42.42916666666667,292.13333356704,113.58498006919184,772.8
2054,HD 220074 b,0,84014.0,61.97,350.05833361337994,79.14568000517833,290.2
2055,Kepler-1485 b,0,71543.0,44.73694444444445,298.09583357181,31.015523752927585,
2056,11 UMi b,0,55025.88899,71.82390183333332,229.27453764175294,65.11406124669739,122.1
2057,Kepler-702 b,0,70531.0,41.66166666666666,293.87916690176996,155.69472720951873,
2058,Kepler-614 b,0,71612.0,46.27611111111111,298.38333357204,105.65639506572718,
2059,Kepler-1219 b,0,71332.0,47.37861111111111,297.21666690444,37.70948974132314,
2060,TrES-1 b,0,68649.0,36.6325,286.03750022882997,141.81407890336925,157.0
2061,HD 240237 b,0,83742.22361,58.04324038888889,348.92593198747403,69.58497106440655,
2062,Kepler-463 b,0,71745.0,44.85777777777778,298.93750023915,67.6917497418192,
2063,70 Vir b,0,48505.80861,13.778788500000001,202.107536036686,84.11406595699455,18.1
2064,Kepler-1267 b,0,71801.0,43.441111111111105,299.17083357266995,72.86276091590668,
2065,Kepler-35 (AB) b,1,70679.0,46.689722222222215,294.49583356893,22.93855686462674,1645.0
2066,Kepler-1231 b,0,69261.0,42.605555555555554,288.58750023087,104.47202525305086,
2067,Kepler-345 c,0,70854.0,45.97083333333334,295.22500023618,46.55550006518097,272.73
2068,Kepler-345 b,0,70854.0,45.97083333333334,295.22500023618,46.55550006518097,272.73
2069,Kepler-785 b,0,70096.0,38.842222222222226,292.06666690032,64.2783562746397,
2070,Kepler-1204 b,0,69466.0,42.49805555555556,289.44166689822,118.04440492910031,
2071,WASP-21 b,0,83398.0,18.39611111111111,347.49166694466,68.86773340872509,230.0
2072,Kepler-233 b,0,71127.0,51.31944444444445,296.36250023709,49.1192824902718,859.5
2073,Kepler-233 c,0,71127.0,51.31944444444445,296.36250023709,49.1192824902718,859.5
2074,Kepler-822 b,0,70146.0,39.55027777777777,292.27500023382,66.85680210665656,
2075,HD 31527 b,0,17738.0,-22.758055555555554,73.90833339246,73.64924983398744,38.6
2076,HD 31527 c,0,17738.0,-22.758055555555554,73.90833339246,73.64924983398744,38.6
2077,HD 31527 d,0,17738.0,-22.758055555555554,73.90833339246,73.64924983398744,38.6
2078,Kepler-1635 b,0,68484.0,45.55611111111111,285.35000022827995,66.92050463385418,
2079,XO-4 b,0,26493.1657,58.268056944444446,110.38819050497722,70.92324597765825,293.0
2080,Gliese 436 b,0,42131.0,26.70638888888889,175.54583347377,67.05555827742127,10.14
2081,Gliese 436 c,0,42131.0,26.70638888888889,175.54583347377,67.05555827742127,10.14
2082,Kepler-661 b,0,68091.0,47.86333333333334,283.71250022696995,87.83406430140677,
2083,Kepler-1262 b,0,69305.0,42.21333333333334,288.77083356434997,121.65687301174535,
2084,Kepler-1377 b,0,69407.0,46.651666666666664,289.19583356468996,113.72426129741422,
2085,HD 163296 b,0,64581.0,-20.95611111111111,269.08750021527,142.19780022741617,122.0
2086,HD 163296 c,0,64581.0,-20.95611111111111,269.08750021527,142.19780022741617,122.0
2087,Kepler-1041 b,0,70532.0,49.683055555555555,293.88333356844,82.08173733296606,
2088,Kepler-235 b,0,68658.0,39.278055555555554,286.07500022885995,67.29852380980122,525.48
2089,Kepler-235 d,0,68658.0,39.278055555555554,286.07500022885995,67.29852380980122,525.48
2090,Kepler-235 e,0,68658.0,39.278055555555554,286.07500022885995,67.29852380980122,525.48
2091,Kepler-235 c,0,68658.0,39.278055555555554,286.07500022885995,67.29852380980122,525.48
2092,HD 23127 b,0,13164.0,-59.92222222222222,54.850000043879994,92.24342913561861,89.1
2093,Kepler-1239 b,0,70351.0,42.32,293.12916690117,109.54320421314128,
2094,Kepler-1131 b,0,70956.0,49.26138888888889,295.65000023652,127.38938230701089,
2095,Kepler-619 b,0,69804.0,48.41611111111111,290.85000023268,106.59514838699747,
2096,Kepler-619 c,0,69804.0,48.41611111111111,290.85000023268,106.59514838699747,
2097,HD 21693 b,0,12432.0,-57.67638888888889,51.80000004143999,114.08327187914405,32.4
2098,HD 21693 c,0,12432.0,-57.67638888888889,51.80000004143999,114.08327187914405,32.4
2099,OGLE-2012-BLG-0026L b,0,63258.7,-26.85725,263.577916877529,105.663179284772,4019.0
2100,OGLE-2012-BLG-0026L c,0,63258.7,-26.85725,263.577916877529,105.663179284772,4019.0
2101,KIC 9413313 b,0,70900.0,45.90361111111111,295.41666690299996,67.49766389451906,
2102,Kepler-482 b,0,71237.0,48.1075,296.82083357079,87.67677126291807,
2103,Kepler-1458 b,0,67971.0,41.03805555555555,283.21250022657,44.05450156730167,
2104,Kepler-298 b,0,67929.0,48.82527777777778,283.03750022643,107.1664039595421,474.25
2105,Kepler-298 c,0,67929.0,48.82527777777778,283.03750022643,107.1664039595421,474.25
2106,Kepler-298 d,0,67929.0,48.82527777777778,283.03750022643,107.1664039595421,474.25
2107,Kepler-474 b,0,70157.0,43.88111111111111,292.32083356719,162.39550820038082,
2108,Kepler-1205 b,0,69667.0,41.515,290.27916689888997,61.76296722899561,
2109,GSC 06214-00210 b,0,58915.0,-19.28138888888889,245.47916686304998,105.87551971039039,145.0
2110,Kepler-836 b,0,68989.0,45.70444444444445,287.45416689663,59.915005848478636,
2111,OGLE-BLG-1195L b,0,64524.0,-29.20722222222222,268.85000021508,102.90719095091485,7200.0
2112,Kepler-678 b,0,70909.0,50.49444444444445,295.45416690303,60.37071732336366,
2113,Kepler-1033 b,0,68123.0,44.60916666666667,283.84583356041,71.23328157955231,
2114,Kepler-1514 b,0,70231.0,37.86,292.62916690077,92.3403437167056,
2115,Kepler-443 b,0,69266.53,49.96863888888889,288.61054189755504,90.87377104566633,779.0
2116,WASP-63 b,0,22640.75,-37.67672222222222,94.33645840880249,26.83420427307668,330.0
2117,Kepler-357 d,0,69898.0,44.00861111111111,291.24166689965995,95.89768390175391,926.37
2118,Kepler-357 b,0,69898.0,44.00861111111111,291.24166689965995,95.89768390175391,926.37
2119,Kepler-357 c,0,69898.0,44.00861111111111,291.24166689965995,95.89768390175391,926.37
2120,Kepler-249 c,0,71276.0,43.65833333333333,296.98333357091997,151.05160209692286,230.75
2121,Kepler-249 b,0,71276.0,43.65833333333333,296.98333357091997,151.05160209692286,230.75
2122,Kepler-249 d,0,71276.0,43.65833333333333,296.98333357091997,151.05160209692286,230.75
2123,Kepler-51 b,0,71155.146,49.93768333333333,296.4797752371838,129.86275540306545,
2124,Kepler-51 c,0,71155.146,49.93768333333333,296.4797752371838,129.86275540306545,
2125,Kepler-51 d,0,71155.146,49.93768333333333,296.4797752371838,129.86275540306545,
2126,Kepler-1078 b,0,70368.0,43.05,293.20000023456,79.79195177607448,
2127,HD 99706 b,0,41310.0,43.96666666666667,172.12500013769997,122.53560965117255,129.0
2128,HD 86950,0,36098.0,-16.333055555555553,150.40833345366,98.052295074067,169.0
2129,Kepler-1387 b,0,70186.0,43.20944444444445,292.44166690061996,75.92890986063118,
2130,Kepler-1642 b,0,71331.0,43.64361111111111,297.21250023777,126.08848659021328,
2131,Kepler-1642 c,0,71331.0,43.64361111111111,297.21250023777,126.08848659021328,
2132,Kepler-37 b,0,68174.0,44.518055555555556,284.05833356057997,37.011869056598044,66.0
2133,Kepler-37 c,0,68174.0,44.518055555555556,284.05833356057997,37.011869056598044,66.0
2134,Kepler-37 d,0,68174.0,44.518055555555556,284.05833356057997,37.011869056598044,66.0
2135,Kepler-37 e,0,68174.0,44.518055555555556,284.05833356057997,37.011869056598044,66.0
2136,KOI-195 b,0,69464.0,49.473333333333336,289.43333356488,93.77435700865915,880.0
2137,Kepler-83 b,0,67735.0,43.66555555555556,282.22916689245,41.710689088419215,619.67
2138,Kepler-83 d,0,67735.0,43.66555555555556,282.22916689245,41.710689088419215,619.67
2139,Kepler-83 c,0,67735.0,43.66555555555556,282.22916689245,41.710689088419215,619.67
2140,HD 48265 b,0,24002.0,-47.45805555555556,100.00833341334,64.76354397843654,87.4
2141,Kepler-1119 b,0,71285.0,44.3275,297.02083357094995,6.7498636114257575,
2142,Kepler-926 b,0,69523.0,40.70055555555556,289.67916689840996,33.458601297344444,
2143,Kepler-441 b,0,68296.05,49.01255555555556,284.5668752276535,118.74415735942468,284.0
2144,Kepler-97 b,0,68958.0,48.67333333333333,287.32500022986,112.47357577040432,414.4
2145,Kepler-97 c,0,68958.0,48.67333333333333,287.32500022986,112.47357577040432,414.4
2146,Kepler-1177 b,0,68801.0,49.406388888888884,286.67083356267,124.35665105273952,
2147,Kepler-1489 b,0,67511.0,44.46527777777778,281.29583355836996,111.29654240898437,
2148,BD+15 2940 b,0,57622.93827,15.54692475,240.09557631707642,47.75017058504707,508.0
2149,Kepler-557 b,0,70490.0,41.615,293.70833356829996,67.56227917452503,
2150,Kepler-190 b,0,69260.0,44.73361111111111,288.58333356419996,79.71818844962907,470.3
2151,Kepler-190 c,0,69260.0,44.73361111111111,288.58333356419996,79.71818844962907,470.3
2152,Kepler-989 b,0,67580.0,47.23361111111111,281.5833335586,60.840287082048306,
2153,Kepler-1388 b,0,68001.0,47.17444444444444,283.33750022667,57.81751874489726,
2154,Kepler-1388 c,0,68001.0,47.17444444444444,283.33750022667,57.81751874489726,
2155,Kepler-1388 d,0,68001.0,47.17444444444444,283.33750022667,57.81751874489726,
2156,Kepler-1388 e,0,68001.0,47.17444444444444,283.33750022667,57.81751874489726,
2157,TrES-3 b,0,64327.0,37.54611111111111,268.02916688108996,137.0884544923406,400.0
2158,Kepler-1217 b,0,69405.0,50.9375,289.18750023135,60.43580972791286,
2159,Kepler-56 b,0,70502.01,41.87186111111111,293.75837523500667,87.30297380354062,
2160,Kepler-56 c,0,70502.01,41.87186111111111,293.75837523500667,87.30297380354062,
2161,Kepler-56 d,0,70502.01,41.87186111111111,293.75837523500667,87.30297380354062,
2162,YBP1514 b,0,31860.766,11.886530555555556,132.7531917728692,159.16537201372867,750.0
2163,Kepler-1628 b,0,67592.0,43.41166666666666,281.63333355863995,104.62283046782115,
2164,Kepler-1235 b,0,68377.0,43.95388888888889,284.90416689459,72.5102775543988,
2165,BD+14 4559 b,0,76415.99143,14.689388722222223,318.3999645463866,50.11452840723059,48.36
2166,Kepler-105 b,0,69092.0,46.27611111111111,287.88333356363995,108.25655535448008,488.45
2167,Kepler-105 c,0,69092.0,46.27611111111111,287.88333356363995,108.25655535448008,488.45
2168,KOI-115.03,0,69092.0,46.27611111111111,287.88333356363995,108.25655535448008,488.45
2169,Kepler-372 c,0,69901.0,49.25888888888889,291.25416689967,109.91503789494982,1539.69
2170,Kepler-372 d,0,69901.0,49.25888888888889,291.25416689967,109.91503789494982,1539.69
2171,Kepler-372 b,0,69901.0,49.25888888888889,291.25416689967,109.91503789494982,1539.69
2172,KOI-423 b,0,71270.0,46.03444444444444,296.9583335709,50.28564498274936,1200.0
2173,Kepler-118 c,0,71811.0,41.42472222222222,299.21250023936994,97.74274517521565,899.38
2174,Kepler-118 b,0,71811.0,41.42472222222222,299.21250023936994,97.74274517521565,899.38
2175,KOI-3681.01,0,70230.582,37.860175,292.6274252341019,70.47088665250952,
2176,KOI-3681.02,0,70230.582,37.860175,292.6274252341019,70.47088665250952,
2177,Kepler-1605 b,0,68912.0,47.48861111111111,287.13333356303997,70.52763337549375,
2178,Kepler-1134 b,0,70936.0,42.47833333333333,295.56666690312,116.87740800490135,
2179,Kepler-382 b,0,71792.0,45.86972222222222,299.13333357263997,63.52820880005385,841.11
2180,Kepler-382 c,0,71792.0,45.86972222222222,299.13333357263997,63.52820880005385,841.11
2181,Kepler-1333 b,0,70447.0,41.11138888888889,293.52916690149,64.19926558996254,
2182,Kepler-1460 b,0,68534.0,44.01083333333333,285.55833356178,67.00214044680864,
2183,WASP-118 b,0,4692.0,2.702777777777778,19.55000001564,28.787661064327988,250.0
2184,HD 181433 b,0,69910.0,-65.53111111111112,291.2916668997,121.62527102705413,26.15
2185,HD 181433 c,0,69910.0,-65.53111111111112,291.2916668997,121.62527102705413,26.15
2186,HD 181433 d,0,69910.0,-65.53111111111112,291.2916668997,121.62527102705413,26.15
2187,Kepler-1250 b,0,69071.0,45.98027777777778,287.79583356357,54.260824100916246,
2188,HAT-P-51 b,0,5055.66,32.81077777777777,21.065250016852197,69.77675970321279,470.0
2189,Kepler-1345 b,0,70195.0,46.022777777777776,292.47916690065,41.05864036670003,
2190,WASP-81 b,0,73010.0,3.2941666666666665,304.2083335767,38.18585618189233,410.0
2191,WASP-81 c,0,73010.0,3.2941666666666665,304.2083335767,38.18585618189233,410.0
2192,Kepler-1480 b,0,70079.9,49.301944444444445,291.999583566933,102.92306361111943,
2193,HD 164922 b,0,64950.0,26.31277777777778,270.6250002165,65.86529320976396,21.93
2194,Kepler-12 b,0,68698.0,50.040277777777774,286.24166689566,106.02234928980404,600.0
2195,WASP-68 b,0,73223.0,-18.685555555555556,305.09583357740996,144.54553963390282,
