PlanetIdentifier,TypeFlag,RightAscension,DeclinationAccurate,RightAscensionInDegrees,AngleBtwEarthExoplanetInDeg,DistFromEarthParsec,ListsPlanetIsOn
Kepler-366 b,0,71244.0,49.08416666666667,296.85000023747995,135.38831519279958,1268.38,0
Kepler-366 c,0,71244.0,49.08416666666667,296.85000023747995,135.38831519279958,1268.38,0
POTS-1 b,0,48866.13,-65.41888333333334,203.60887516288707,160.03659001099467,1200.0,0
Kepler-32 b,0,71482.0,46.57416666666667,297.84166690494,41.783156573173756,399.0,0
Kepler-32 c,0,71482.0,46.57416666666667,297.84166690494,41.783156573173756,399.0,0
Kepler-32 d,0,71482.0,46.57416666666667,297.84166690494,41.783156573173756,399.0,0
Kepler-32 e,0,71482.0,46.57416666666667,297.84166690494,41.783156573173756,399.0,0
Kepler-32 f,0,71482.0,46.57416666666667,297.84166690494,41.783156573173756,399.0,0
KOI-1873.02,0,70994.0,40.00833333333333,295.80833356998,62.04518123783871,1680.75,0
KOI-1873.01,0,70994.0,40.00833333333333,295.80833356998,62.04518123783871,1680.75,0
WASP-22 b,0,12676.0,-22.18027777777778,52.816666708919996,129.67144840653336,300.0,0
HD 41004 A b,2,21590.0,-47.76027777777778,89.9583334053,92.88987726406154,43.03,2
HATS-30 b,0,1348.0,-58.9425,5.616666671159999,118.82963596540193,339.0,0
HD 62509 b,0,27918.0,28.02611111111111,116.32500009305998,137.9590888286886,10.34,0
Kepler-292 f,0,70983.0,42.424166666666665,295.76250023661,112.41305111738804,1216.22,0
Kepler-292 d,0,70983.0,42.424166666666665,295.76250023661,112.41305111738804,1216.22,0
Kepler-292 e,0,70983.0,42.424166666666665,295.76250023661,112.41305111738804,1216.22,0
Kepler-292 c,0,70983.0,42.424166666666665,295.76250023661,112.41305111738804,1216.22,0
Kepler-292 b,0,70983.0,42.424166666666665,295.76250023661,112.41305111738804,1216.22,0
Kepler-374 c,0,70593.0,42.37027777777778,294.13750023531,114.84239099797243,950.89,0
Kepler-374 d,0,70593.0,42.37027777777778,294.13750023531,114.84239099797243,950.89,0
Kepler-374 b,0,70593.0,42.37027777777778,294.13750023531,114.84239099797243,950.89,0
WASP-41 b,0,45748.497,-29.360125,190.61873765249499,70.80720451494523,180.0,0
WASP-41 c,0,45748.497,-29.360125,190.61873765249499,70.80720451494523,180.0,0
HD 20794 b,0,11995.0,-42.49722222222222,49.97916670665,67.86942328494183,6.06,0
HD 20794 c,0,11995.0,-42.49722222222222,49.97916670665,67.86942328494183,6.06,0
HD 20794 d,0,11995.0,-42.49722222222222,49.97916670665,67.86942328494183,6.06,0
HD 162020 b,0,64238.0,-39.681666666666665,267.65833354745996,90.44186750095442,31.26,0
HD 31253 b,0,17683.65327,12.35219813888889,73.6818886839455,49.496534706069276,50.3,0
HD 43197 b,0,22416.0,-28.102777777777778,93.40000007472,85.83608080955793,54.9,0
2MASS J0219-3925 B,0,8362.1,-38.577083333333334,34.842083361206996,151.76712811202603,39.4,0
EPIC 201384232 b,2,42766.142,-0.8015222222222222,178.19225847588712,76.41168747510513,343.0,2
Kepler-59 b,0,68889.0,46.64,287.03750022963,58.76007627122278,811.89,0
Kepler-59 c,0,68889.0,46.64,287.03750022963,58.76007627122278,811.89,0
Kepler-342 b,0,70242.0,46.72666666666667,292.67500023414,133.65750522505743,807.28,0
Kepler-342 d,0,70242.0,46.72666666666667,292.67500023414,133.65750522505743,807.28,0
Kepler-342 c,0,70242.0,46.72666666666667,292.67500023414,133.65750522505743,807.28,0
Kepler-342 e,0,70242.0,46.72666666666667,292.67500023414,133.65750522505743,807.28,0
HD 171028 b,0,66735.0,6.945833333333334,278.06250022244996,44.56153147065406,90.0,0
HAT-P-33 b,2,27164.0,33.835,113.18333342387999,112.6791324754127,387.0,2
Kepler-121 b,0,68678.0,39.67777777777778,286.15833356226,86.22126829294172,583.6,0
Kepler-121 c,0,68678.0,39.67777777777778,286.15833356226,86.22126829294172,583.6,0
GJ 1132 b,0,36891.846,-46.843202777777776,153.71602512297278,119.98070245285379,12.04,0
Kepler-258 b,0,70576.0,46.57916666666667,294.06666690192,98.41707942338819,836.13,0
Kepler-258 c,0,70576.0,46.57916666666667,294.06666690192,98.41707942338819,836.13,0
WASP-57 b,0,53716.0,-1.9425,223.81666684572,121.06877862499753,455.0,0
WASP-52 b,0,83639.0,8.761388888888888,348.49583361212996,84.5150837991964,140.0,0
Kepler-343 b,0,70070.0,42.43277777777777,291.95833356689997,113.85523841487584,1091.93,0
Kepler-343 c,0,70070.0,42.43277777777777,291.95833356689997,113.85523841487584,1091.93,0
HD 1605 b,0,1231.51872,30.97480411111111,5.131328004105062,127.9178354568503,84.6,0
HD 1605 c,0,1231.51872,30.97480411111111,5.131328004105062,127.9178354568503,84.6,0
HATS-16 b,0,86054.04,-29.987,358.5585002868467,73.98745138025244,774.0,0
HD 40307 b,0,21244.0,-59.97666666666667,88.51666673748,82.04112186025755,12.8,0
HD 40307 c,0,21244.0,-59.97666666666667,88.51666673748,82.04112186025755,12.8,0
HD 40307 d,0,21244.0,-59.97666666666667,88.51666673748,82.04112186025755,12.8,0
HD 40307 e,0,21244.0,-59.97666666666667,88.51666673748,82.04112186025755,12.8,0
HD 40307 f,0,21244.0,-59.97666666666667,88.51666673748,82.04112186025755,12.8,0
HD 40307 g,0,21244.0,-59.97666666666667,88.51666673748,82.04112186025755,12.8,0
HD 45184 b,0,23084.0,-27.220000000000002,96.18333341027999,87.59051720825404,21.9,0
CFBDSIR2149,3,78587.0,-3.947777777777778,327.44583359528997,91.96303522074909,40.0,8
HD 11506 b,0,6770.535,-18.493025,28.210562522568445,73.11970204998791,51.7,0
HD 11506 c,0,6770.535,-18.493025,28.210562522568445,73.11970204998791,51.7,0
OGLE-2012-BLG-0358L b,0,63767.0,-23.738888888888887,265.69583354588997,77.01463009185254,1760.0,0
HATS-19 b,0,35378.0,-32.21861111111111,147.40833345125998,104.24648257306826,780.0,0
WASP-141 b,0,17238.0,-16.115277777777777,71.82500005745999,104.47136252703892,570.0,0
PH-2 b,0,69543.0,51.9626,289.76250023180995,67.97091435722348,369.8,0
Kepler-197 c,0,70854.335,50.55898611111111,295.22639606951446,139.12308157158478,313.87,0
Kepler-197 d,0,70854.335,50.55898611111111,295.22639606951446,139.12308157158478,313.87,0
Kepler-197 b,0,70854.335,50.55898611111111,295.22639606951446,139.12308157158478,313.87,0
Kepler-197 e,0,70854.335,50.55898611111111,295.22639606951446,139.12308157158478,313.87,0
HD 221287 b,0,84680.0,-57.790277777777774,352.83333361559994,97.64601085008455,52.9,0
HATS-25 b,0,49897.87,-22.218833333333333,207.9077918329929,115.96144982238383,466.0,0
tau Boo A b,2,49635.7434,17.45690422222222,206.81559766545246,122.29576263864776,15.62,2
HIP 13044 b,0,10057.0,-35.8925,41.90416670019,65.15930900184962,701.0,1
HD 45652 b,0,23353.0,10.93388888888889,97.30416674450998,110.197374666653,36.0,0
OGLE235-MOA53 b,0,65116.0,-27.105,271.31666688371996,119.47985498869198,5200.0,0
Kepler-301 b,0,68155.0,49.23277777777778,283.97916689385,91.76078557718776,734.49,0
Kepler-301 d,0,68155.0,49.23277777777778,283.97916689385,91.76078557718776,734.49,0
Kepler-301 c,0,68155.0,49.23277777777778,283.97916689385,91.76078557718776,734.49,0
HD 107148 b,0,44353.0,-2.680277777777778,184.80416681450998,73.65761012331048,51.3,0
Kepler-185 c,0,67792.0,43.88972222222222,282.46666689264,42.34554526957117,575.07,0
Kepler-185 b,0,67792.0,43.88972222222222,282.46666689264,42.34554526957117,575.07,0
HD 22781 b,0,13250.0,31.82638888888889,55.2083333775,131.36160083031953,31.79,0
Kepler-140 b,0,68968.0,46.768055555555556,287.36666689656,80.40697080408376,638.17,0
Kepler-140 c,0,68968.0,46.768055555555556,287.36666689656,80.40697080408376,638.17,0
Kepler-67 b,0,70597.0,46.16638888888889,294.15416690199,32.15843639523972,1107.0,7
Kepler-50 b,0,69144.0,50.03361111111111,288.10000023047996,100.63073039949487,269.79,0
Kepler-50 c,0,69144.0,50.03361111111111,288.10000023047996,100.63073039949487,269.79,0
HD 1502 b,0,1157.0,14.054722222222223,4.82083333719,65.51969650279392,159.0,0
HD 175541 b,0,68141.0,4.2652777777777775,283.92083356047,95.14875053447967,128.0,0
OGLE-2013-BLG-0341L B b,2,64327.0,-28.15388888888889,268.02916688108996,51.063461199339734,911.0,2
42 Dra b,0,66359.13734,65.56348022222222,276.4964058045304,131.1276720685033,96.5,0
HD 99109 b,0,41057.0,-0.47111111111111104,171.07083347019,57.63661383233467,60.5,0
HD 136352 b,0,55308.0,-47.6825,230.45000018436,92.15815936383197,14.8,0
HD 136352 c,0,55308.0,-47.6825,230.45000018436,92.15815936383197,14.8,0
HD 136352 d,0,55308.0,-47.6825,230.45000018436,92.15815936383197,14.8,0
HD 86226 b,0,35790.0,-23.900555555555556,149.12500011929998,60.81295176821675,42.48,0
HD 125595 b,0,51683.0,-39.60611111111111,215.34583350561,110.30312423359761,27.4,0
Kepler-424 b,0,71669.0,48.577222222222225,298.62083357222997,117.51806022722464,661.72,0
Kepler-424 c,0,71669.0,48.577222222222225,298.62083357222997,117.51806022722464,661.72,0
Kepler-236 c,0,68127.0,39.89805555555556,283.86250022709,39.92442362935153,293.01,0
Kepler-236 b,0,68127.0,39.89805555555556,283.86250022709,39.92442362935153,293.01,0
Kepler-231 c,0,70553.0,50.531666666666666,293.97083356851,141.22412942151638,280.31,0
Kepler-231 b,0,70553.0,50.531666666666666,293.97083356851,141.22412942151638,280.31,0
Oph 11 B,0,58945.0,-23.91277777777778,245.60416686314997,47.79337611364583,145.0,0
CoRoT-14 b,0,24822.0,-4.463888888888889,103.42500008273998,71.79619732075238,1340.0,0
Kepler-332 b,0,68799.0,47.41361111111111,286.66250022932996,63.72869994765797,379.55,0
Kepler-332 c,0,68799.0,47.41361111111111,286.66250022932996,63.72869994765797,379.55,0
Kepler-332 d,0,68799.0,47.41361111111111,286.66250022932996,63.72869994765797,379.55,0
WASP-75 b,0,82173.0,-9.324444444444445,342.38750027390995,140.16074819828825,260.0,0
Gliese 163 b,0,14955.6635,-52.62685972222222,62.31526463318554,149.19247063012023,15.0,0
Gliese 163 c,0,14955.6635,-52.62685972222222,62.31526463318554,149.19247063012023,15.0,0
Gliese 163 d,0,14955.6635,-52.62685972222222,62.31526463318554,149.19247063012023,15.0,0
Kepler-291 b,0,69099.0,42.43722222222222,287.91250023032995,111.9387220859374,1899.9,0
Kepler-291 c,0,69099.0,42.43722222222222,287.91250023032995,111.9387220859374,1899.9,0
KELT-15 b,0,28179.601,-51.87956944444444,117.41500426059865,110.9300184509965,291.0,0
Kepler-100 c,0,69932.0,41.99,291.38333356644,101.52459003677897,296.6,0
Kepler-100 b,0,69932.0,41.99,291.38333356644,101.52459003677897,296.6,0
Kepler-100 d,0,69932.0,41.99,291.38333356644,101.52459003677897,296.6,0
Kepler-406 b,0,70044.0,44.96805555555556,291.85000023348,100.3902784144472,353.6,0
Kepler-406 c,0,70044.0,44.96805555555556,291.85000023348,100.3902784144472,353.6,0
Kepler-24 c,0,69699.0,38.343611111111116,290.41250023233,111.40782007456016,1462.04,0
Kepler-24 b,0,69699.0,38.343611111111116,290.41250023233,111.40782007456016,1462.04,0
Kepler-24 e,0,69699.0,38.343611111111116,290.41250023233,111.40782007456016,1462.04,0
Kepler-24 d,0,69699.0,38.343611111111116,290.41250023233,111.40782007456016,1462.04,0
HD 188015 A b,2,71524.0,28.10027777777778,298.01666690508,141.56095802954573,52.6,2
WASP-54 b,0,49309.0,0.12805555555555556,205.45416683103,140.4982115851305,200.0,0
HD 108341 b,0,44851.38999,-70.57702630555555,186.88079177450462,106.9308119718096,49.4,0
EPIC 201613023 b,0,41566.089,2.2448833333333336,173.19203763855361,98.33342491427021,294.0,0
Kepler-172 b,0,68008.0,41.82166666666667,283.36666689336,79.95888621595958,901.77,0
Kepler-172 c,0,68008.0,41.82166666666667,283.36666689336,79.95888621595958,901.77,0
Kepler-172 d,0,68008.0,41.82166666666667,283.36666689336,79.95888621595958,901.77,0
Kepler-172 e,0,68008.0,41.82166666666667,283.36666689336,79.95888621595958,901.77,0
OGLE-2013-BLG-1761L b,0,64418.0,-27.895277777777775,268.40833354806,146.59734607681784,6900.0,0
Kepler-212 c,0,69028.0,43.14138888888889,287.61666689675997,94.89743106761846,726.97,0
Kepler-212 b,0,69028.0,43.14138888888889,287.61666689675997,94.89743106761846,726.97,0
HD 88133 b,0,36607.0,18.186666666666667,152.52916678869,81.01447348234981,74.5,0
HD 102329 b,0,42406.0,3.4741666666666666,176.69166680802,107.53943689355194,158.0,0
alf Tau b,2,16555.2,16.50975,68.980000055184,69.04650015055952,20.43,3
HIP 91258 b,0,67013.15422,61.702503444444446,279.2214761400438,95.14805398366326,44.9,0
Kepler-356 c,0,70181.0,37.68277777777777,292.42083356727,110.33390021808644,672.47,0
Kepler-356 b,0,70181.0,37.68277777777777,292.42083356727,110.33390021808644,672.47,0
Kepler-187 c,0,71951.0,44.08916666666667,299.79583357317,17.734721225990093,1106.61,0
Kepler-187 b,0,71951.0,44.08916666666667,299.79583357317,17.734721225990093,1106.61,0
WASP-37 b,0,53267.0,1.065,221.94583351088997,87.06441032494119,338.0,0
HD 95127 b,0,39575.08667,43.81446730555555,164.89619459025027,86.61989457312981,327.0,0
HAT-P-14 b,2,62428.0,38.242222222222225,260.11666687475997,112.24554275004746,205.0,2
Kepler-340 c,0,71024.0,40.300555555555555,295.93333357008,10.521430654591073,806.0,0
Kepler-340 b,0,71024.0,40.300555555555555,295.93333357008,10.521430654591073,806.0,0
HD 102365 b,0,42391.0,-39.499722222222225,176.62916680797,102.52703476251327,9.24,0
HD 216770 b,0,82553.0,-25.34138888888889,343.97083360850996,135.99441734014968,38.0,0
HD 106515 A b,0,44107.0,-6.7427777777777775,183.77916681368998,176.4566721049454,35.2,0
EPIC 201577035 b,0,41309.27,1.6906361111111112,172.12195847103087,67.84106133431997,271.0,0
Wolf 1061 b,0,59418.05803,-11.337410222222221,247.57524198972686,77.71918882355745,4.2922,0
Wolf 1061 c,0,59418.05803,-11.337410222222221,247.57524198972686,77.71918882355745,4.2922,0
Wolf 1061 d,0,59418.05803,-11.337410222222221,247.57524198972686,77.71918882355745,4.2922,0
KOI-314 b,0,69691.0,43.29277777777778,290.37916689896997,124.75377293128851,114.07,0
KOI-314 c,0,69691.0,43.29277777777778,290.37916689896997,124.75377293128851,114.07,0
Kepler-138 b,0,69691.0,43.29277777777778,290.37916689896997,124.75377293128851,114.07,0
HD 12648 b,0,8339.654,85.73617222222222,34.74855836113218,148.21772982395746,158.4,0
Kepler-394 b,0,71112.0,50.67222222222222,296.30000023703997,133.24027473261742,1422.08,0
Kepler-394 c,0,71112.0,50.67222222222222,296.30000023703997,133.24027473261742,1422.08,0
HD 134060 b,0,54645.0,-60.57777777777778,227.68750018215,56.35943032881554,24.2,0
HD 134060 c,0,54645.0,-60.57777777777778,227.68750018215,56.35943032881554,24.2,0
Kepler-347 b,0,69407.0,49.30555555555555,289.19583356468996,86.98319573054405,1004.99,0
Kepler-347 c,0,69407.0,49.30555555555555,289.19583356468996,86.98319573054405,1004.99,0
HD 196067 b,0,74504.0,-74.64916666666667,310.43333358167996,94.81564037438781,44.3,0
HD 149143 b,0,59571.0,2.0847222222222226,248.21250019856998,57.100992985243806,63.0,0
HD 85390 b,0,35402.0,-48.209722222222226,147.50833345133998,92.90974028477333,33.96,0
HD 5891 b,0,3659.0,20.29888888888889,15.245833345529999,59.93767538313764,251.0,0
Kepler-422 b,0,67831.0,46.32333333333334,282.62916689277,62.25153310706713,651.31,0
HD 100655 b,0,41704.0,20.441666666666666,173.76666680568,68.04209212209393,122.0,0
HD 97658 b,0,40473.0,25.710277777777776,168.63750013490997,43.75280141954373,21.11,0
HIP 70849 b,2,52159.0,-45.53611111111111,217.32916684052998,112.1418184405949,24.0,2
HD 37124 b,0,20222.0,20.730555555555554,84.25833340073999,82.2173056262354,33.0,0
HD 37124 c,0,20222.0,20.730555555555554,84.25833340073999,82.2173056262354,33.0,0
HD 37124 d,0,20222.0,20.730555555555554,84.25833340073999,82.2173056262354,33.0,0
EPIC 211391664 b,0,30357.0,11.511111111111111,126.48750010119,91.07925452669934,435.0,0
HIP 107773 b,0,78600.12563,-63.28746458333333,327.5005237203337,101.73959871189146,104.0,0
KELT-18 b,0,51966.0,59.44416666666666,216.52500017321998,67.1583986779073,311.0,0
HD 93385 b,0,38775.0,-40.535555555555554,161.56250012925,142.65702749114118,42.2,0
HD 93385 c,0,38775.0,-40.535555555555554,161.56250012925,142.65702749114118,42.2,0
HD 155233 b,0,61864.36474,-19.345430305555556,257.76818662288116,123.06230921618136,75.1,0
EPIC 201295312 b,0,41762.791,-1.4791194444444444,174.01162930587594,117.5466600962747,331.0,0
Kepler-16 (AB) b,1,69378.0,51.7575,289.07500023126,71.39946396706073,60.0,4
KELT-6 b,0,47035.648,30.64005,195.98186682345212,140.53028766363897,222.0,0
KELT-6 c,0,47035.648,30.64005,195.98186682345212,140.53028766363897,222.0,0
HAT-P-16 b,2,2298.0,42.463055555555556,9.57500000766,115.43377825573775,235.0,2
XO-2S b,2,28087.479,50.21756944444444,117.03116259362491,38.54057350919144,148.0,2
XO-2S c,2,28087.479,50.21756944444444,117.03116259362491,38.54057350919144,148.0,2
XO-2N b,2,28087.479,50.21756944444444,117.03116259362491,38.54057350919144,148.0,2
XO-2N c,2,28087.479,50.21756944444444,117.03116259362491,38.54057350919144,148.0,3
EPIC 210490365 b,0,15185.61,15.247777777777777,63.273375050618704,7.986210385278333,45.7,7
OGLE-TR-111 b,0,39198.0,-60.59444444444445,163.32500013066,79.80738167334947,1500.0,0
HD 33844 b,0,18756.10097,-13.048886555555557,78.15042077085366,90.65321034982965,100.9,0
HD 33844 c,0,18756.10097,-13.048886555555557,78.15042077085366,90.65321034982965,100.9,0
EPIC 201629650 b,2,40837.327,2.5026972222222224,170.15552930279105,107.7364569451647,290.0,2
Kepler-300 c,0,70869.0,48.599444444444444,295.28750023622996,114.98609307559983,753.63,0
Kepler-300 b,0,70869.0,48.599444444444444,295.28750023622996,114.98609307559983,753.63,0
HD 11977 b,0,6896.0,-66.35277777777777,28.733333356319996,99.77053341629428,66.5,0
Kepler-319 c,0,69314.0,39.77055555555555,288.80833356437995,57.30973141421159,542.69,0
Kepler-319 d,0,69314.0,39.77055555555555,288.80833356437995,57.30973141421159,542.69,0
Kepler-319 b,0,69314.0,39.77055555555555,288.80833356437995,57.30973141421159,542.69,0
Kepler-387 b,0,69071.0,45.656666666666666,287.79583356357,63.45035716141464,738.47,0
Kepler-387 c,0,69071.0,45.656666666666666,287.79583356357,63.45035716141464,738.47,0
HAT-P-65 b,0,75817.0,11.989444444444443,315.90416691939,119.18329120861394,841.0,0
Kepler-46 b,0,69424.0,42.60416666666667,289.26666689807996,107.46793803106561,855.0,0
Kepler-46 c,0,69424.0,42.60416666666667,289.26666689807996,107.46793803106561,855.0,0
Kepler-46 d,0,69424.0,42.60416666666667,289.26666689807996,107.46793803106561,855.0,0
Kepler-136 b,0,71152.158,42.59881388888889,296.4673252371738,105.33262262455739,539.57,0
Kepler-136 c,0,71152.158,42.59881388888889,296.4673252371738,105.33262262455739,539.57,0
Kepler-134 b,0,68337.0,49.598333333333336,284.73750022778995,84.24283294897717,414.47,0
Kepler-134 c,0,68337.0,49.598333333333336,284.73750022778995,84.24283294897717,414.47,0
Kepler-217 b,0,70329.0,46.277499999999996,293.03750023442996,96.3349174485802,1054.36,0
Kepler-217 c,0,70329.0,46.277499999999996,293.03750023442996,96.3349174485802,1054.36,0
Kepler-217 d,0,70329.0,46.277499999999996,293.03750023442996,96.3349174485802,1054.36,0
HD 218566 b,0,83350.72771,-1.73925625,347.2946990695024,107.825873124162,28.55,0
Kepler-143 c,0,71536.0,49.4125,298.06666690512,72.83438667193687,890.59,0
Kepler-143 b,0,71536.0,49.4125,298.06666690512,72.83438667193687,890.59,0
Kepler-311 b,0,67694.0,47.08527777777778,282.05833355898,21.07464754288315,803.71,0
Kepler-311 c,0,67694.0,47.08527777777778,282.05833355898,21.07464754288315,803.71,0
WASP-1 b,2,1240.0,31.990000000000002,5.1666666708,10.241936338120519,380.0,2
HD 13908 b,0,8294.56056,65.59436077777778,34.56066902764853,90.16402374449132,71.3,0
HD 13908 c,0,8294.56056,65.59436077777778,34.56066902764853,90.16402374449132,71.3,0
KIC 9632895 b,1,67978.0,46.37833333333333,283.24166689325995,59.56520047992545,500.0,4
SAND364 b,0,31796.5208,11.692496944444445,132.48550343932172,103.30581246917006,750.0,7
WASP-76 b,0,6391.86,2.700555555555556,26.632750021306197,128.97784595177225,120.0,0
Kepler-315 b,0,71525.0,43.36333333333334,298.02083357174996,93.61042168747986,1363.58,0
Kepler-315 c,0,71525.0,43.36333333333334,298.02083357174996,93.61042168747986,1363.58,0
HAT-P-26 b,0,51157.54,4.060036111111111,213.15641683719178,86.37694256412787,134.0,0
HD 72659 b,0,30843.0,-0.43194444444444446,128.51250010280998,171.07091021062527,49.8,0
Kepler-243 b,0,68426.0,42.03388888888889,285.10833356141995,134.72024285612451,808.4,0
Kepler-243 c,0,68426.0,42.03388888888889,285.10833356141995,134.72024285612451,808.4,0
Kepler-286 b,0,69762.0,48.29416666666666,290.67500023253996,96.14806581709452,1188.84,0
Kepler-286 c,0,69762.0,48.29416666666666,290.67500023253996,96.14806581709452,1188.84,0
Kepler-286 d,0,69762.0,48.29416666666666,290.67500023253996,96.14806581709452,1188.84,0
Kepler-286 e,0,69762.0,48.29416666666666,290.67500023253996,96.14806581709452,1188.84,0
HIP 67851 b,0,50032.06197,-34.685637972222224,208.46692504177352,15.972308623579812,66.0,0
HIP 67851 c,0,50032.06197,-34.685637972222224,208.46692504177352,15.972308623579812,66.0,0
Kepler-446 b,0,67740.051,44.92110833333333,282.25021272580017,56.47963865604503,120.0,0
Kepler-446 c,0,67740.051,44.92110833333333,282.25021272580017,56.47963865604503,120.0,0
Kepler-446 d,0,67740.051,44.92110833333333,282.25021272580017,56.47963865604503,120.0,0
HD 24064 b,0,14196.297,74.08003333333333,59.15123754732099,99.8422420824564,264.4,0
Kepler-321 c,0,70668.0,44.145833333333336,294.45000023555997,63.59221081018053,461.82,0
Kepler-321 b,0,70668.0,44.145833333333336,294.45000023555997,63.59221081018053,461.82,0
GJ 27.1 b,0,2398.82591,-43.746778194444445,9.99510796632942,138.1497128873845,24.0,1
Kepler-119 b,0,71027.0,42.65888888888889,295.94583357009,99.43929234154227,623.74,0
Kepler-119 c,0,71027.0,42.65888888888889,295.94583357009,99.43929234154227,623.74,0
AB Pic b,0,22752.0,-57.94583333333333,94.80000007583999,112.69812976798055,45.5,0
UScoCTIO 108 b,0,57954.0,-17.688055555555554,241.47500019317997,78.57963643787814,145.0,0
Kepler-251 c,0,71175.0,44.10583333333334,296.56250023725,149.5898528970135,1016.85,0
Kepler-251 d,0,71175.0,44.10583333333334,296.56250023725,149.5898528970135,1016.85,0
Kepler-251 b,0,71175.0,44.10583333333334,296.56250023725,149.5898528970135,1016.85,0
Kepler-251 e,0,71175.0,44.10583333333334,296.56250023725,149.5898528970135,1016.85,0
eps Eridani b,0,12775.84496,-8.541741333333334,53.23268737591948,152.49317816842859,3.2161,1
WASP-3 b,2,66872.0,35.66166666666666,278.63333355623996,98.26853090733147,220.0,2
HD 102272 b,0,42384.0,14.123888888888889,176.60000014128,67.03991045791604,360.0,0
HD 102272 c,0,42384.0,14.123888888888889,176.60000014128,67.03991045791604,360.0,0
HD 81688 b,0,34119.9884,45.60148177777778,142.1666184470666,69.63883429821973,85.8,0
HAT-P-24 b,2,26118.0,14.262222222222222,108.82500008705999,59.89840331138822,396.0,2
Kepler-107 e,0,71286.0,48.208333333333336,297.02500023761996,122.55122850880512,512.66,0
Kepler-107 c,0,71286.0,48.208333333333336,297.02500023761996,122.55122850880512,512.66,0
Kepler-107 b,0,71286.0,48.208333333333336,297.02500023761996,122.55122850880512,512.66,0
Kepler-107 d,0,71286.0,48.208333333333336,297.02500023761996,122.55122850880512,512.66,0
HD 5583 b,0,3477.0,34.98555555555556,14.487500011589999,167.03489497670208,221.0,0
Kepler-377 c,0,70901.0,38.73555555555556,295.42083356967,43.92979126280294,865.2,0
Kepler-377 b,0,70901.0,38.73555555555556,295.42083356967,43.92979126280294,865.2,0
Kepler-303 b,0,67952.0,43.65694444444444,283.13333355983997,161.27843336621876,192.34,0
Kepler-303 c,0,67952.0,43.65694444444444,283.13333355983997,161.27843336621876,192.34,0
HD 98649 b,0,40852.0,-22.78277777777778,170.21666680284,25.836141986572034,40.3,0
HD 10180 b,0,5874.0,-59.48833333333334,24.475000019579998,36.636979556209354,39.4,0
HD 10180 c,0,5874.0,-59.48833333333334,24.475000019579998,36.636979556209354,39.4,0
HD 10180 i,0,5874.0,-59.48833333333334,24.475000019579998,36.636979556209354,39.4,1
HD 10180 d,0,5874.0,-59.48833333333334,24.475000019579998,36.636979556209354,39.4,0
HD 10180 e,0,5874.0,-59.48833333333334,24.475000019579998,36.636979556209354,39.4,0
HD 10180 j,0,5874.0,-59.48833333333334,24.475000019579998,36.636979556209354,39.4,1
HD 10180 f,0,5874.0,-59.48833333333334,24.475000019579998,36.636979556209354,39.4,0
HD 10180 g,0,5874.0,-59.48833333333334,24.475000019579998,36.636979556209354,39.4,0
HD 10180 h,0,5874.0,-59.48833333333334,24.475000019579998,36.636979556209354,39.4,0
Kepler-336 d,0,69657.0,41.33111111111111,290.23750023219,151.48826565364865,794.61,0
Kepler-336 c,0,69657.0,41.33111111111111,290.23750023219,151.48826565364865,794.61,0
Kepler-336 b,0,69657.0,41.33111111111111,290.23750023219,151.48826565364865,794.61,0
HD 152581 b,0,60823.0,11.973611111111111,253.42916686940998,60.830508046601636,186.0,0
Kepler-144 b,0,67659.0,42.775277777777774,281.91250022553,94.49175103457412,385.13,0
Kepler-144 c,0,67659.0,42.775277777777774,281.91250022553,94.49175103457412,385.13,0
HD 20868 b,0,12042.69404,-32.26989122222222,50.177891873475645,121.62065859432137,46.2,0
CoRoT-7 b,0,24229.0,-0.9369444444444444,100.95416674743,94.38650110439553,150.0,0
CoRoT-7 c,0,24229.0,-0.9369444444444444,100.95416674743,94.38650110439553,150.0,0
2M 2206-20 b,0,79582.802,-19.215027777777777,331.5950085986093,128.9570387428452,26.67,0
HD 73267 b,0,30977.77517,-33.54002169444444,129.07406331159257,139.67651413798052,54.2,0
Kepler-181 c,0,71076.0,50.095555555555556,296.15000023692,92.4503958490884,628.45,0
Kepler-181 b,0,71076.0,50.095555555555556,296.15000023692,92.4503958490884,628.45,0
HD 106906 b,0,44273.19228,-54.024475277777775,184.4716346475773,119.52098223818214,92.0,0
HAT-P-13 b,0,31172.0,47.35194444444445,129.88333343724,123.10976256904964,214.0,0
HAT-P-13 c,0,31172.0,47.35194444444445,129.88333343724,123.10976256904964,214.0,0
Kepler-326 c,0,70638.0,46.00222222222222,294.32500023546,91.74547484259399,386.07,0
Kepler-326 b,0,70638.0,46.00222222222222,294.32500023546,91.74547484259399,386.07,0
Kepler-326 d,0,70638.0,46.00222222222222,294.32500023546,91.74547484259399,386.07,0
HIP 8541 b,0,6606.0,-53.465,27.52500002202,150.86087727785448,169.0,0
HATS-34 b,0,186.0,-61.46944444444445,0.77500000062,68.17712179989682,532.0,0
Kepler-168 c,0,70730.0,39.825,294.7083335691,58.551125046464065,1230.24,0
Kepler-168 b,0,70730.0,39.825,294.7083335691,58.551125046464065,1230.24,0
MOA-2012-BLG-311 b,0,65330.0,-24.04888888888889,272.2083335511,69.68017060067884,6000.0,1
Kepler-124 c,0,68820.0,49.06472222222222,286.7500002294,117.87187191307922,358.8,0
