PlanetIdentifier,TypeFlag,RightAscension,DeclinationAccurate,RightAscensionInDegrees,AngleBtwEarthExoplanetInDeg,DistFromEarthParsec,ListsPlanetIsOn
HD 210702 b,0,79911.33086,16.040552861111113,332.9638788497044,159.70238844471757,54.9,0
HD 165155 b,0,65157.0,-28.91722222222222,271.48750021718996,66.97222410624619,64.98,0
HD 210277 b,0,79769.0,-6.457777777777778,332.37083359922997,106.42483887746837,21.29,0
WASP-135 b,0,64148.4,29.879166666666666,267.28500021382797,112.4040438199966,300.0,0
HIP 67537 b,0,49819.0,-38.90083333333333,207.57916683272998,129.60345306942932,112.6,0
Gliese 15 A b,2,1102.88532,44.022952277777776,4.595355503676284,68.28557062451179,3.5869999999999997,2
HD 330075 b,0,56977.0,-48.03666666666666,237.40416685658997,87.48592768465768,50.2,0
HAT-P-55 b,0,63425.52,25.731194444444444,264.2730002114184,45.85596130481285,480.0,0
Kepler-45 b,0,70290.0,41.064166666666665,292.8750002343,66.33500438029522,333.0,0
WASP-121 b,0,25824.058,-38.902625,107.60024175274685,119.97032619154184,270.0,0
Kepler-25 b,0,68793.0,38.343611111111116,286.63750022931,111.60367690249316,191.0,0
Kepler-25 c,0,68793.0,38.343611111111116,286.63750022931,111.60367690249316,191.0,0
Kepler-25 d,0,68793.0,38.343611111111116,286.63750022931,111.60367690249316,191.0,0
WASP-70 A b,2,75714.0,-12.566666666666666,315.47500025237997,37.73032941546436,245.0,2
HD 102956 b,0,42683.0,57.64083333333333,177.84583347561,50.644457484766235,126.0,0
WTS-1 b,0,70556.41,36.29632222222222,293.9850419018547,104.09392058607898,3200.0,0
HD 66141 b,0,28936.0,2.3344444444444448,120.56666676311998,109.70326806337728,80.9,0
CoRoT-2 b,0,70027.0,1.383888888888889,291.77916690009,63.95637540857195,300.0,0
HD 176051 b,0,68222.0,32.90138888888889,284.25833356073997,71.7194538709584,14.99,0
Kepler-295 b,0,68483.0,45.367777777777775,285.34583356161,57.240923094505284,737.84,0
Kepler-295 c,0,68483.0,45.367777777777775,285.34583356161,57.240923094505284,737.84,0
Kepler-295 d,0,68483.0,45.367777777777775,285.34583356161,57.240923094505284,737.84,0
XO-5 b,0,28012.0,39.094722222222224,116.71666676003998,58.70698231879377,255.0,0
EPIC 201367065 b,0,41360.388,-0.5452138888888889,172.33495013786793,137.15502814931472,45.0,0
EPIC 201367065 c,0,41360.388,-0.5452138888888889,172.33495013786793,137.15502814931472,45.0,0
EPIC 201367065 d,0,41360.388,-0.5452138888888889,172.33495013786793,137.15502814931472,45.0,0
2MASS 0122-2439 B,0,4970.938,-23.335930555555557,20.71224168323646,71.91036461301329,36.0,0
Kepler-229 c,0,68879.0,48.37555555555556,286.99583356293,127.99311347340435,949.11,0
Kepler-229 d,0,68879.0,48.37555555555556,286.99583356293,127.99311347340435,949.11,0
Kepler-229 b,0,68879.0,48.37555555555556,286.99583356293,127.99311347340435,949.11,0
HD 9446 b,0,5600.0,29.26527777777778,23.333333351999997,141.0279522936017,53.0,0
HD 9446 c,0,5600.0,29.26527777777778,23.333333351999997,141.0279522936017,53.0,0
HD 125612 b,0,51654.0,-16.518611111111113,215.22500017218,48.16149337443947,52.82,0
HD 125612 c,0,51654.0,-16.518611111111113,215.22500017218,48.16149337443947,52.82,0
HD 125612 d,0,51654.0,-16.518611111111113,215.22500017218,48.16149337443947,52.82,0
Kepler-362 c,0,70025.0,47.52972222222222,291.77083356674996,46.771506854734135,648.69,0
Kepler-362 b,0,70025.0,47.52972222222222,291.77083356674996,46.771506854734135,648.69,0
Kepler-241 b,0,70299.0,41.06083333333333,292.91250023432997,147.27265250705787,595.71,0
Kepler-241 c,0,70299.0,41.06083333333333,292.91250023432997,147.27265250705787,595.71,0
Kepler-102 e,0,67555.0,47.20777777777778,281.47916689184996,53.643098795291706,119.3,0
Kepler-102 d,0,67555.0,47.20777777777778,281.47916689184996,53.643098795291706,119.3,0
Kepler-102 f,0,67555.0,47.20777777777778,281.47916689184996,53.643098795291706,119.3,0
Kepler-102 c,0,67555.0,47.20777777777778,281.47916689184996,53.643098795291706,119.3,0
Kepler-102 b,0,67555.0,47.20777777777778,281.47916689184996,53.643098795291706,119.3,0
HAT-P-37 b,0,68231.0,51.26916666666666,284.29583356076995,36.071779511408515,411.0,0
EPIC 218916923 b,0,69376.0,-16.910555555555558,289.06666689791996,75.77599533101966,152.0,0
WASP-8 b,2,86376.0,-34.96861111111111,359.90000028791997,102.99641676726974,87.0,2
HR 810 b,0,9751.0,-49.19666666666667,40.62916669917,92.71651395445521,17.17,0
HAT-P-29 b,0,7951.0,51.778888888888886,33.12916669317,64.22721207928953,322.0,0
HD 4732 b,0,2953.0,-23.863333333333333,12.304166676509999,78.26843316979243,56.5,0
HD 4732 c,0,2953.0,-23.863333333333333,12.304166676509999,78.26843316979243,56.5,0
WASP-140 b,0,14493.0,-19.45111111111111,60.387500048309995,114.24809610977304,180.0,0
HD 1666 b,0,1252.33959,-18.06877547222222,5.218081629174465,22.99739209864984,110.6,0
Kepler-434 b,0,70460.729,42.76224444444444,293.5863710682024,102.41842661588943,1240.0,0
Kepler-203 b,0,71301.0,41.38777777777778,297.08750023767,58.75449404935163,800.07,0
Kepler-203 c,0,71301.0,41.38777777777778,297.08750023767,58.75449404935163,800.07,0
Kepler-203 d,0,71301.0,41.38777777777778,297.08750023767,58.75449404935163,800.07,0
HAT-P-22 b,0,37364.0,50.12833333333333,155.68333345788,117.10044515250148,82.0,0
Kepler-261 b,0,69927.0,37.60916666666667,291.36250023309,49.282161082584395,359.31,0
Kepler-261 c,0,69927.0,37.60916666666667,291.36250023309,49.282161082584395,359.31,0
HATS-10 b,0,70633.8,-21.795527777777778,294.30750023544596,55.597054366732344,496.0,0
HD 68402 b,0,29124.0,-73.41055555555556,121.35000009707998,85.52717297477471,78.0,0
HATS-5 b,0,16133.489,-20.518083333333333,67.22287088711163,108.93009124969504,257.0,0
Kepler-38 (AB) b,1,68839.0,42.27916666666667,286.82916689612995,111.69636199830494,3500.0,4
Kepler-52 c,0,68817.0,49.97555555555556,286.73750022939,87.94239051019626,356.41,0
Kepler-52 b,0,68817.0,49.97555555555556,286.73750022939,87.94239051019626,356.41,0
Kepler-52 d,0,68817.0,49.97555555555556,286.73750022939,87.94239051019626,356.41,0
KOI-206 b,0,71422.476,40.977269444444445,297.5936502380749,141.4585332194872,1870.0,0
TrES-4 A b,2,64393.0,37.211666666666666,268.30416688131,66.25021929264877,485.0,2
HN Peg b,0,78271.0,14.771944444444445,326.12916692757,93.8500070096309,18.4,0
CFBDS 1458 b,0,53909.0,10.22861111111111,224.62083351303,70.46407103566682,23.1,0
MOA-2007-BLG-400-L b,0,65382.0,-28.775833333333335,272.42500021793995,10.092529480125917,6000.0,0
HD 17156 b,0,10184.0,71.75333333333333,42.43333336728,6.375927355538762,78.24,0
HD 1461 b,0,1122.0,-7.946944444444445,4.675000003739999,113.69411756128405,23.4,0
HD 1461 c,0,1122.0,-7.946944444444445,4.675000003739999,113.69411756128405,23.4,0
WASP-31 b,0,40665.0,-18.945277777777775,169.43750013554998,110.94791336370037,400.0,0
BD-08 2823 b,0,36047.72035,-8.483323888888888,150.19883491182574,125.37673861131954,42.5,0
BD-08 2823 c,0,36047.72035,-8.483323888888888,150.19883491182574,125.37673861131954,42.5,0
Gliese 876 b,0,82393.0,-13.74638888888889,343.30416694131,93.80195063225771,4.69,0
Gliese 876 c,0,82393.0,-13.74638888888889,343.30416694131,93.80195063225771,4.69,0
Gliese 876 d,0,82393.0,-13.74638888888889,343.30416694131,93.80195063225771,4.69,0
Gliese 876 e,0,82393.0,-13.74638888888889,343.30416694131,93.80195063225771,4.69,0
CoRoT-26 b,0,67140.13,6.969919444444445,279.7505418904671,97.81608760783442,1670.0,0
WASP-87 b,0,44477.92,-51.159166666666664,185.32466681492636,149.95106959946548,240.0,0
HD 117618 b,0,48745.0,-46.72888888888889,203.10416682915,73.70304148043226,38.0,0
HD 117618.02,0,48745.0,-46.72888888888889,203.10416682915,73.70304148043226,38.0,1
EPIC 201338508 c,0,40632.84,-0.12202499999999997,169.3035001354428,149.52525660460992,181.0,0
EPIC 201338508 b,0,40632.84,-0.12202499999999997,169.3035001354428,149.52525660460992,181.0,0
GJ 682 b,0,63423.66242,-43.680786194444444,264.26526029474553,51.80296890955434,5.079,1
GJ 682 c,0,63423.66242,-43.680786194444444,264.26526029474553,51.80296890955434,5.079,1
HD 154857 b,0,61875.0,-55.31944444444445,257.81250020625,80.81869177213152,64.2,0
HD 154857 c,0,61875.0,-55.31944444444445,257.81250020625,80.81869177213152,64.2,0
HD 6718 b,0,4069.0,-7.766388888888889,16.95416668023,113.29289162561938,55.9,0
HATS-31 b,0,46009.0,-23.427500000000002,191.70416682003,68.67408649272122,872.0,0
Kepler-54 b,0,70745.0,43.05611111111111,294.77083356915,79.59963934642624,499.51,0
Kepler-54 c,0,70745.0,43.05611111111111,294.77083356915,79.59963934642624,499.51,0
Kepler-54 d,0,70745.0,43.05611111111111,294.77083356915,79.59963934642624,499.51,0
Kepler-370 c,0,70121.0,40.91611111111111,292.17083356706996,95.38877710260313,1139.98,0
Kepler-370 b,0,70121.0,40.91611111111111,292.17083356706996,95.38877710260313,1139.98,0
VHS 1256-1257 b,0,46561.922,-11.043336111111111,194.0080084885397,66.3642311617823,12.7,0
HR 8799 b,0,83248.71507,21.13425147222222,346.86964640249573,100.73729401348301,39.4,0
HR 8799 c,0,83248.71507,21.13425147222222,346.86964640249573,100.73729401348301,39.4,0
HR 8799 d,0,83248.71507,21.13425147222222,346.86964640249573,100.73729401348301,39.4,0
HR 8799 e,0,83248.71507,21.13425147222222,346.86964640249573,100.73729401348301,39.4,0
Kapteyn b,0,18700.58112,-44.98158613888889,77.91908806233526,81.92732464732602,3.91,1
Kapteyn c,0,18700.58112,-44.98158613888889,77.91908806233526,81.92732464732602,3.91,0
MOA-2008-BLG-379L b,0,64729.0,-29.803055555555556,269.70416688243,64.92996189925573,3300.0,0
Kepler-149 b,0,68604.0,38.38388888888889,285.85000022867996,93.88260334917254,588.12,0
Kepler-149 d,0,68604.0,38.38388888888889,285.85000022867996,93.88260334917254,588.12,0
Kepler-149 c,0,68604.0,38.38388888888889,285.85000022867996,93.88260334917254,588.12,0
Kepler-188 c,0,67507.0,44.31527777777777,281.27916689168995,88.84442887396155,1201.9,0
Kepler-188 b,0,67507.0,44.31527777777777,281.27916689168995,88.84442887396155,1201.9,0
HAT-P-36 b,0,45183.909,44.915327777777776,188.266287650613,40.702805389000964,317.0,0
HIP 65891 b,0,48625.2731,-57.335645944444444,202.60530474541756,141.10674811748922,136.0,0
HD 63454 b,0,27561.0,-77.72111111111111,114.83750009186998,136.54067714046897,35.8,0
HD 4113 b,0,2593.0,-36.0175,10.804166675309999,63.39486476808874,44.0,0
Kepler-216 c,0,70494.0,46.12888888888889,293.72500023498,91.30621966200226,994.93,0
Kepler-216 b,0,70494.0,46.12888888888889,293.72500023498,91.30621966200226,994.93,0
83 Leonis B b,2,41205.3218,3.0130986388888887,171.68884097068437,66.64562743638115,17.79,2
83 Leonis B c,2,41205.3218,3.0130986388888887,171.68884097068437,66.64562743638115,17.79,2
HIP 5158 b,0,3962.0,-21.546944444444446,16.50833334654,106.04481105090844,45.0,0
HIP 5158 c,0,3962.0,-21.546944444444446,16.50833334654,106.04481105090844,45.0,0
Kepler-154 b,0,69547.0,49.896388888888886,289.77916689848996,148.73866715482234,882.88,0
Kepler-154 c,0,69547.0,49.896388888888886,289.77916689848996,148.73866715482234,882.88,0
Kepler-154 d,0,69547.0,49.896388888888886,289.77916689848996,148.73866715482234,882.88,0
Kepler-154 e,0,69547.0,49.896388888888886,289.77916689848996,148.73866715482234,882.88,0
Kepler-154 f,0,69547.0,49.896388888888886,289.77916689848996,148.73866715482234,882.88,0
MOA-2010-BLG-353L b,0,65112.94,-26.706766666666667,271.3039168837098,113.05393543542124,7170.0,0
